"","X","lon","lat","epiraindiff","epirhdiff","epitdiff","finfwh","finfwf","finfwd","difflower","diffupper","V12"
"9797",15827,-75.4232482910156,41.6059684753418,-7.64995,-3.67493999999999,0.494630000000001,0.690148,0.6324483,-0.0576997,-28.82625,15.07974,0.00592967912490394
"9798",15828,-75.3658447265625,41.7088966369629,-7.36184,-3.53244000000001,0.48779,0.6844653,0.6352206,-0.0492447,-28.93525,19.75274,0.0445354072965927
"9799",15829,-75.3082580566406,41.8118095397949,-5.70426,-3.4183,0.48218,0.6786171,0.6469852,-0.0316318999999999,-25.93327,21.21305,0.0326232455850999
"9800",15830,-75.25048828125,41.9147071838379,-4.52097,-3.30871999999999,0.429269999999999,0.6728997,0.6554567,-0.017443,-23.28679,21.27885,0.0014386232580037
"9802",15832,-75.13427734375,42.1204299926758,-6.36156,-3.42102,0.505600000000001,0.7109059,0.6514342,-0.0594717,-27.32214,14.43511,0.0458081568816979
"9803",15833,-75.0758972167969,42.2232704162598,-6.62886,-3.34906000000001,0.440869999999997,0.7108139,0.6542084,-0.0566055,-26.19092,13.76073,0.0416452057222969
"9810",15840,-74.6614379882812,42.9424896240234,-5.07677,-2.69127,0.294990000000002,0.6392203,0.6343216,-0.00489869999999992,-24.21364,28.8319,0.00934483303818467
"9811",15841,-74.6013793945312,43.0451507568359,-4.02806,-3.13108,0.27758,0.6408552,0.6369442,-0.003911,-24.3434,30.90346,0.00693531773659828
"9812",15842,-74.5411376953125,43.1477699279785,-7.93505,-3.82334,0.734060000000003,0.7080773,0.6388122,-0.0692651,-29.93056,15.12525,0.00601720938600891
"9814",15844,-74.4199829101562,43.352954864502,-7.9147,-3.97757,0.946450000000002,0.7209974,0.6321294,-0.0888680000000001,-29.57336,9.744966,0.0215810563026082
"9815",15845,-74.3591003417969,43.4555130004883,-4.53795,-3.91564,0.988780000000002,0.7302218,0.6427426,-0.0874792,-29.118268,9.316199,0.00902851151501238
"9816",15846,-74.2979736328125,43.5580291748047,-4.4025,-4.28867,0.890239999999999,0.750092,0.645467,-0.104625,-28.419935,4.271899,0.0179830896105955
"9818",15848,-74.1751098632812,43.7630004882812,-1.92335,-4.11082,0.850099999999998,0.734685,0.6493224,-0.0853626000000001,-27.426441,8.295733,0.022398476538207
"9822",15852,-73.9267578125,44.1725997924805,3.6137,-3.29917,1.57391,0.8604693,0.6477241,-0.2127452,-36.57794,-11.47504,0.0253684546673085
"9823",15853,-73.8641052246094,44.2749214172363,3.86783,-3.53794000000001,0.732610000000001,0.7757481,0.6760066,-0.0997415,-27.05904,4.33122,0.00681376026729907
"9824",15854,-73.8012390136719,44.3772087097168,2.52718,-3.50296,0.796679999999999,0.7036468,0.6324134,-0.0712334,-28.67241,13.8955,0.005088733263797
"9825",15855,-73.7381591796875,44.4794731140137,-1.4069,-3.75588999999999,0.653970000000001,0.6550866,0.5883958,-0.0666907999999999,-36.73881,22.74476,0.00573449212220112
"9826",15856,-73.6748352050781,44.5817070007324,-3.09402,-3.5414,0.605840000000001,0.6594004,0.607763,-0.0516373999999999,-31.80028,21.07652,0.00489937187550993
"9827",15857,-73.6112670898438,44.6838989257812,-1.65432,-2.99583,0.488200000000003,0.657836,0.6016614,-0.0561746,-33.42793,22.09107,0.026801414637589
"9829",15859,-73.4835205078125,44.8882026672363,-0.475110000000001,-3.05359,0.435040000000001,0.6209184,0.5878919,-0.0330265,-28.72345,26.56514,0.0173922553927994
"9830",15860,-73.4192504882812,44.9902992248535,1.92645,-3.12493000000001,0.36017,0.6245581,0.6048596,-0.0196985,-25.86655,29.21806,0.0051163242346064
"9878",15949,-76.8213195800781,38.6775970458984,4.97824,0.755570000000006,-0.250999999999998,0.6271521,0.5850484,-0.0421037,-33.53972,25.74429,0.00494024445620056
"9879",15950,-76.7689208984375,38.7807693481445,4.52636,0.971800000000002,-0.289059999999999,0.6035711,0.60462,0.00104890000000002,-26.3038,36.08192,0.00412612719190264
"9880",15951,-76.7163391113281,38.8839492797852,4.13883,1.20373,-0.295480000000001,0.6144696,0.6173825,0.0029129,-25.17475,35.32105,0.00777759403720779
"9881",15952,-76.66357421875,38.9871215820312,6.92436,1.37893,-0.367889999999999,0.5953562,0.621196,0.0258398,-22.34754,40.89308,0.0354732077064952
"9882",15953,-76.6106567382812,39.0902824401855,9.05898,2.36712,-0.660060000000001,0.576501,0.6137071,0.0372060999999999,-20.24944,49.71789,0.0232528666043947
"9883",15954,-76.5575561523438,39.1934356689453,9.73397,2.38334,-0.702100000000002,0.5604066,0.5862347,0.0258281,-24.02324,47.24811,0.0147489548608988
"9884",15955,-76.5042724609375,39.2965812683105,10.85353,2.71632,-0.668019999999999,0.597056,0.6033081,0.00625209999999998,-25.02674,37.4855,0.00928086377309967
"9885",15956,-76.4508361816406,39.3997268676758,8.68387,1.28608,-0.541729999999998,0.6295656,0.5936399,-0.0359256999999999,-30.22008,24.19044,0.0368581842229005
"9886",15957,-76.3971862792969,39.5028495788574,4.8671,0.49015,-0.775860000000002,0.6625738,0.5433302,-0.1192436,-35.950481,3.536852,0.0052207413487011
"9887",15958,-76.3433837890625,39.6059799194336,3.71748,0.301549999999992,-0.705919999999999,0.6725113,0.5344419,-0.1380694,-37.7079883,-0.2257613,0.00819915411849337
"9888",15959,-76.2893981933594,39.7090911865234,2.5333,0.178440000000009,-0.614090000000001,0.6609874,0.5379462,-0.1230412,-38.325661,5.237871,0.0144034817784018
"9889",15960,-76.2352294921875,39.8121948242188,1.98383,-0.424459999999996,-0.565340000000003,0.6418103,0.5670569,-0.0747534,-33.26368,13.98283,0.00133345531720153
"9890",15961,-76.1808471679688,39.9152870178223,1.48344,-0.794820000000001,-0.510210000000001,0.6719819,0.5812201,-0.0907618,-34.2152,10.2324,0.00577932546481463
"9891",15962,-76.1263122558594,40.0183601379395,1.55644,-0.822330000000008,-0.456439999999997,0.6622821,0.5820066,-0.0802754999999999,-34.82141,13.94621,0.00514666240229644
"9892",15963,-76.0715942382812,40.1214485168457,-0.211849999999998,-1.12022,-0.471159999999998,0.6775383,0.581288,-0.0962503,-36.21594,10.16283,0.0133302630575969
"9893",15964,-76.0166931152344,40.2245025634766,-2.30839,-1.07392,-0.582550000000001,0.664961,0.5750349,-0.0899261,-36.066464,8.682958,0.00698282086359825
"9894",15965,-75.9615783691406,40.3275527954102,0.86805,0.713970000000003,-0.807769999999998,0.6350752,0.5600988,-0.0749763999999999,-34.92867,17.13459,0.0217203072753946
"9895",15966,-75.9063110351562,40.430591583252,-3.76524,-1.71713,-0.50384,0.6565332,0.5861794,-0.0703538,-33.92257,16.38398,0.0141617620861894
"9896",15967,-75.850830078125,40.5336151123047,-5.7692,-1.85486,-0.369000000000003,0.6593725,0.5946292,-0.0647433000000001,-32.92874,14.04682,0.0441685024731058
"9897",15968,-75.795166015625,40.6366233825684,-9.1234,-2.27465000000001,-0.36543,0.6632402,0.5834203,-0.0798198999999999,-33.019143,9.351224,0.00741316114010715
"9898",15969,-75.7393493652344,40.739616394043,-10.72989,-2.43401,-0.194019999999998,0.6753466,0.582719,-0.0926276,-33.984194,9.584148,0.00352749660530094
"9899",15970,-75.6832885742188,40.8425903320312,-9.71248,-2.40147999999999,-0.0523200000000017,0.6694075,0.612737,-0.0566705000000001,-30.07157,14.70257,0.00395005336031318
"9900",15971,-75.6270751953125,40.9455680847168,-14.46756,-2.94750999999999,0.100519999999999,0.6895584,0.6407073,-0.0488511,-24.85939,12.73622,0.00621563047970142
"9901",15972,-75.5706787109375,41.0485229492188,-14.09896,-3.54419999999999,0.426190000000002,0.7051079,0.6456616,-0.0594463000000001,-26.63135,11.68585,0.0023211910172023
"9902",15973,-75.5140380859375,41.1514587402344,-10.17003,-3.54013,0.545529999999999,0.7157495,0.641288,-0.0744615000000001,-28.70328,10.80047,0.0439739749984014
"9903",15974,-75.4572448730469,41.2543754577637,-8.78534,-3.69476,0.57619,0.7093883,0.6430287,-0.0663596,-29.13919,12.82332,0.0316285182653999
"9904",15975,-75.4002685546875,41.3572731018066,-8.22301,-3.84128000000001,0.736039999999999,0.6875737,0.610399,-0.0771746999999999,-31.01672,12.0117,0.0142928074180944
"9905",15976,-75.3430786132812,41.4601745605469,-10.11942,-3.70753999999999,0.535979999999999,0.6813672,0.6166198,-0.0647473999999999,-29.77939,12.65489,0.00467432570560078
"9906",15977,-75.2856750488281,41.5630416870117,-10.14465,-3.48875,0.516770000000001,0.6760022,0.6400637,-0.0359385,-24.37822,17.18594,0.00587388848000359
"9908",15979,-75.1702880859375,41.7687187194824,-5.66272,-3.53046000000001,0.427990000000001,0.677145,0.6469328,-0.0302122,-24.5387,19.02754,0.00343004022369797
"9909",15980,-75.1123046875,41.8715362548828,-4.72394,-3.33834,0.43066,0.6713819,0.6600615,-0.0113204,-22.37956,23.41945,0.00700907209710522
"9910",15981,-75.0541381835938,41.9743347167969,-6.23468,-3.48051,0.528950000000002,0.7031338,0.6572379,-0.0458959,-26.28295,17.01113,0.00908195903161158
"9916",15987,-74.7007446289062,42.5906677246094,-3.48265,-3.47079000000001,0.411440000000002,0.7061547,0.6579709,-0.0481838,-25.90197,16.2559,0.0280615134018944
"9917",15988,-74.6411437988281,42.6933135986328,-2.68981,-3.0523,0.359539999999999,0.6895829,0.6569438,-0.0326391,-24.05605,20.40764,0.0273573264477989
"9918",15989,-74.581298828125,42.7959327697754,-1.28473,-2.79919,0.3704,0.6513501,0.6630156,0.0116655,-20.0931,27.96194,0.0459634707723993
"9920",15991,-74.4610595703125,43.0011024475098,-6.2627,-2.80110000000001,0.326450000000001,0.641447,0.6239863,-0.0174607,-25.88597,26.41847,0.0106891809502017
"9921",15992,-74.4005737304688,43.1036491394043,-11.0308,-3.63108,0.406390000000002,0.6689926,0.6209959,-0.0479967,-29.30122,21.0991,0.00782905259901412
"9922",15993,-74.3399047851562,43.2061729431152,-11.45911,-3.81310000000001,0.63927,0.6794386,0.6232463,-0.0561923,-31.3615,20.0618,0.00498910688451559
"9923",15994,-74.279052734375,43.308666229248,-10.63512,-3.95457999999999,0.647109999999998,0.6943693,0.6217773,-0.072592,-30.69496,13.5937,0.00345412903909903
"9924",15995,-74.2179565429688,43.4111328125,-7.07642,-4.1683,0.774319999999999,0.7148232,0.6268923,-0.0879309,-31.35453,8.99193,0.039631815624098
"9925",15996,-74.1566162109375,43.5135803222656,-3.93136,-4.03166,0.897780000000001,0.7403887,0.6425605,-0.0978282,-29.644547,6.756498,0.00683433895591179
"9926",15997,-74.0950927734375,43.6160011291504,-3.6638,-3.71754,0.85548,0.7389539,0.634588,-0.1043659,-30.131642,6.009714,0.00596292970770662
"9927",15998,-74.0333557128906,43.7183837890625,-4.11284,-3.79567999999999,0.799700000000001,0.7212673,0.6158414,-0.1054259,-31.956623,6.444529,0.0457486694667892
"9928",15999,-73.9714050292969,43.8207511901855,-3.00001,-4.03904,0.91919,0.7294784,0.6261207,-0.1033577,-31.104084,7.155577,0.0429077182319944
"9931",16002,-73.7841796875,44.1276588439941,-6.78323,-3.89966,0.87941,0.7961308,0.6693438,-0.126787,-28.5695558,-0.6852192,0.00587272299040364
"9932",16003,-73.7213134765625,44.2298927307129,-4.36236,-3.86480999999999,0.754159999999999,0.742673,0.6570831,-0.0855899,-26.267298,7.441883,0.00498282350690715
"9933",16004,-73.6582641601562,44.3321113586426,-1.57113,-3.62817000000001,0.717699999999997,0.6963212,0.6277768,-0.0685443999999999,-29.13692,13.84761,0.00680522910609938
"9934",16005,-73.594970703125,44.4342880249023,-3.46497,-3.36927,0.392330000000001,0.6445362,0.6079956,-0.0365406,-31.98221,26.79031,0.00732510295500077
"9935",16006,-73.5314331054688,44.536434173584,1.57757,-3.02479,0.39368,0.6420168,0.5825765,-0.0594403,-33.28971,22.38027,0.00343464605258958
"9938",16009,-73.3394775390625,44.8426856994629,1.02528,-2.80396,0.166060000000002,0.6049104,0.6056741,0.000763700000000034,-24.54528,34.21143,0.0184602526999953
"9939",16010,-73.2750244140625,44.944694519043,3.98985,-2.65239,0.238230000000001,0.6225093,0.590435,-0.0320743,-27.93688,27.97123,0.0157581092000001
"9989",16102,-76.5309448242188,38.9459609985352,7.19173,0.975369999999998,-0.312670000000001,0.6252941,0.6322267,0.00693260000000007,-23.13229,32.84822,0.0214663953364038
"9990",16103,-76.4778442382812,39.0490531921387,9.35263,1.44866,-0.35707,0.6278613,0.6264911,-0.00137019999999999,-23.80927,30.59889,0.0101574394407109
"9991",16107,-76.2636108398438,39.4613189697266,9.22901,1.09853,-0.489810000000002,0.6557819,0.6143193,-0.0414626,-28.36185,19.58663,0.00873757319659063
"9992",16108,-76.2096252441406,39.5643615722656,7.83205,1.01392,-0.719459999999998,0.657857,0.5710197,-0.0868373,-31.85535,9.063868,0.0108417741084068
"9993",16109,-76.1554565429688,39.6674041748047,5.31981,0.285129999999995,-0.80269,0.6622362,0.5773875,-0.0848487,-33.01857,10.36919,0.00206308067949124
"9994",16110,-76.10107421875,39.7704238891602,2.23828,-0.318030000000007,-0.59721,0.6604499,0.564996,-0.0954539,-34.509984,6.824724,0.0356612431980921
"9995",16111,-76.0465393066406,39.8734436035156,-0.0483800000000016,-0.765979999999999,-0.547170000000001,0.6693129,0.5999658,-0.0693471,-31.59607,14.08749,0.00717175105770451
"9996",16112,-75.9918212890625,39.9764442443848,-1.69239,-1.00257000000001,-0.477419999999999,0.6723473,0.6000113,-0.072336,-32.0752,11.55371,0.0210324119840024
"9997",16113,-75.9368896484375,40.0794372558594,-0.941199999999998,-1.04732,-0.511240000000001,0.6751827,0.5869403,-0.0882424000000001,-34.38791,11.70904,0.00343404263580283
"9998",16114,-75.8818054199219,40.1824188232422,0.00364000000000075,-1.00739,-0.492660000000001,0.6548394,0.5844412,-0.0703982,-33.14166,14.81878,0.00602313410680466
"9999",16115,-75.8265075683594,40.2853927612305,-1.13749,-1.22333999999999,-0.52899,0.6588351,0.5972348,-0.0616003000000001,-31.44052,16.59999,0.00267534188630236
"10000",16116,-75.7710571289062,40.388355255127,-2.01163,-1.59581,-0.541799999999999,0.6817446,0.582001,-0.0997436,-34.769241,8.955651,0.00266152485089322
"10001",16117,-75.7153930664062,40.4912948608398,-2.71570000000001,-1.92225999999999,-0.402239999999999,0.6780908,0.5886413,-0.0894495,-33.835366,8.585111,0.00567306882650342
"10002",16118,-75.6595458984375,40.5942306518555,-6.94246,-2.31832,-0.353259999999999,0.6632738,0.5839583,-0.0793155,-33.70769,8.17943,0.00271377314000176
"10003",16119,-75.603515625,40.697151184082,-5.76918,-2.35630999999999,-0.383210000000002,0.6602217,0.5938193,-0.0664024,-30.26504,12.07255,0.0220740472399967
"10004",16120,-75.5472717285156,40.8000526428223,-6.51875,-2.34797,-0.268640000000001,0.6673417,0.6089216,-0.0584201000000001,-27.6821,12.96875,0.00553439308790615
"10005",16121,-75.4908752441406,40.9029388427734,-8.26431,-2.20732,-0.0474400000000017,0.675493,0.6205014,-0.0549916,-27.00925,12.91422,0.00989308008350775
"10006",16122,-75.4342651367188,41.0058212280273,-16.664,-2.95809,0.309170000000002,0.6912555,0.6325334,-0.0587221,-26.91376,12.53833,0.00438048947828662
"10007",16123,-75.37744140625,41.1086692810059,-15.75373,-3.27634999999999,0.58785,0.7003388,0.6440922,-0.0562466,-24.38429,10.4548,0.00814336173660024
"10008",16124,-75.3204650878906,41.2115135192871,-10.82808,-3.49324,0.719239999999999,0.6943274,0.6256391,-0.0686883,-29.32757,11.36823,0.00909207857188932
"10009",16125,-75.2632751464844,41.3143424987793,-11.0848,-3.69853999999999,0.740600000000001,0.6900163,0.6234926,-0.0665237000000001,-27.89645,12.05422,0.0039971550039084
"10010",16126,-75.2058715820312,41.4171524047852,-12.59912,-3.68764,0.543620000000001,0.6819133,0.6307254,-0.0511879,-26.01488,13.26791,0.00150113564289711
"10011",16127,-75.1483154296875,41.5199394226074,-11.93951,-3.61277999999999,0.495840000000001,0.668476,0.6278508,-0.0406251999999999,-23.96594,15.20687,0.00671149096019974
"10012",16128,-75.0905151367188,41.6227073669434,-9.85731,-3.58213000000001,0.438130000000001,0.6686761,0.6377559,-0.0309202,-22.66922,17.24338,0.00789434579508708
"10013",16129,-75.0325317382812,41.7254638671875,-5.45526,-3.61664999999999,0.30292,0.6675163,0.6665917,-0.000924599999999942,-18.49201,21.20276,0.00396036733279459
"10014",16130,-74.974365234375,41.8281936645508,-7.20563,-3.36009,0.440670000000001,0.6792657,0.66052,-0.0187457,-23.24175,22.0236,0.00398005080330677
"10015",16131,-74.9159545898438,41.9309120178223,-8.75588,-3.77114999999999,0.48489,0.7153892,0.6524649,-0.0629242999999999,-27.28644,13.26713,0.00704223950299365
"10020",16136,-74.6210327148438,42.4441719055176,-4.1784,-3.52041000000001,0.457640000000001,0.7131667,0.6578319,-0.0553348,-25.58689,13.16774,0.0356832855434135
"10021",16137,-74.5614013671875,42.5467643737793,-5.3416,-3.48783,0.413229999999999,0.6963146,0.6441083,-0.0522063,-26.09116,14.5819,0.00481453247209629
"10022",16138,-74.5015869140625,42.6493263244629,-1.68521,-3.07443000000001,0.398510000000002,0.673439,0.655654,-0.0177850000000001,-24.43948,21.9742,0.0203543961233947
"10023",16139,-74.4415893554688,42.7518730163574,-0.157449999999997,-3.03554,0.3079,0.6569232,0.6581627,0.00123949999999995,-22.88559,27.21706,0.00882119229878953
"10025",16141,-74.3209228515625,42.9568748474121,-5.41763,-2.84656,0.294549999999997,0.6261635,0.6188026,-0.0073609,-25.10944,27.0361,0.0196224666383031
"10026",16142,-74.26025390625,43.0593414306641,-7.07645,-3.28685,0.311130000000002,0.6306372,0.6245652,-0.00607199999999997,-25.85112,28.80335,0.010151502055507
"10027",16143,-74.1994018554688,43.1617889404297,-9.34341000000001,-3.65943,0.34338,0.6427579,0.6176329,-0.025125,-27.24044,25.3295,0.00303537218771055
"10029",16145,-74.0770263671875,43.3665885925293,-12.01147,-4.08064999999999,0.716850000000001,0.6995201,0.6191545,-0.0803655999999999,-30.89713,11.67402,0.0189238769645996
"10030",16146,-74.0155029296875,43.4689559936523,-12.05803,-4.05062,0.736539999999998,0.7109957,0.6135275,-0.0974682,-31.94495,8.514458,0.0108540868491005
"10031",16147,-73.9537658691406,43.5712852478027,-8.23019,-3.71942999999999,0.625340000000001,0.6821564,0.6103441,-0.0718123000000001,-30.61385,13.43885,0.0102689325731049
"10032",16148,-73.891845703125,43.6735916137695,-6.6033,-3.81367,0.49014,0.6659353,0.5989723,-0.066963,-32.5271,16.84572,0.0254364815478993
"10033",16149,-73.8296508789062,43.7758712768555,-2.91515,-3.76220000000001,0.6265,0.689601,0.6097845,-0.0798165000000001,-32.84759,14.35715,0.00698995758090604
"10034",16150,-73.7672729492188,43.8781242370605,-3.15317,-4.05268,0.76052,0.7029662,0.6303129,-0.0726533,-28.6508,11.8473,0.00543514947571566
"10035",16151,-73.7046508789062,43.9803466796875,-5.90017,-3.81381999999999,0.857510000000001,0.6962654,0.6144576,-0.0818078,-32.83788,13.59095,0.00658063367579587
"10036",16152,-73.641845703125,44.0825347900391,-7.11549,-3.69841,0.725660000000001,0.6796944,0.6076521,-0.0720423,-32.82885,17.16103,0.00374233894090992
"10037",16153,-73.5787963867188,44.1846885681152,-7.05979,-3.59955000000001,0.462240000000001,0.6628917,0.5849374,-0.0779542999999999,-36.36313,18.40145,0.00270175246908622
"10038",16154,-73.5155029296875,44.2868232727051,-0.944470000000003,-2.86593999999999,0.373170000000002,0.6350791,0.5906837,-0.0443954,-33.19413,26.04731,0.00780737143179522
"10039",16155,-73.4519958496094,44.388916015625,1.53364,-2.82799,0.311030000000002,0.631719,0.6002488,-0.0314702,-29.24154,26.96203,0.00893696477309192
"10040",16156,-73.3882446289062,44.4909820556641,-7.44741,-2.10708,0.347580000000001,0.6724843,0.6188558,-0.0536285000000001,-27.06761,15.36811,0.0404438543721852
"10041",16157,-73.3243103027344,44.5930099487305,-4.39164,-1.90653,0.33907,0.6761698,0.645875,-0.0302948000000001,-22.99597,17.41657,0.00154922850989436
"10042",16158,-73.2601318359375,44.695011138916,2.98045,-2.28221000000001,0.218549999999997,0.6209364,0.5951748,-0.0257616000000001,-27.33763,26.4705,0.0388981459902027
"10043",16159,-73.1956787109375,44.7969856262207,-9.19032999999999,-2.00803999999999,0.39132,0.6652478,0.6375547,-0.0276930999999999,-24.22767,21.88377,0.00888949629170099
"10044",16160,-73.1310424804688,44.8989105224609,0.93994,-2.92493,0.13156,0.6339987,0.594241,-0.0397577,-29.07007,27.0671,0.00801782383609861
"10045",16161,-73.066162109375,45.0008087158203,0.150210000000001,-3.04823999999999,0.213169999999998,0.6268541,0.6139439,-0.0129102,-24.7133,29.25897,0.0373960004263978
"10091",16255,-76.2380981445312,39.2136497497559,9.9284,0.661670000000001,0.20748,0.7478478,0.79749,0.0496422000000001,-9.114497,24.303608,0.0364190223288929
"10093",16257,-76.1302490234375,39.4196090698242,10.45344,1.78457,-0.389500000000002,0.6295841,0.6237257,-0.00585839999999993,-24.96658,29.54867,0.0425267756454986
"10094",16259,-76.0216979980469,39.6255416870117,5.58441,0.43704000000001,-0.702680000000001,0.6595275,0.5978158,-0.0617117,-31.09408,14.91131,0.0115411827043914
"10095",16260,-75.9671325683594,39.7284889221191,1.42343,-0.0794300000000021,-0.586850000000002,0.6573932,0.581551,-0.0758422,-32.65784,12.23922,0.0074233765217997
"10096",16261,-75.9124145507812,39.8314208984375,-0.459380000000003,-0.462469999999996,-0.59243,0.6623796,0.5763261,-0.0860535,-34.68833,11.52202,0.0145394168281996
"10097",16262,-75.8574829101562,39.9343566894531,-0.10547,-0.603709999999992,-0.557639999999999,0.6572432,0.5840937,-0.0731495,-33.37308,15.86182,0.00262323786550667
"10098",16263,-75.8023986816406,40.0372695922852,-1.6808,-0.720269999999999,-0.479149999999997,0.655952,0.575652,-0.0802999999999999,-35.65267,15.8599,0.00569637188269922
"10099",16264,-75.7471008300781,40.1401710510254,1.42096,-0.833659999999995,-0.470800000000001,0.6531153,0.5773158,-0.0757994999999999,-34.59271,15.44317,0.00389498265511179
"10100",16265,-75.691650390625,40.2430686950684,-0.423010000000001,-0.970909999999989,-0.489160000000002,0.6566678,0.5547555,-0.1019123,-37.154622,9.872378,0.00132977121140243
"10101",16266,-75.635986328125,40.3459434509277,-1.16613,-1.34627,-0.594049999999999,0.6657111,0.5732282,-0.0924829,-37.1898,10.1747,0.0270765918588936
"10102",16267,-75.5801391601562,40.4488105773926,-3.30952,-1.88954,-0.488700000000001,0.6776356,0.5656198,-0.1120158,-37.529521,6.156927,0.00607512373090913
"10103",16268,-75.5241088867188,40.5516700744629,-2.19786,-2.08749999999999,-0.44323,0.6608669,0.5560637,-0.1048032,-38.376805,7.969464,0.00350989933539125
"10104",16269,-75.4678649902344,40.6545104980469,4.54857,0.54318,-0.88129,0.6426877,0.5553962,-0.0872915,-35.64205,10.78889,0.034375370900996
"10105",16270,-75.4114379882812,40.7573280334473,-5.35961,-2.30407,-0.364819999999998,0.6635576,0.5920317,-0.0715258999999999,-30.17523,11.04761,0.0101155254727061
"10106",16271,-75.3548583984375,40.8601341247559,-8.42086,-2.52580999999999,-0.3781,0.6724924,0.6000606,-0.0724317999999999,-29.35414,10.00197,0.00755479032399364
"10107",16272,-75.2980346679688,40.9629364013672,-12.10361,-2.68804,-0.191220000000001,0.6738581,0.6122167,-0.0616414000000001,-27.6937,12.01745,0.00462621187001133
"10108",16273,-75.2410583496094,41.0657157897949,-11.43594,-2.44434,0.0274800000000006,0.6678764,0.6154363,-0.0524401,-27.33023,13.99839,0.00616528270089844
"10109",16274,-75.1838684082031,41.1684684753418,-13.09195,-3.23875000000001,0.235959999999999,0.6719953,0.6187107,-0.0532846,-27.85431,15.37923,0.0040684413041987
"10110",16275,-75.12646484375,41.2712249755859,-13.20759,-3.62361,0.472580000000001,0.6948248,0.6378046,-0.0570202,-25.87199,11.57728,0.00251303565129035
"10111",16276,-75.0689086914062,41.3739547729492,-15.25064,-3.95218,0.500110000000003,0.6901842,0.6188969,-0.0712873000000001,-27.82408,10.04231,0.00652957843920632
"10112",16277,-75.0111083984375,41.4766616821289,-11.90967,-3.65470000000001,0.42896,0.6748426,0.6192844,-0.0555582,-27.45055,13.60043,0.0100192163613926
"10113",16278,-74.953125,41.5793571472168,-7.11602999999999,-3.61856999999999,0.399130000000003,0.6711247,0.6443754,-0.0267493,-22.35042,16.8039,0.0042643501664017
"10114",16279,-74.8949584960938,41.6820220947266,-7.82025,-3.57472,0.387619999999998,0.6710572,0.6567326,-0.0143246,-20.35707,19.95233,0.00164310391918576
"10115",16280,-74.8366088867188,41.7846832275391,-11.11524,-3.47805,0.445420000000002,0.6840255,0.6549485,-0.0290769999999999,-24.31268,20.67738,0.0476001502703127
"10116",16281,-74.7780151367188,41.8873138427734,-11.18673,-3.9265,0.449870000000001,0.713244,0.6540647,-0.0591792999999999,-26.17869,12.868,0.0302337825570973
"10118",16283,-74.6602783203125,42.0925178527832,-2.84114,-3.74288000000001,0.661570000000001,0.7483617,0.6718469,-0.0765148,-26.213748,9.232085,0.00499104881679813
"10119",16284,-74.60107421875,42.1950950622559,-3.78346,-3.72691,0.563769999999998,0.7229439,0.6640816,-0.0588622999999999,-25.40949,12.23872,0.0418544321206014
"10120",16285,-74.5416870117188,42.2976455688477,-5.45723,-3.77336,0.478559999999998,0.7185068,0.6524169,-0.0660899,-28.04923,12.02127,0.00351026679329891
"10121",16286,-74.4820861816406,42.4001770019531,-6.03399,-3.62763000000001,0.450110000000002,0.7007895,0.6338674,-0.0669221,-28.91127,12.83269,0.0181936545698917
"10122",16287,-74.4223022460938,42.502685546875,-4.67119,-3.34975999999999,0.43036,0.6905466,0.651998,-0.0385486,-27.19078,19.35082,0.00468294694390181
"10123",16288,-74.3622741699219,42.605167388916,-3.09514,-3.14295,0.380770000000002,0.6745559,0.6662613,-0.00829460000000004,-23.72535,24.64444,0.00782674926019666
"10124",16289,-74.3020629882812,42.7076301574707,-1.93237,-3.16199,0.282049999999998,0.6665505,0.6486897,-0.0178608,-24.70237,23.73828,0.04512430048959
"10125",16290,-74.2416381835938,42.8100662231445,-2.71978,-3.06789000000001,0.243589999999998,0.6443643,0.6463956,0.00203129999999996,-22.74494,27.78446,0.00139243699838687
"10126",16291,-74.1809997558594,42.9124717712402,-5.23255,-2.99324,0.259900000000002,0.63346,0.6314457,-0.00201430000000002,-23.47835,27.43702,0.00717668393490101
"10127",16292,-74.1201171875,43.0148658752441,-4.94998,-3.34715,0.325570000000003,0.6279897,0.6114355,-0.0165542,-27.2431,29.21458,0.00678822926069245
"10129",16294,-73.997802734375,43.2195472717285,-12.91708,-3.94701999999999,0.40456,0.6760142,0.6101367,-0.0658775,-31.80006,16.12726,0.00180408459059578
"10130",16295,-73.936279296875,43.3218612670898,-13.04179,-3.93114,0.35322,0.6643261,0.5989648,-0.0653613000000001,-31.61473,16.62111,0.0058557236604031
"10131",16296,-73.8745727539062,43.4241409301758,-9.37305,-3.66129000000001,0.34374,0.6646788,0.5997262,-0.0649526,-32.22267,18.68089,0.00871372903651491
"10132",16297,-73.8126525878906,43.5263977050781,-6.8849,-3.57671000000001,0.34684,0.6512041,0.5977769,-0.0534271999999999,-30.92932,19.93457,0.00930345399909527
"10133",16298,-73.75048828125,43.6286163330078,-2.78896,-3.77613000000001,0.267299999999999,0.6691702,0.5936919,-0.0754783,-32.93348,14.2445,0.0170382235677096
"10134",16299,-73.6881408691406,43.7308158874512,-1.47284,-3.8616,0.489990000000002,0.670502,0.6085548,-0.0619472000000001,-30.49383,17.35755,0.011747918956992
"10135",16300,-73.6255493164062,43.8329772949219,-4.05804,-3.80552,0.535730000000001,0.6537476,0.5960761,-0.0576715,-33.52654,22.0534,0.00705377445599709
