"","X","lon","lat","epiraindiff","epirhdiff","epitdiff","finfwh","finfwf","finfwd","difflower","diffupper","V12"
"509",693,-89.6975708007812,46.7211074829102,15.12142,-2.33341,1.25808,0.6416242,0.5419609,-0.0996633,-35.75623,8.56843,0.0238039803874912
"510",694,-89.6625671386719,46.8302612304688,17.59963,-1.61673,1.15445,0.6971681,0.6007234,-0.0964446999999999,-31.323453,6.428838,0.0189018600561113
"610",840,-89.6435546875,46.3696403503418,7.85736,-2.10843,1.52045,0.679194,0.5407249,-0.1384691,-38.376405,-0.4409904,0.0402234784888051
"613",843,-89.5384216308594,46.6970329284668,11.39231,-2.10021999999999,1.30694,0.6348836,0.547092,-0.0877916,-34.50113,10.3056,0.00498004604649083
"614",844,-89.5031127929688,46.8061408996582,10.66905,-2.06728000000001,1.24976,0.6313171,0.5472331,-0.0840839999999999,-35.14748,12.20134,0.00131718068211484
"716",991,-89.4502563476562,46.4545974731445,11.04962,-2.39185000000001,1.4838,0.6613765,0.5262205,-0.135156,-39.72907,1.930227,0.0429995370280878
"717",992,-89.4148864746094,46.5636749267578,9.081,-2.44544,1.38252,0.6539063,0.5320434,-0.1218629,-37.49859,3.5159,0.0305931157261909
"718",993,-89.37939453125,46.6727485656738,8.2025,-2.01085999999999,1.32241,0.6380736,0.5381711,-0.0999025,-35.866554,7.740632,0.0246933757210996
"719",994,-89.3437805175781,46.7817993164062,9.89013,-1.90724,1.26492,0.6362211,0.5337868,-0.1024343,-36.850678,8.652831,0.00769785682359014
"822",1141,-89.2919616699219,46.4301872253418,9.66592,-2.2144,1.44191,0.6693624,0.5391097,-0.1302527,-38.070647,1.448772,0.0435536260247034
"823",1142,-89.2563171386719,46.5392189025879,10.14657,-2.19589000000001,1.35542,0.6525497,0.5389745,-0.1135752,-36.342156,4.620427,0.018767520162001
"824",1143,-89.2205200195312,46.6482467651367,11.9645,-2.33049000000001,1.24056,0.6344086,0.5340366,-0.100372,-35.4455,7.76567,0.00692391023699201
"825",1144,-89.1846008300781,46.7572479248047,9.49407,-2.12033,1.30038,0.6330739,0.5391023,-0.0939715999999999,-36.05183,10.22948,0.0162704409816996
"826",1145,-89.1485595703125,46.8662452697754,12.55221,-1.91627,1.24529,0.6444616,0.5483051,-0.0961565,-33.90725,7.60274,0.0395830478154906
"900",1262,-90.1175842285156,43.2407836914062,0.830359999999999,-2.98372999999999,1.1697,0.609159,0.5263823,-0.0827767,-35.00038,13.66866,0.0289092667469006
"905",1267,-89.9556579589844,43.7867698669434,3.72011999999999,-3.56716,1.31203,0.5913235,0.5108901,-0.0804334,-37.99443,16.8426,0.0482411891905059
"909",1271,-89.8239135742188,44.2235221862793,11.82174,-3.82215000000001,1.33603,0.58724,0.5188901,-0.0683499,-34.63983,17.22296,0.0413059032075935
"930",1292,-89.097900390625,46.5145492553711,8.20648,-2.1358,1.32274,0.6512934,0.5275252,-0.1237682,-40.34808,5.75498,0.0315268773898936
"932",1294,-89.0255737304688,46.732479095459,11.12155,-2.01261,1.28254,0.6551065,0.5433417,-0.1117648,-36.79697,6.13955,0.0486592853224082
"1009",1413,-89.9353332519531,43.3264656066895,1.69782,-3.12376,1.19899,0.6026355,0.5335731,-0.0690624,-33.50871,17.29881,0.00442837070599467
"1011",1415,-89.8701477050781,43.5447731018066,0.617960000000004,-3.62986000000001,1.285,0.6011099,0.5187272,-0.0823826999999999,-35.8404,14.45567,0.0356126754811044
"1012",1416,-89.8373718261719,43.653923034668,2.21579000000001,-3.3592,1.25435,0.5987019,0.5158717,-0.0828302,-37.06623,14.05972,0.0216495093190048
"1015",1419,-89.73828125,43.9813537597656,2.5043,-3.61331,1.37156,0.578828,0.5029943,-0.0758337,-36.45937,16.27946,0.0209895464181074
"1116",1562,-89.8180236816406,43.1936264038086,5.9735,-3.71827999999999,1.17263,0.621373,0.5360415,-0.0853315,-34.7802,11.69568,0.0420900028931044
"1118",1564,-89.7525634765625,43.4118461608887,0.715240000000001,-3.38818999999999,1.27636,0.5995961,0.5310294,-0.0685667,-32.58274,15.13456,0.00920396326940676
"1119",1565,-89.7196044921875,43.5209579467773,0.821220000000004,-3.74283,1.28935,0.6106497,0.5209042,-0.0897454999999999,-37.16327,12.02466,0.0479132630345944
"1148",1594,-88.7079467773438,46.6822929382324,10.67356,-1.88638,1.28258,0.642797,0.538693,-0.104104,-36.019271,6.182384,0.0213508118140879
"1153",1599,-88.5216369628906,47.2263679504395,13.79467,-1.52977,1.28516,0.6576564,0.5665445,-0.0911119,-33.300693,8.324553,0.00443439166029691
"1227",1715,-89.5692138671875,43.4969367980957,-1.15158,-3.4427,1.30447,0.5954359,0.5198242,-0.0756117000000001,-36.94726,16.77351,0.0437119017695906
"1236",1724,-89.2647705078125,44.4783134460449,-2.06111,-3.68573000000001,1.27993,0.597707,0.5102498,-0.0874572,-36.25373,12.38645,0.00790775574699154
"1237",1725,-89.2303161621094,44.5873336791992,-0.457659999999997,-3.47842999999999,1.23897,0.5965419,0.512359,-0.0841828999999999,-35.5375,12.72936,0.0216952860783053
"1247",1735,-88.878173828125,45.6770629882812,5.8183,-2.1516,1.519,0.6745835,0.5496052,-0.1249783,-36.709341,1.929398,0.028198492872697
"1262",1750,-88.3235473632812,47.3094177246094,17.97025,-1.58831000000001,1.27604,0.6825058,0.5749997,-0.1075061,-33.107426,4.530106,0.0241117318003035
"1263",1751,-88.2853698730469,47.4181098937988,25.37307,-0.540890000000005,1.10359,0.7039641,0.611906,-0.0920581,-31.147551,7.202065,0.0381893935122051
"1333",1864,-89.452392578125,43.3637008666992,1.76611,-3.29989999999999,1.32968,0.6103624,0.5368087,-0.0735536999999999,-33.40709,14.95699,0.015420427715398
"1343",1874,-89.112060546875,44.4536590576172,-2.64955,-3.97879,1.34809,0.6007547,0.5044764,-0.0962782999999999,-37.213812,9.883524,0.00891495455189073
"1344",1875,-89.0773010253906,44.5626373291016,-2.06961,-3.70622,1.28158,0.5910204,0.5074866,-0.0835338,-35.80739,11.53516,0.00936761411730203
"1347",1878,-88.9722595214844,44.8894958496094,1.33923,-2.47188,1.23799,0.6024323,0.5130255,-0.0894068,-36.10938,11.81611,0.0337931824203892
"1369",1900,-88.1632690429688,47.2834777832031,13.99504,-1.34432000000001,1.30352,0.6368403,0.5595436,-0.0772967,-32.0224,11.76187,0.0423056998836984
"1448",2022,-89.0291137695312,44.2109413146973,0.728020000000001,-3.87331,1.40693,0.5902797,0.5010523,-0.0892274,-36.84321,11.99732,0.0378388498519016
"1457",2031,-88.71142578125,45.191089630127,4.32981,-2.15335,1.3004,0.6174016,0.5054862,-0.1119154,-38.003585,6.774735,0.040164857290705
"1561",2178,-88.6649780273438,44.8391723632812,-1.99743,-3.32939,1.23344,0.5929049,0.5135005,-0.0794043999999999,-34.56673,12.49861,0.021064341261706
"1562",2179,-88.629150390625,44.9480133056641,0.313720000000004,-3.30976,1.21062,0.5853707,0.5038167,-0.081554,-36.00683,12.87644,0.0135951370544021
"1563",2180,-88.5931396484375,45.0568504333496,3.6965,-3.0232,1.26923,0.5982444,0.496779,-0.1014654,-37.46779,8.09881,0.00286811228940564
"1564",2181,-88.5570373535156,45.1656761169434,5.352,-2.35647,1.3346,0.6080364,0.5053254,-0.102711,-36.858285,8.414902,0.00712790652529094
"1565",2182,-88.520751953125,45.2744827270508,7.07717,-2.12728,1.35129,0.6218306,0.5071022,-0.1147284,-38.654295,5.543703,0.00589389354838943
"1650",2310,-89.1388854980469,42.8544464111328,8.25828,-3.56909999999999,1.08939,0.6170324,0.5426767,-0.0743557,-34.39796,15.67347,0.0230458064453032
"1668",2328,-88.5115356445312,44.8137092590332,-1.34455,-3.50837,1.29402,0.5801944,0.509587,-0.0706074,-34.19895,14.20616,0.0280696592934078
"1669",2329,-88.4754333496094,44.9224967956543,-0.578830000000004,-3.39456,1.24342,0.5755204,0.505059,-0.0704614,-33.65475,15.17309,0.0446155824059034
"1670",2330,-88.4391479492188,45.0312767028809,2.80496,-3.44178000000001,1.23859,0.5841369,0.4965503,-0.0875866,-36.368902,9.856098,0.0427580825648946
"1671",2331,-88.4027709960938,45.1400489807129,4.79863,-3.19129,1.30356,0.593333,0.5038717,-0.0894613,-35.75122,10.87068,0.0318145822372884
"1672",2332,-88.3662109375,45.2488136291504,4.89169,-2.71383,1.33965,0.599381,0.5072663,-0.0921147000000001,-35.971424,9.866613,0.0260059912496047
"1673",2333,-88.3295288085938,45.3575630187988,8.22572,-2.22364,1.38132,0.6131993,0.5098689,-0.1033304,-37.443767,7.542792,0.00282554730718942
"1778",2482,-88.2117919921875,45.2229347229004,3.88068000000001,-3.26468999999999,1.32927,0.5857334,0.4967245,-0.0890088999999999,-36.42862,11.62752,0.00395015356499329
"1779",2483,-88.1748352050781,45.3316345214844,3.08227,-3.07468999999999,1.32337,0.5934156,0.5043505,-0.0890651,-36.46357,11.91148,0.00176883362569669
"1781",2485,-88.1004638671875,45.5490036010742,5.74387,-2.3759,1.45376,0.6061636,0.5241376,-0.082026,-33.98036,12.56983,0.00824292157440709
"1783",2487,-88.0255432128906,45.7663345336914,4.62805,-2.33797000000001,1.3394,0.6176047,0.5274149,-0.0901898,-34.92463,10.04489,0.0372748080763117
"1784",2488,-87.9878540039062,45.8749809265137,4.50499,-2.00671,1.39904,0.6321583,0.5227377,-0.1094206,-36.133817,5.666313,0.0447483755709968
"1785",2489,-87.9500122070312,45.9836120605469,4.59595,-2.22031999999999,1.38555,0.6447933,0.5406132,-0.1041801,-36.023702,6.832091,0.0235172075889096
"1786",2490,-87.9120178222656,46.0922317504883,4.89552999999999,-2.01321,1.4289,0.663131,0.5309563,-0.1321747,-38.3460073,0.4537279,0.0290567142717961
"1790",2494,-87.7586059570312,46.5265655517578,6.66466,-1.63386999999999,1.57886,0.7251643,0.5911222,-0.1340421,-33.9594438,-0.7542649,0.0499410372801847
"1792",2496,-87.6809692382812,46.7436332702637,10.84271,-1.76506999999999,1.28787,0.6662902,0.562517,-0.1037732,-34.355711,6.267358,0.0421499634207905
"1884",2632,-88.0575256347656,45.1968421936035,2.06162,-3.81960000000001,1.31674,0.5982635,0.5095318,-0.0887317,-35.24284,10.17694,0.00761810196238599
"1885",2633,-88.0202941894531,45.3054962158203,4.78282,-3.53351000000001,1.30261,0.5926634,0.4986953,-0.0939680999999999,-37.52133,12.60308,0.00567384184360264
"1886",2634,-87.98291015625,45.414134979248,3.38637,-3.34378,1.31036,0.5968044,0.5111285,-0.0856759,-35.48325,12.5005,0.00764016696479075
"1889",2637,-87.869873046875,45.739990234375,5.02121,-2.16263000000001,1.33908,0.6165499,0.5247565,-0.0917934,-35.79079,11.50991,0.0403714601430067
"1890",2638,-87.8318786621094,45.8485794067383,2.98532,-2.11705000000001,1.36531,0.6177573,0.528971,-0.0887863,-35.78055,11.41535,0.00483648828949157
"1891",2639,-87.7937622070312,45.9571685791016,4.73772,-2.17901000000001,1.35971,0.6336503,0.5304159,-0.1032344,-35.895793,7.242583,0.0426637280504067
"1893",2641,-87.7170715332031,46.1742858886719,7.57806,-2.02449999999999,1.41092,0.6652522,0.5330806,-0.1321716,-39.716877,2.579216,0.0044917171694081
"1897",2645,-87.5618591308594,46.6083450317383,10.29294,-2.16879999999999,1.32388,0.6662141,0.5785614,-0.0876527,-31.938433,8.077601,0.0480647263607921
"1968",2760,-88.6939086914062,42.7794532775879,7.2473,-3.48166000000001,1.02554,0.6212587,0.5363121,-0.0849466000000001,-34.88467,13.12896,0.0344653731477962
"1994",2786,-87.75244140625,45.6048812866211,5.40431,-2.5788,1.31932,0.6138349,0.5308761,-0.0829588,-34.9263,14.1089,0.0469827674626018
"1999",2791,-87.5603942871094,46.1475219726562,8.13296,-2.11628999999999,1.37184,0.6700559,0.5313101,-0.1387458,-39.1130432,0.5870951,0.00945295027371174
"2002",2794,-87.443359375,46.4729309082031,10.34108,-2.28533,1.33248,0.6712325,0.5641181,-0.1071144,-34.799606,6.035395,0.0207417296889005
"2311",3238,-87.2095031738281,45.7408790588379,5.51416,-2.39924000000001,1.25926,0.5938162,0.5085929,-0.0852233,-36.957,13.05307,0.0397076621808026
"2313",3240,-87.130859375,45.9576110839844,9.94124,-1.81699,1.33982,0.6134656,0.5116757,-0.1017899,-38.256508,9.691196,0.0324581078776944
"2419",3392,-86.8952026367188,46.146614074707,5.34638,-1.78491,1.35935,0.628358,0.5335722,-0.0947857999999999,-35.72232,10.16828,0.0351348128460955
"2629",3694,-86.5013427734375,46.3069458007812,7.75656,-1.34428,1.32625,0.6471141,0.5532802,-0.0938339,-34.029687,9.217476,0.0359899974104962
"2835",3993,-86.2301025390625,46.1418876647949,6.65686,-1.21042,1.30912,0.6171035,0.5142605,-0.102843,-37.942419,9.155253,0.0296483753992973
"3042",4294,-85.8765563964844,46.1920471191406,6.7159,-1.40718000000001,1.29082,0.6234638,0.5287998,-0.094664,-36.350373,9.336482,0.0453190685894995
"3125",4425,-86.497314453125,44.1111221313477,13.44588,-1.56314,1.23104,0.6876249,0.6358603,-0.0517645999999999,-25.65985,14.08983,0.0437539735622963
"3223",4571,-86.50439453125,43.6505165100098,12.26759,-1.35448000000001,1.17922,0.6963092,0.6219821,-0.0743271,-28.04361,10.23526,0.0107364231034026
"3224",4572,-86.4652099609375,43.7585716247559,9.66447,-1.53704,1.19734,0.6828117,0.6413129,-0.0414988000000001,-23.23009,14.59257,0.0416949937402009
"3225",4573,-86.4259033203125,43.8666305541992,19.99095,-1.74611,1.23881,0.6861541,0.628212,-0.0579421,-26.52031,14.38807,0.0266332584527973
"3228",4576,-86.3070983886719,44.1907501220703,6.3973,-3.69662,1.34604,0.6380764,0.5980506,-0.0400258,-26.65635,19.85079,0.00470491462591127
"3229",4577,-86.2672119140625,44.2987747192383,8.39774,-3.7651,1.38315,0.6462227,0.5915669,-0.0546558,-28.39615,16.78207,0.00976197741888996
"3230",4578,-86.2271728515625,44.4067840576172,5.60531,-3.61954,1.3764,0.6547874,0.6057204,-0.049067,-26.86191,17.1579,0.047142298650698
"3231",4579,-86.1869506835938,44.5147895812988,5.10382,-3.53910999999999,1.40118,0.6517363,0.6025387,-0.0491976000000001,-27.2096,17.17637,0.0189742569265903
"3247",4595,-85.5223999023438,46.2411117553711,9.28634,-1.48901000000001,1.2588,0.6452477,0.5295545,-0.1156932,-37.820571,4.741075,0.00370106739850229
"3248",4596,-85.4794616699219,46.3488807678223,14.33145,-1.47249000000001,1.22868,0.6533987,0.5272953,-0.1261034,-39.121458,3.025189,0.024267848190604
"3323",4719,-86.4335021972656,43.4060897827148,14.94833,-1.40125999999999,1.09985,0.6928159,0.6347516,-0.0580643000000001,-25.96029,12.18447,0.00835707821139664
"3324",4720,-86.3943786621094,43.5141220092773,5.92147,-3.17816000000001,1.19897,0.6393778,0.5883135,-0.0510643,-28.42107,18.24297,0.0143539505833985
"3325",4721,-86.3551025390625,43.6221351623535,7.55161,-3.45667,1.23589,0.6289224,0.5941665,-0.0347559,-25.4153,19.74283,0.0120129194099974
"3327",4723,-86.276123046875,43.838134765625,8.77158,-3.75704,1.31178,0.6336993,0.5904131,-0.0432861999999999,-27.30158,20.01415,0.0275629344229031
"3328",4724,-86.2363891601562,43.9461288452148,6.73663000000001,-3.56997,1.37022,0.6387509,0.5782563,-0.0604946000000001,-28.89976,16.66665,0.0280526116413071
"3329",4725,-86.196533203125,44.0541114807129,3.69157,-3.68450999999999,1.36647,0.6319801,0.5797728,-0.0522073000000001,-29.01963,18.53776,0.0068760673977053
"3330",4726,-86.1565246582031,44.1620941162109,4.90595,-3.81878999999999,1.37884,0.6308598,0.5879207,-0.0429391,-27.82811,19.58618,0.0136778405007973
"3331",4727,-86.1163635253906,44.2700538635254,4.58791,-3.75218,1.39923,0.6397412,0.5916005,-0.0481407,-28.79259,20.21326,0.0113163051223921
"3332",4728,-86.0760498046875,44.3780212402344,3.12658,-3.65212,1.35566,0.6339421,0.5780097,-0.0559324,-30.15219,18.90395,0.00689320523149917
"3333",4729,-86.0355834960938,44.4859619140625,5.39464,-3.61779,1.34917,0.6482204,0.5914844,-0.056736,-29.00962,18.18408,0.00993920132609105
"3335",4731,-85.9541625976562,44.7018241882324,16.45488,-3.37667,1.3427,0.6576902,0.5975224,-0.0601678,-28.94461,15.7954,0.0470401757409959
"3425",4869,-86.2848815917969,43.3776245117188,8.3102,-3.59562,1.1677,0.6382915,0.5824513,-0.0558402,-28.83035,16.58056,0.00992774164110699
"3426",4870,-86.2454833984375,43.4855880737305,4.10813,-3.69208,1.24325,0.626356,0.5859002,-0.0404558,-27.18875,20.4948,0.00464201601819525
"3427",4871,-86.2059631347656,43.5935516357422,7.5903,-3.65237,1.30447,0.6249647,0.5851516,-0.0398131,-26.59924,20.17575,0.031584145868095
"3428",4872,-86.1662902832031,43.7014961242676,7.71504,-3.65169,1.30442,0.6307482,0.5859961,-0.0447521,-27.87173,19.98208,0.0341591863662032
"3429",4873,-86.12646484375,43.8094367980957,7.27551,-3.71278000000001,1.37119,0.6306199,0.5799424,-0.0506775,-28.60855,20.49519,0.0048693026983031
"3430",4874,-86.0864868164062,43.9173812866211,5.41416,-3.71956,1.42751,0.6309527,0.5726161,-0.0583366000000001,-29.78712,19.28008,0.00893382104651153
"3431",4875,-86.04638671875,44.0253143310547,3.92126,-3.96995,1.3712,0.622531,0.5753212,-0.0472098,-28.34151,21.24489,0.00607756949580107
"3432",4876,-86.006103515625,44.133228302002,4.97571,-3.91486,1.39434,0.6290764,0.5714608,-0.0576156,-30.57619,18.27063,0.00484280052939567
"3433",4877,-85.9656677246094,44.241138458252,3.40196,-3.73613,1.40825,0.6286427,0.5709102,-0.0577325,-30.63552,19.99392,0.0108700921014986
"3434",4878,-85.9250793457031,44.3490409851074,2.76822,-3.67671,1.32407,0.638272,0.5712384,-0.0670335999999999,-32.71258,18.51258,0.00443700053290286
"3435",4879,-85.8843383789062,44.4569320678711,3.79996000000001,-3.51788000000001,1.29084,0.6394415,0.5661814,-0.0732601000000001,-32.83628,16.8259,0.0020921679467989
"3437",4881,-85.8024291992188,44.6726837158203,8.90683,-3.30462999999999,1.27066,0.6413784,0.5627792,-0.0785992,-32.31038,13.93961,0.00808988535738564
"3526",5019,-86.1364135742188,43.3489532470703,2.80221,-3.70258,1.16556,0.6265299,0.5701924,-0.0563374999999999,-29.59823,17.16298,0.00591380811769682
"3527",5020,-86.0967712402344,43.4568672180176,1.83124,-3.84687000000001,1.25832,0.6206124,0.5776398,-0.0429725999999999,-28.57115,20.48237,0.00702782979860217
"3529",5022,-86.0170593261719,43.6726608276367,5.87581,-3.39265,1.35752,0.6288004,0.5800572,-0.0487432,-29.57697,20.57275,0.0118144719751996
"3530",5023,-85.9769592285156,43.7805480957031,4.62703,-3.75037,1.38583,0.6328697,0.5723116,-0.0605580999999999,-30.90955,18.14574,0.00730578217169864
"3531",5024,-85.9367370605469,43.888427734375,5.78026999999999,-3.75287,1.39624,0.6306617,0.5650508,-0.0656109,-31.79498,18.37964,0.0080040267571988
"3532",5025,-85.8963623046875,43.9962997436523,6.62499,-3.72362,1.40106,0.6310113,0.5728615,-0.0581498,-31.02545,19.80595,0.0030054257977028
"3533",5026,-85.8558044433594,44.1041641235352,3.84842,-3.92578,1.31175,0.6373742,0.5692078,-0.0681664,-31.69182,16.6611,0.00517496155590891
"3534",5027,-85.8151245117188,44.2120208740234,2.74087,-3.80417,1.29908,0.6379286,0.5699073,-0.0680213,-32.66209,19.18207,0.00636923432109171
"3535",5028,-85.7742919921875,44.3198699951172,2.18056,-3.66647,1.26646,0.6438129,0.567089,-0.0767239000000001,-33.33771,15.39404,0.00531736819490192
"3536",5029,-85.7332763671875,44.4277000427246,4.09962,-3.48581,1.31471,0.6512046,0.5675189,-0.0836857,-33.57296,13.82135,0.0128169583766038
"3537",5030,-85.692138671875,44.5355262756348,4.08432,-3.43888,1.28503,0.6396133,0.5630069,-0.0766064000000001,-33.64511,15.70865,0.0187770274842904
"3538",5031,-85.6508178710938,44.6433410644531,4.43905,-3.42589,1.29477,0.6319362,0.5641748,-0.0677614,-33.10352,17.92627,0.0393243192974069
"3539",5032,-85.6093444824219,44.7511444091797,4.20522,-3.38330999999999,1.37972,0.6431419,0.5906855,-0.0524564000000001,-28.57898,18.40431,0.0382037221690013
"3621",5164,-86.1853637695312,42.7807159423828,10.89339,-1.286,0.853380000000001,0.6935184,0.6263798,-0.0671385999999999,-26.316178,9.594411,0.00596707335428448
"3624",5167,-86.0674438476562,43.1043548583984,4.38873,-3.60962000000001,0.878550000000001,0.6302547,0.56176,-0.0684946999999999,-31.52349,13.89482,0.00963392869140023
"3625",5168,-86.02783203125,43.2122192382812,1.15616,-3.52660999999999,1.01295,0.6191086,0.5791379,-0.0399707,-27.23776,19.75729,0.0188433638800092
"3626",5169,-85.9880981445312,43.3200836181641,1.35562,-3.54889,1.1753,0.6177475,0.5724245,-0.045323,-28.46243,19.93536,0.014137183734988
"3628",5171,-85.9081420898438,43.5357818603516,2.96917,-3.41800000000001,1.2632,0.6157906,0.5771875,-0.0386031,-28.47701,22.61712,0.0283308815209153
"3629",5172,-85.8679504394531,43.6436195373535,4.17922,-3.70482,1.34475,0.6162629,0.5691057,-0.0471571999999999,-29.52375,21.27646,0.00903844777850793
"3630",5173,-85.8276062011719,43.7514572143555,4.83161999999999,-3.71606,1.38512,0.60928,0.563362,-0.045918,-28.96544,23.16833,0.0354943651592947
"3631",5174,-85.787109375,43.8592796325684,7.93548,-3.58167999999999,1.34032,0.623552,0.5694505,-0.0541015,-30.11181,20.46602,0.00430838721439386
"3632",5175,-85.7464599609375,43.967098236084,6.28214999999999,-3.75848000000001,1.33252,0.6350562,0.5631885,-0.0718677,-33.34639,16.39452,0.010108428380903
"3633",5176,-85.7056884765625,44.0749015808105,2.16226,-3.82212000000001,1.28822,0.6395374,0.5581332,-0.0814042,-33.68959,14.50291,0.00501846442300291
"3634",5177,-85.6647338867188,44.1826972961426,3.56584,-3.50171,1.31914,0.6502162,0.5577713,-0.0924449000000001,-36.83657,14.38845,0.00203855955650312
"3635",5178,-85.6236267089844,44.2904930114746,8.22024,-3.01998,1.35913,0.6525563,0.5808,-0.0717563,-31.99407,15.34611,0.00717633199560197
"3636",5179,-85.5823669433594,44.3982734680176,5.9575,-3.20505,1.33857,0.6507595,0.5672202,-0.0835393000000001,-34.41075,13.64622,0.00907189246069606
"3637",5180,-85.5409545898438,44.5060424804688,1.46972,-3.53957,1.30116,0.6344317,0.5560711,-0.0783606,-34.80546,15.69167,0.0134824502494126
"3638",5181,-85.4993896484375,44.6137962341309,0.466009999999997,-3.63018,1.32111,0.6464611,0.5567393,-0.0897218,-35.67465,13.13495,0.0132752636492057
"3639",5182,-85.4576416015625,44.7215385437012,3.48296000000001,-3.58262999999999,1.33363,0.6414651,0.5645136,-0.0769515000000001,-34.47532,16.09239,0.0128735274887077
"3640",5183,-85.415771484375,44.829273223877,6.40746,-3.27342,1.38461,0.6532587,0.6015699,-0.0516888,-26.88943,16.61871,0.00910311760149796
"3722",5316,-85.95947265625,42.9675750732422,1.03826,-3.532,0.788999999999998,0.6384242,0.5687888,-0.0696354,-31.79476,13.03763,0.0050257537129994
"3723",5317,-85.9197692871094,43.0753974914551,0.471410000000006,-3.46643999999999,0.93533,0.6255281,0.5697263,-0.0558018,-30.38612,16.45872,0.0355704556918042
"3727",5321,-85.7594604492188,43.506591796875,3.81301999999999,-3.72458,1.25249,0.6195957,0.5620453,-0.0575504,-29.58808,17.96239,0.0136986969621873
"3728",5322,-85.718994140625,43.6143760681152,5.45862,-3.58869,1.34309,0.6195746,0.5743201,-0.0452545,-28.69336,20.09614,0.0040407203433972
"3729",5323,-85.6784057617188,43.7221603393555,6.59205,-3.38869,1.34227,0.621341,0.5753018,-0.0460392000000001,-28.70155,21.21518,0.00887946995129596
"3730",5324,-85.6376647949219,43.8299217224121,4.97908,-3.60942999999999,1.3293,0.6313363,0.5642884,-0.0670478999999999,-31.95842,16.7966,0.00511828461440444
"3731",5325,-85.5967407226562,43.9376831054688,0.80536,-3.72697000000001,1.2933,0.6320283,0.5562117,-0.0758166,-33.34296,15.57006,0.00112080051911079
"3732",5326,-85.5556945800781,44.0454330444336,1.67124,-3.46535,1.30593,0.6354547,0.5519733,-0.0834814,-34.73473,12.83474,0.00724817318118909
"3733",5327,-85.5144958496094,44.1531791687012,3.25511,-3.02131,1.34879,0.6470744,0.5551951,-0.0918793,-35.32221,11.72591,0.0199706836527014
"3734",5328,-85.4731140136719,44.260913848877,4.10393,-2.78218,1.3861,0.6610235,0.5618314,-0.0991921,-34.285806,7.844388,0.00309720262620061
"3735",5329,-85.4315795898438,44.3686332702637,5.23245,-3.02494,1.35337,0.6580774,0.5564098,-0.1016676,-35.99543,11.81232,0.0136389492987021
"3736",5330,-85.3899230957031,44.4763450622559,3.14416,-3.52774000000001,1.31655,0.6496098,0.5590746,-0.0905352,-36.20414,13.44829,0.0208755346541025
"3737",5331,-85.3480834960938,44.584041595459,2.24983,-3.56856000000001,1.29098,0.6450029,0.5594099,-0.085593,-35.52657,13.77534,0.00861547441379429
"3738",5332,-85.3060913085938,44.6917266845703,2.56124,-3.63534,1.27986,0.6439227,0.5677838,-0.0761389,-33.81154,15.9807,0.00336875369458767
"3739",5333,-85.2639465332031,44.7994003295898,4.77846,-3.52797,1.30805,0.6319119,0.5758272,-0.0560847,-31.82731,20.85188,0.0314611762023986
"3740",5334,-85.2216186523438,44.9070701599121,11.30023,-3.25958,1.24179,0.6465756,0.5845745,-0.0620011,-30.24281,16.32913,0.0177121935274016
"3744",5338,-85.0507507324219,45.3375816345215,9.86401,-2.6399,1.25789,0.6332299,0.5866038,-0.0466261,-28.56245,19.53402,0.0324922464458908
"3746",5340,-84.9643249511719,45.5527572631836,10.1326,-2.33431,1.24367,0.646165,0.5597468,-0.0864182,-34.62002,12.93131,0.00333639731759661
"3815",5461,-86.0098266601562,42.3996124267578,3.0305,-3.29807,0.592690000000001,0.6546831,0.5864283,-0.0682547999999999,-30.2467,12.53902,0.0157269069745993
"3816",5462,-85.9705810546875,42.5073928833008,5.24208,-3.61416,0.656290000000002,0.6626082,0.5910737,-0.0715344999999999,-30.6281,11.10219,0.00630070877079447
"3817",5463,-85.9312133789062,42.6151695251465,4.50188,-3.74977000000001,0.66778,0.6587919,0.5842181,-0.0745738,-30.69155,10.43202,0.00677825824689648
"3818",5464,-85.8916931152344,42.7229423522949,6.15015,-3.71164999999999,0.696159999999999,0.6447146,0.5918892,-0.0528254,-29.4439,17.05478,0.0384265701583004
"3824",5470,-85.6514892578125,43.3694763183594,5.41809,-3.30049,1.18336,0.6236632,0.5674941,-0.0561691,-29.31848,18.21478,0.0177524092809023
"3826",5472,-85.5702209472656,43.5849380493164,4.9891,-3.73528,1.32953,0.6222524,0.5639157,-0.0583367,-30.65829,17.62497,0.015700455933306
"3827",5473,-85.5293579101562,43.6926612854004,5.84771,-3.35023000000001,1.273,0.6297356,0.5588375,-0.0708981,-31.81076,15.92857,0.0204287316055982
"3828",5474,-85.4883422851562,43.8003730773926,3.06406,-3.54514999999999,1.27501,0.6306008,0.5457077,-0.0848930999999999,-33.92106,13.2328,0.00789984835118673
"3829",5475,-85.4472045898438,43.9080810546875,-1.69865,-3.64112,1.22288,0.6259881,0.5436721,-0.0823160000000001,-34.37829,14.06362,0.0250441728837032
"3830",5476,-85.4058837890625,44.0157661437988,0.867100000000001,-3.15451,1.29792,0.6345883,0.5694939,-0.0650944,-30.91428,16.12315,0.00323469768959228
"3831",5477,-85.3644104003906,44.1234550476074,1.94149,-2.94772,1.34268,0.647929,0.541282,-0.106647,-38.44162,11.01014,0.0187168182097892
