,X,lon,lat,hist25,fut25,defo25,V12
509,693,-89.6975708,46.72110748,96.0602738,97.8490701,1.788796306,0.02380398
510,694,-89.66256714,46.83026123,90.81316834,96.39645503,5.58328669,0.01890186
610,840,-89.64355469,46.36964035,92.9818478,97.9643661,4.982518298,0.040223478
613,843,-89.53842163,46.69703293,96.50988968,97.80347214,1.293582459,0.004980046
614,844,-89.50311279,46.8061409,97.77473624,98.3495895,0.574853257,0.001317181
716,991,-89.45025635,46.45459747,95.55298538,97.90451634,2.351530964,0.042999537
717,992,-89.41488647,46.56367493,95.29294528,98.05951764,2.766572365,0.030593116
718,993,-89.37939453,46.67274857,96.77135377,98.15900504,1.38765127,0.024693376
719,994,-89.34378052,46.78179932,97.76203088,98.62790125,0.865870372,0.007697857
822,1141,-89.29196167,46.43018723,95.26561131,98.02047051,2.754859202,0.043553626
823,1142,-89.25631714,46.5392189,96.11421853,97.84396187,1.729743342,0.01876752
824,1143,-89.22052002,46.64824677,97.05740178,98.25854225,1.201140466,0.00692391
825,1144,-89.18460083,46.75724792,97.74956408,98.37757944,0.628015361,0.016270441
826,1145,-89.14855957,46.86624527,97.49351049,98.43382669,0.9403162,0.039583048
900,1262,-90.11758423,43.24078369,98.19878284,99.17924891,0.980466067,0.028909267
905,1267,-89.95565796,43.78676987,98.48817415,99.38127948,0.893105332,0.048241189
909,1271,-89.82391357,44.22352219,98.54313031,99.44211125,0.898980938,0.041305903
930,1292,-89.09790039,46.51454926,95.712271,98.22564288,2.513371877,0.031526877
932,1294,-89.02557373,46.7324791,96.1624588,98.11419087,1.951732067,0.048659285
1009,1413,-89.93533325,43.32646561,98.08543401,99.19909264,1.11365863,0.004428371
1011,1415,-89.87014771,43.5447731,98.37015795,99.33097319,0.960815239,0.035612675
1012,1416,-89.83737183,43.65392303,98.20011984,99.32669556,1.126575717,0.021649509
1015,1419,-89.73828125,43.98135376,98.53055379,99.40896744,0.878413646,0.020989546
1116,1562,-89.81802368,43.1936264,98.36944968,99.318313,0.948863312,0.042090003
1118,1564,-89.75256348,43.41184616,98.16107891,99.27375902,1.112680106,0.009203963
1119,1565,-89.71960449,43.52095795,98.54382479,99.34170664,0.797881845,0.047913263
1148,1594,-88.70794678,46.68229294,96.41155332,98.45365363,2.042100318,0.021350812
1153,1599,-88.52163696,47.22636795,95.99126486,98.03911696,2.047852104,0.004434392
1227,1715,-89.56921387,43.4969368,98.4629677,99.33111036,0.868142661,0.043711902
1236,1724,-89.26477051,44.47831345,98.3861129,99.36441691,0.978304008,0.007907756
1237,1725,-89.23031616,44.58733368,98.2994794,99.29530438,0.995824986,0.021695286
1247,1735,-88.87817383,45.67706299,93.72189269,97.64013227,3.918239586,0.028198493
1262,1750,-88.32354736,47.30941772,94.67454744,97.50207336,2.827525922,0.024111732
1263,1751,-88.28536987,47.41810989,85.47470034,94.80506884,9.330368493,0.038189394
1333,1864,-89.45239258,43.36370087,98.32640197,99.31019741,0.983795434,0.015420428
1343,1874,-89.11206055,44.45365906,98.51994501,99.42449416,0.904549148,0.008914955
1344,1875,-89.07730103,44.56263733,98.39996418,99.41065888,1.010694702,0.009367614
1347,1878,-88.97225952,44.88949585,97.97476134,99.17198844,1.197227103,0.033793182
1369,1900,-88.16326904,47.28347778,96.76293333,98.37487438,1.611941055,0.0423057
1448,2022,-89.02911377,44.21094131,98.62824542,99.44208409,0.813838673,0.03783885
1457,2031,-88.71142578,45.19108963,96.84821899,98.65276034,1.804541346,0.040164857
1561,2178,-88.66497803,44.83917236,98.41894175,99.30484512,0.88590337,0.021064341
1562,2179,-88.62915039,44.94801331,98.39955329,99.35938119,0.959827904,0.013595137
1563,2180,-88.59313965,45.05685043,98.33899161,99.24696165,0.907970043,0.002868112
1564,2181,-88.55703735,45.16567612,98.29799746,99.19552518,0.897527717,0.007127907
1565,2182,-88.52075195,45.27448273,97.13330387,98.83833299,1.705029119,0.005893894
1650,2310,-89.1388855,42.85444641,98.42361548,99.35404522,0.930429743,0.023045806
1668,2328,-88.51153564,44.81370926,98.53377205,99.2647633,0.730991251,0.028069659
1669,2329,-88.47543335,44.9224968,98.45442899,99.2728313,0.818402311,0.044615582
1670,2330,-88.43914795,45.0312767,98.51064195,99.3108294,0.800187455,0.042758083
1671,2331,-88.402771,45.14004898,98.35745404,99.23703697,0.879582932,0.031814582
1672,2332,-88.36621094,45.24881363,98.12571685,99.13587089,1.010154042,0.026005991
1673,2333,-88.32952881,45.35756302,97.46887092,98.84614065,1.377269724,0.002825547
1778,2482,-88.21179199,45.22293472,98.45616794,99.31112481,0.854956866,0.003950154
1779,2483,-88.17483521,45.33163452,98.26606169,99.12008483,0.854023142,0.001768834
1781,2485,-88.10046387,45.5490036,98.08570548,99.09938625,1.013680767,0.008242922
1783,2487,-88.02554321,45.76633453,98.00509119,99.01292892,1.007837731,0.037274808
1784,2488,-87.987854,45.87498093,97.70061353,98.87763474,1.177021216,0.044748376
1785,2489,-87.95001221,45.98361206,96.85590104,98.76395765,1.908056619,0.023517208
1786,2490,-87.91201782,46.09223175,95.68919857,98.3826094,2.693410832,0.029056714
1790,2494,-87.75860596,46.52656555,84.92537003,96.20163206,11.27626202,0.049941037
1792,2496,-87.68096924,46.74363327,95.83279629,97.82125066,1.988454362,0.042149963
1884,2632,-88.05752563,45.19684219,98.55570039,99.37278359,0.817083193,0.007618102
1885,2633,-88.02029419,45.30549622,98.51011942,99.34034566,0.830226242,0.005673842
1886,2634,-87.98291016,45.41413498,98.52894021,99.20953334,0.680593134,0.007640167
1889,2637,-87.86987305,45.73999023,98.15030279,99.09377042,0.943467632,0.04037146
1890,2638,-87.83187866,45.84857941,97.90294713,98.88241815,0.979471017,0.004836488
1891,2639,-87.79376221,45.95716858,97.29506854,98.78949095,1.494422409,0.042663728
1893,2641,-87.71707153,46.17428589,95.22980093,98.4120548,3.182253871,0.004491717
1897,2645,-87.56185913,46.60834503,93.46582417,97.14230717,3.676483002,0.048064726
1968,2760,-88.69390869,42.77945328,98.38126346,99.31147996,0.930216499,0.034465373
1994,2786,-87.75244141,45.60488129,98.33263866,99.09795514,0.765316481,0.046982767
1999,2791,-87.56039429,46.14752197,95.46987139,98.52480539,3.054934001,0.00945295
2002,2794,-87.44335938,46.47293091,95.01792979,97.50339279,2.485463007,0.02074173
2311,3238,-87.20950317,45.74087906,98.02498309,99.02983573,1.004852635,0.039707662
2313,3240,-87.13085938,45.95761108,98.15709086,98.97430266,0.817211791,0.032458108
2419,3392,-86.89520264,46.14661407,97.86032996,98.80337142,0.943041465,0.035134813
2629,3694,-86.50134277,46.3069458,96.36481919,98.40222653,2.037407339,0.035989997
2835,3993,-86.23010254,46.14188766,97.92437644,98.95871737,1.034340935,0.029648375
3042,4294,-85.8765564,46.19204712,97.67446988,98.84294141,1.168471539,0.045319069
3125,4425,-86.49731445,44.11112213,91.59162261,98.29179497,6.70017236,0.043753974
3223,4571,-86.50439453,43.65051651,90.31008153,98.10949052,7.799408993,0.010736423
3224,4572,-86.46520996,43.75857162,90.84646291,98.30484036,7.458377451,0.041694994
3225,4573,-86.42590332,43.86663055,90.85586914,98.28713534,7.431266206,0.026633258
3228,4576,-86.30709839,44.19075012,96.89305455,99.25288638,2.359831833,0.004704915
3229,4577,-86.26721191,44.29877472,96.920521,99.19700739,2.276486383,0.009761977
3230,4578,-86.22717285,44.40678406,96.47152052,99.11976764,2.648247113,0.047142299
3231,4579,-86.18695068,44.51478958,96.28293678,99.04192598,2.758989196,0.018974257
3247,4595,-85.5223999,46.24111176,96.91672526,98.77635409,1.85962883,0.003701067
3248,4596,-85.47946167,46.34888077,96.52825952,98.59910285,2.070843327,0.024267848
3323,4719,-86.4335022,43.40608978,90.86186536,98.15791421,7.296048854,0.008357078
3324,4720,-86.39437866,43.51412201,96.23971342,99.17145203,2.931738615,0.014353951
3325,4721,-86.35510254,43.62213516,96.57684157,99.19420441,2.61736284,0.012012919
3327,4723,-86.27612305,43.83813477,97.32657016,99.25965876,1.933088608,0.027562934
3328,4724,-86.23638916,43.94612885,97.26552316,99.22983464,1.964311481,0.028052612
3329,4725,-86.1965332,44.05411148,97.3817944,99.23043197,1.848637572,0.006876067
3330,4726,-86.15652466,44.16209412,97.49546143,99.26608267,1.770621239,0.013677841
3331,4727,-86.11636353,44.27005386,97.38896716,99.21826473,1.82929757,0.011316305
3332,4728,-86.0760498,44.37802124,96.85199621,99.04232461,2.190328395,0.006893205
3333,4729,-86.0355835,44.48596191,96.68564195,99.03822347,2.352581524,0.009939201
3335,4731,-85.9541626,44.70182419,96.36371689,98.79071216,2.426995265,0.047040176
3425,4869,-86.28488159,43.37762451,97.37456604,99.29095972,1.916393682,0.009927742
3426,4870,-86.2454834,43.48558807,97.39127017,99.3401721,1.948901935,0.004642016
3427,4871,-86.20596313,43.59355164,97.31179289,99.27791074,1.966117849,0.031584146
3428,4872,-86.16629028,43.70149612,97.24838058,99.24126745,1.99288687,0.034159186
3429,4873,-86.12646484,43.8094368,97.60576719,99.28616972,1.680402523,0.004869303
3430,4874,-86.08648682,43.91738129,97.52446065,99.26082455,1.736363894,0.008933821
3431,4875,-86.04638672,44.02531433,97.48874218,99.24601334,1.75727116,0.006077569
3432,4876,-86.00610352,44.1332283,97.29125108,99.16267488,1.871423798,0.004842801
3433,4877,-85.96566772,44.24113846,97.26509129,99.13469927,1.869607979,0.010870092
3434,4878,-85.92507935,44.34904099,97.12119151,99.09466899,1.973477477,0.004437001
3435,4879,-85.88433838,44.45693207,96.69730946,98.85239235,2.155082888,0.002092168
3437,4881,-85.8024292,44.67268372,97.14095232,98.69324685,1.552294526,0.008089885
3526,5019,-86.13641357,43.34895325,97.80361769,99.36570117,1.562083479,0.005913808
3527,5020,-86.09677124,43.45686722,97.85951176,99.33999643,1.480484672,0.00702783
3529,5022,-86.01705933,43.67266083,97.02781519,99.11147276,2.083657572,0.011814472
3530,5023,-85.97695923,43.7805481,97.81170321,99.27583328,1.464130068,0.007305782
3531,5024,-85.93673706,43.88842773,97.43744597,99.2358763,1.798430323,0.008004027
3532,5025,-85.8963623,43.99629974,97.14815481,99.14219643,1.994041617,0.003005426
3533,5026,-85.85580444,44.10416412,97.12560348,99.11362138,1.988017899,0.005174962
3534,5027,-85.81512451,44.21202087,96.62850121,99.00064684,2.372145629,0.006369234
3535,5028,-85.77429199,44.31987,96.62843406,98.78679341,2.158359341,0.005317368
3536,5029,-85.73327637,44.42770004,96.41375831,98.64452411,2.230765795,0.012816958
3537,5030,-85.69213867,44.53552628,96.98480475,98.49379288,1.508988137,0.018777027
3538,5031,-85.65081787,44.64334106,97.39545217,98.89596399,1.500511826,0.039324319
3539,5032,-85.60934448,44.75114441,97.61860698,98.99990364,1.381296659,0.038203722
3621,5164,-86.18536377,42.78071594,91.63592798,98.30560778,6.669679795,0.005967073
3624,5167,-86.06744385,43.10435486,98.12428965,99.26379808,1.139508432,0.009633929
3625,5168,-86.02783203,43.21221924,98.20684547,99.3195176,1.112672127,0.018843364
3626,5169,-85.98809814,43.32008362,98.19548612,99.35125617,1.155770045,0.014137184
3628,5171,-85.90814209,43.53578186,97.49818964,99.1615094,1.663319766,0.028330882
3629,5172,-85.86795044,43.64361954,97.91996821,99.2641302,1.344161989,0.009038448
3630,5173,-85.8276062,43.75145721,97.9348653,99.25475789,1.319892592,0.035494365
3631,5174,-85.78710938,43.85927963,97.21704291,99.10769058,1.89064767,0.004308387
3632,5175,-85.74645996,43.96709824,97.16729562,99.00488786,1.837592234,0.010108428
3633,5176,-85.70568848,44.07490158,96.73487207,98.82382677,2.088954701,0.005018464
3634,5177,-85.66473389,44.1826973,96.34501564,98.31794886,1.972933219,0.00203856
3635,5178,-85.62362671,44.29049301,95.8234959,97.92327955,2.099783649,0.007176332
3636,5179,-85.58236694,44.39827347,96.15507909,98.13659607,1.981516974,0.009071892
3637,5180,-85.54095459,44.50604248,96.78864158,98.47804108,1.689399494,0.01348245
3638,5181,-85.49938965,44.61379623,97.28229485,98.90618439,1.623889532,0.013275264
3639,5182,-85.4576416,44.72153854,97.58732571,98.90341235,1.316086645,0.012873527
3640,5183,-85.41577148,44.82927322,97.62756735,99.02780344,1.40023609,0.009103118
3722,5316,-85.95947266,42.96757507,98.29660232,99.31791165,1.021309335,0.005025754
3723,5317,-85.91976929,43.07539749,98.15614063,99.30094683,1.144806196,0.035570456
3727,5321,-85.75946045,43.5065918,98.29094898,99.35237949,1.061430504,0.013698697
3728,5322,-85.71899414,43.61437607,98.0415365,99.27948225,1.237945747,0.00404072
3729,5323,-85.67840576,43.72216034,97.9670486,99.106532,1.139483398,0.00887947
3730,5324,-85.63766479,43.82992172,97.41556376,99.01409215,1.598528394,0.005118285
3731,5325,-85.59674072,43.93768311,96.82845465,98.81804799,1.989593335,0.001120801
3732,5326,-85.55569458,44.04543304,96.68081837,98.61294464,1.932126272,0.007248173
3733,5327,-85.51449585,44.15317917,96.20442685,98.09420836,1.889781504,0.019970684
3734,5328,-85.47311401,44.26091385,95.61235851,97.63596968,2.023611163,0.003097203
3735,5329,-85.43157959,44.36863327,96.15042443,98.19577288,2.045348444,0.013638949
3736,5330,-85.3899231,44.47634506,96.97165757,98.68696944,1.715311866,0.020875535
3737,5331,-85.3480835,44.5840416,97.05722456,98.52497162,1.467747061,0.008615474
3738,5332,-85.30609131,44.69172668,97.19967342,98.669808,1.470134579,0.003368754
3739,5333,-85.26394653,44.79940033,97.26418848,98.76030453,1.496116043,0.031461176
3740,5334,-85.22161865,44.90707016,97.25070494,98.73306416,1.482359215,0.017712194
3744,5338,-85.05075073,45.33758163,97.59314233,98.66752848,1.074386142,0.032492246
3746,5340,-84.96432495,45.55275726,97.34476872,98.53152845,1.186759724,0.003336397
3815,5461,-86.00982666,42.39961243,97.30930759,99.2440527,1.934745109,0.015726907
3816,5462,-85.97058105,42.50739288,97.50270555,99.26412763,1.761422076,0.006300709
3817,5463,-85.93121338,42.61516953,97.73865079,99.2432791,1.504628305,0.006778258
3818,5464,-85.89169312,42.72294235,97.74589902,99.24249469,1.49659567,0.03842657
3824,5470,-85.65148926,43.36947632,98.16884379,99.29541923,1.126575439,0.017752409
3826,5472,-85.57022095,43.58493805,98.25881051,99.31189012,1.053079609,0.015700456
3827,5473,-85.52935791,43.69266129,97.25552745,99.06898702,1.813459566,0.020428732
3828,5474,-85.48834229,43.80037308,97.45155026,99.03453684,1.582986583,0.007899848
3829,5475,-85.44720459,43.90808105,97.1952902,98.73217175,1.536881549,0.025044173
3830,5476,-85.40588379,44.01576614,96.40696803,98.1940738,1.787105769,0.003234698
3831,5477,-85.3644104,44.12345505,96.28930242,97.97314163,1.683839215,0.018716818
3832,5478,-85.32278442,44.23112869,96.42787782,98.06220723,1.634329412,0.040500487
3833,5479,-85.28100586,44.33878708,96.75575749,98.24302511,1.487267625,0.025703408
3834,5480,-85.23907471,44.44644547,96.85880878,98.43425231,1.575443523,0.004948454
3835,5481,-85.19696045,44.55408859,96.94518696,98.43422974,1.489042781,0.027382416
3836,5482,-85.1546936,44.66172409,96.90677127,98.22122453,1.314453261,0.014103867
3837,5483,-85.11227417,44.76934052,96.63895704,98.10278664,1.463829602,0.009215728
3839,5485,-85.02697754,44.98453522,96.72246973,97.81579306,1.093323332,0.021991065
3840,5486,-84.98406982,45.09210968,97.02687676,97.99464156,0.967764803,0.023731115
3841,5487,-84.940979,45.19967651,97.46544595,98.35466953,0.889223578,0.042047097
3842,5488,-84.89776611,45.30722046,97.71672675,98.42645471,0.709727952,0.038782044
3843,5489,-84.85437012,45.41475296,97.63107969,98.52997569,0.898895992,0.029975538
3844,5490,-84.81079102,45.52227783,97.75696943,98.44767404,0.690704609,0.012366217
3845,5491,-84.76708984,45.62978363,97.07875927,98.24241515,1.163655877,0.00241681
3915,5612,-85.82446289,42.47832108,97.64793937,99.23938018,1.591440803,0.026566683
3917,5614,-85.74505615,42.69375229,97.67152332,99.23941195,1.567888621,0.045213471
3923,5620,-85.50335693,43.33995438,98.37827874,99.32205684,0.943778099,0.006141331
3924,5621,-85.46252441,43.44763184,98.35729986,99.29013102,0.932831168,0.019288775
3925,5622,-85.42156982,43.55530548,98.2165872,99.30639857,1.089811368,0.005696667
3926,5623,-85.38046265,43.66296768,98.09290638,99.23561117,1.142704785,0.005855691
3927,5624,-85.33920288,43.77061844,97.74344955,99.04101778,1.297568237,0.005215316
3928,5625,-85.29779053,43.87826538,97.7560785,99.13024401,1.374165512,0.005376727
3929,5626,-85.25622559,43.98590088,97.35410378,98.76629567,1.412191891,0.005363831
3930,5627,-85.21447754,44.09352112,97.13936945,98.46596232,1.326592871,0.005253052
3931,5628,-85.17260742,44.20114517,97.21461504,98.56113669,1.346521654,0.006868037
3932,5629,-85.1305542,44.30875397,97.11546563,98.46648404,1.351018417,0.006187142
3933,5630,-85.08834839,44.41635132,96.89504362,98.55711762,1.662073996,0.013419078
3934,5631,-85.04598999,44.5239296,96.84643303,98.50005905,1.653626013,0.003921015
3935,5632,-85.003479,44.63150406,96.82266582,98.32908049,1.506414671,0.008759563
3936,5633,-84.96078491,44.73905945,96.2408402,98.26652207,2.025681865,0.023822265
3937,5634,-84.91793823,44.84661484,95.1634073,97.50261182,2.339204526,0.004175992
3938,5635,-84.87493896,44.95414352,94.8621316,97.3154956,2.453364,0.010845949
3939,5636,-84.83178711,45.06166077,95.32251234,97.25129124,1.928778901,0.006591049
3940,5637,-84.78845215,45.16917419,96.74678526,98.06908725,1.322301991,0.002515441
3941,5638,-84.74493408,45.2766571,97.71472725,98.39209243,0.677365176,0.010208566
3943,5640,-84.65744019,45.49158859,98.17942893,98.71380671,0.534377778,0.00485416
3944,5641,-84.61343384,45.59903336,97.8421318,98.7770095,0.934877703,0.020894923
4022,5770,-85.35534668,43.31023026,98.46386967,99.34544791,0.881578243,0.044133071
4023,5771,-85.31430054,43.41784668,98.40136334,99.29742503,0.896061687,0.006130502
4024,5772,-85.27307129,43.52547455,98.24528806,99.23950728,0.994219213,0.032066617
4025,5773,-85.23171997,43.63306808,98.15400015,99.23314381,1.079143665,0.007110525
4026,5774,-85.19018555,43.74066544,97.88078279,99.08999174,1.20920895,0.012902747
4027,5775,-85.14852905,43.84825516,97.91859886,99.12376462,1.20516576,0.007514529
4028,5776,-85.10668945,43.95583725,97.74472827,99.0124352,1.267706929,0.008245934
4029,5777,-85.06469727,44.06340408,97.66573972,98.92783977,1.262100048,0.009067287
4030,5778,-85.02258301,44.1709671,97.60536825,98.85170583,1.246337584,0.001496532
4031,5779,-84.98025513,44.27851105,97.51410995,98.75066384,1.236553888,0.006548703
4033,5781,-84.89517212,44.49356842,96.9862495,98.55792384,1.571674341,0.005875683
4034,5782,-84.85238647,44.60108566,97.00860203,98.36889498,1.360292946,0.015676492
4035,5783,-84.80944824,44.70858383,96.80827496,98.38904964,1.580774679,0.006446555
4036,5784,-84.76635742,44.81607819,96.13844171,97.93717422,1.79873251,0.003494153
4037,5785,-84.7230835,44.92354584,94.3605359,97.48999274,3.129456841,0.000688267
4038,5786,-84.67962646,45.03100967,95.56892231,97.66337974,2.094457429,0.004691396
4039,5787,-84.63604736,45.13845444,96.81154743,98.01259048,1.201043052,0.037692823
4040,5788,-84.59228516,45.24589157,97.75964424,98.36645222,0.606807978,0.003850104
4041,5789,-84.54833984,45.35329819,98.08653915,98.65383045,0.567291298,0.043348591
4042,5790,-84.50424194,45.46070099,98.14791144,98.90725968,0.75934824,0.00824555
4043,5791,-84.45996094,45.56808472,97.73407615,98.72080799,0.986731839,0.005597034
4113,5913,-85.49249268,42.52718735,97.96366391,99.25238418,1.288720274,0.042684008
4114,5914,-85.45223999,42.63479614,98.30356341,99.28012078,0.976557374,0.023269479
4115,5915,-85.41183472,42.74239349,97.93815413,99.20434344,1.266189312,0.035131557
4117,5917,-85.33056641,42.95757294,98.4317883,99.35103254,0.919244238,0.030145306
4120,5920,-85.20751953,43.28031158,98.57872908,99.40311073,0.824381651,0.02964153
4121,5921,-85.16619873,43.38786316,98.51491213,99.35794909,0.843036956,0.020804213
4122,5922,-85.12475586,43.49543381,98.3687632,99.29839371,0.929630514,0.004582692
4123,5923,-85.08312988,43.60297012,98.30707407,99.25605459,0.948980523,0.008428637
4124,5924,-85.04135132,43.71051025,98.24986912,99.22192503,0.972055907,0.006182301
4125,5925,-84.99942017,43.81804657,98.10734225,99.18219771,1.074855455,0.001212095
4126,5926,-84.95733643,43.92556381,97.72275093,99.0742044,1.351453465,0.004597243
4127,5927,-84.9151001,44.03307343,97.87369651,99.0795923,1.205895787,0.009775299
4128,5928,-84.87268066,44.14057922,97.58977644,98.9714417,1.381665261,0.007357935
4129,5929,-84.83013916,44.24806213,97.62195427,98.78171987,1.159765594,0.003637343
4130,5930,-84.78741455,44.35554123,97.48858628,98.59930558,1.110719301,0.019870059
4131,5931,-84.74453735,44.4630127,97.31083786,98.65926055,1.348422695,0.004228725
4132,5932,-84.70147705,44.5704689,97.17557335,98.68126144,1.505688087,0.00198532
4133,5933,-84.65826416,44.67790222,97.08704899,98.614221,1.527172012,0.00445655
4134,5934,-84.6149292,44.78534317,96.88220558,98.57606539,1.693859805,0.008585738
4135,5935,-84.57138062,44.8927536,96.07391665,98.26697684,2.193060196,0.006051586
4136,5936,-84.52767944,45.00015259,96.82005835,97.93733114,1.117272784,0.005327459
4137,5937,-84.48382568,45.10754776,97.37237183,98.19954227,0.82717044,0.009002524
4138,5938,-84.43978882,45.2149086,97.76889772,98.49422007,0.725322354,0.008492791
4139,5939,-84.39556885,45.32226563,97.8819293,98.74192748,0.859998183,0.015875818
4140,5940,-84.35119629,45.42961502,98.25638272,98.89744836,0.641065634,0.008011861
4141,5941,-84.30667114,45.53693008,98.01823449,98.93319203,0.914957538,0.009274603
4210,6064,-85.30606079,42.60501099,97.98670193,99.19033111,1.203629175,0.036106462
4212,6066,-85.22460938,42.82009125,98.08581301,99.2338644,1.148051389,0.039105219
4217,6071,-85.01828003,43.3576889,98.60238829,99.36962373,0.767235439,0.008711715
4218,6072,-84.9765625,43.46518326,98.57274843,99.34788607,0.775137636,0.00270012
4219,6073,-84.93469238,43.5726738,98.44763706,99.30824858,0.860611518,0.00286322
4220,6074,-84.89266968,43.68016434,98.46133348,99.30744409,0.846110619,0.030405973
4221,6075,-84.85046387,43.78763199,98.26521395,99.23392414,0.968710191,0.030739491
4222,6076,-84.80813599,43.89509964,98.36451677,99.24170142,0.877184654,0.003479026
4223,6077,-84.765625,44.0025444,97.87757437,99.12126333,1.243688964,0.003821239
4224,6078,-84.72296143,44.10998917,97.85888165,99.09362676,1.234745114,0.005629951
4225,6079,-84.68017578,44.21741486,97.63841346,98.83215141,1.19373795,0.003873998
4226,6080,-84.63717651,44.32483673,97.44059599,98.68779821,1.247202221,0.0044544
4227,6081,-84.59405518,44.43225098,97.476722,98.81250865,1.335786648,0.008842813
4228,6082,-84.55072021,44.53964615,97.50658752,98.6132768,1.106689289,0.008527727
4229,6083,-84.50726318,44.64702606,97.55390643,98.63054028,1.07663385,0.00501139
4230,6084,-84.46362305,44.75439835,97.33627699,98.58376613,1.247489136,0.018741241
4231,6085,-84.41986084,44.86175537,96.73870377,98.33320842,1.594504646,0.019423927
4232,6086,-84.37588501,44.96909714,96.31613902,98.17393508,1.857796053,0.004751526
4233,6087,-84.33175659,45.07641602,97.51999259,98.23864484,0.71865225,0.005646023
4234,6088,-84.28747559,45.18373108,97.76934624,98.51165017,0.742303932,0.009007965
4235,6089,-84.24298096,45.29102707,98.04795307,98.72109669,0.673143614,0.005879518
4236,6090,-84.19836426,45.3983078,97.94287851,98.66290882,0.72003031,0.005268569
4237,6091,-84.15356445,45.50557709,98.23492576,98.98584089,0.750915131,0.011064046
4310,6218,-84.9954834,43.00494766,98.46645728,99.36103883,0.894581546,0.032579617
4311,6219,-84.95397949,43.11241531,98.57223254,99.3695713,0.797338756,0.030569848
4313,6221,-84.87051392,43.32731247,98.74197468,99.41913535,0.677160676,0.034465733
4314,6222,-84.82855225,43.43475342,98.77100737,99.42345263,0.652445267,0.021780986
4315,6223,-84.78640747,43.54219055,98.6256355,99.38364482,0.75800932,0.004278448
4316,6224,-84.74414063,43.64961243,98.58041896,99.39525947,0.814840511,0.001993597
4317,6225,-84.70169067,43.75702286,98.47620959,99.35871803,0.882508447,0.018702884
4318,6226,-84.65911865,43.86442947,98.45543725,99.3077778,0.852340548,0.00607548
4319,6227,-84.61633301,43.97182083,98.28337789,99.10849013,0.825112249,0.026417194
4320,6228,-84.57342529,44.07920456,98.18250686,99.21826632,1.035759461,0.008700791
4321,6229,-84.53033447,44.18656921,97.60606376,99.02529272,1.419228964,0.008384124
4322,6230,-84.48712158,44.29393768,97.30255304,98.80148312,1.498930081,0.004041486
4323,6231,-84.44372559,44.40128708,97.36885769,98.66395026,1.295092573,0.022269119
4324,6232,-84.40014648,44.50862885,97.44614439,98.69420337,1.24805898,0.006925751
4325,6233,-84.35644531,44.61594772,97.6286139,98.6773844,1.048770505,0.003021804
4326,6234,-84.31253052,44.72325134,97.42780451,98.59784895,1.170044436,0.01038222
4327,6235,-84.26849365,44.83054352,97.04795405,98.30036318,1.252409125,0.015344736
4328,6236,-84.22424316,44.93782806,97.27697032,98.41017869,1.133208368,0.003398301
4329,6237,-84.17987061,45.04510117,97.31846677,98.40487953,1.086412762,0.010946036
4330,6238,-84.13531494,45.15234375,97.65949145,98.51140005,0.851908603,0.004433941
4331,6239,-84.09057617,45.25958252,97.80436505,98.54159522,0.73723017,0.005113756
4332,6240,-84.0456543,45.36680603,97.899764,98.70453625,0.80477225,0.002335144
4333,6241,-84.00061035,45.47401047,97.74617627,98.86670579,1.120529517,0.005593811
4404,6366,-84.93167114,42.75973511,98.23289992,99.25902372,1.026123802,0.049226683
4405,6367,-84.89022827,42.86714172,98.40070789,99.31021363,0.909505737,0.018680664
4409,6371,-84.72290039,43.29674149,98.90721966,99.45074634,0.543526681,0.010926778
4411,6373,-84.63830566,43.51149368,98.70397511,99.42360828,0.719633168,0.019636694
4412,6374,-84.59576416,43.61886215,98.82930633,99.46817033,0.638864004,0.006009363
4413,6375,-84.55307007,43.72621536,98.72885798,99.46332262,0.734464634,0.005801219
4414,6376,-84.51022339,43.83355713,98.82115646,99.45957712,0.638420661,0.007463117
4415,6377,-84.46722412,43.94089508,98.74649769,99.44571096,0.69921327,0.002876339
4416,6378,-84.42404175,44.04822159,98.36052418,99.22292986,0.862405676,0.001538778
4417,6379,-84.38070679,44.15552521,98.4067234,99.25924959,0.852526193,0.005824195
4418,6380,-84.33721924,44.26282883,97.60883051,98.98385593,1.375025422,0.00511342
4419,6381,-84.29354858,44.370121,97.4159559,98.81598595,1.400030043,0.002852192
4420,6382,-84.24972534,44.4773941,97.30951884,98.57011427,1.260595421,0.006679845
4421,6383,-84.20574951,44.58465576,97.50246879,98.56166489,1.059196097,0.007348632
4422,6384,-84.16159058,44.69190979,97.21547221,98.58404528,1.368573073,0.004047726
4423,6385,-84.11727905,44.79914093,97.21240369,98.56278368,1.35037999,0.006192722
4424,6386,-84.07278442,44.90636444,97.64813007,98.57906155,0.930931482,0.007970226
4425,6387,-84.02813721,45.01356888,97.93174618,98.74616926,0.814423073,0.004131448
4426,6388,-83.98330688,45.12076187,97.81457689,98.61315007,0.798573175,0.004305605
4427,6389,-83.93832397,45.22793961,97.76601417,98.64421881,0.878204638,0.015063041
4428,6390,-83.89315796,45.33510208,97.69026364,98.76952015,1.079256512,0.002563406
4429,6391,-83.84780884,45.44223785,93.20049098,98.06537898,4.864888001,0.032160431
4502,6517,-84.7437439,42.83660889,98.48341164,99.32606705,0.842655406,0.029707879
4506,6521,-84.57543945,43.26597595,98.91784293,99.42828963,0.510446702,0.005427865
4507,6522,-84.53295898,43.37329102,98.77721862,99.42013108,0.642912452,0.0439646
