,X,lon,lat,hist25,fut25,defo25,V12
9334,15196,-77.63772583,38.5690155,98.88595872,99.1057454,0.219786681,0.005339525
9335,15197,-77.58676147,38.67258835,98.96030117,99.14852325,0.188222072,0.014070965
9336,15198,-77.53564453,38.77615738,98.98331872,99.18551212,0.202193397,0.010224257
9337,15199,-77.48431396,38.87971497,98.99984296,99.21616558,0.21632262,0.010188413
9338,15200,-77.43286133,38.98327255,99.11103249,99.21432872,0.103296237,0.01185736
9339,15201,-77.38122559,39.08681488,99.08633724,99.17669315,0.090355914,0.021594712
9340,15202,-77.32940674,39.19036484,98.93445234,99.12585179,0.191399454,0.002157277
9341,15203,-77.27740479,39.29390335,98.69534079,99.04858682,0.353246028,0.005115284
9342,15204,-77.22525024,39.39743805,98.56483261,99.00443488,0.439602278,0.020842769
9343,15205,-77.1729126,39.50095749,98.49918855,99.05436794,0.555179391,0.002982764
9344,15206,-77.12039185,39.60448837,98.17469837,99.03623435,0.861535976,0.036547958
9347,15209,-76.96179199,39.91500092,96.84775175,99.12863654,2.280884788,0.03395006
9349,15211,-76.85516357,40.12195969,96.74095059,99.143479,2.402528403,0.045752415
9350,15212,-76.80157471,40.22542572,95.94960214,99.11675717,3.167155022,0.007101583
9351,15213,-76.74780273,40.32888794,95.59331835,99.18252191,3.58920355,0.006261345
9352,15214,-76.69384766,40.43232727,94.00875053,99.06102498,5.052274447,0.006682084
9353,15215,-76.63970947,40.53575897,92.55847992,99.01734871,6.458868787,0.009920955
9354,15216,-76.5854187,40.63917923,93.53430052,99.06867951,5.534378987,0.00555491
9355,15217,-76.53091431,40.74258804,93.70052673,99.03083055,5.330303828,0.004631197
9356,15218,-76.47622681,40.84598923,94.1413435,99.03502905,4.893685546,0.007530805
9357,15219,-76.42132568,40.94937134,95.07924301,99.1776911,4.098448094,0.003313817
9358,15220,-76.36627197,41.05274963,96.2090236,99.16204795,2.953024354,0.00359713
9359,15221,-76.31103516,41.15610504,96.27954856,99.10019491,2.820646348,0.007265357
9360,15222,-76.25558472,41.25945282,94.96548744,98.6659368,3.700449369,0.002831299
9361,15223,-76.19995117,41.36278152,91.5838233,94.65962753,3.075804222,0.00411183
9362,15224,-76.144104,41.46608734,94.42819097,96.81116095,2.382969979,0.007271489
9363,15225,-76.08810425,41.56938171,96.04113942,99.00177432,2.960634903,0.004240871
9364,15226,-76.03189087,41.67265701,97.40040986,98.95212744,1.551717583,0.006209629
9367,15229,-75.86209106,41.98239136,96.33797697,97.4229753,1.084998323,0.005699592
9368,15230,-75.80511475,42.08560181,96.899372,98.0040019,1.104629909,0.006963443
9369,15231,-75.7479248,42.18878937,96.19659969,97.5118465,1.315246809,0.031688062
9387,15249,-74.68341064,44.04241943,84.06769031,95.06204126,10.99435096,0.009298737
9396,15258,-74.12503052,44.96599197,96.15676332,98.44474703,2.287983706,0.005680968
9441,15345,-77.55633545,38.42566299,98.77624765,99.15111722,0.374869567,0.006849051
9442,15346,-77.50534058,38.52915573,98.96583675,99.20050682,0.234670077,0.003780561
9443,15347,-77.45419312,38.63264847,99.05851863,99.22744643,0.168927802,0.007569238
9444,15348,-77.40286255,38.73613358,99.13459815,99.25784238,0.123244232,0.006688735
9445,15349,-77.35137939,38.83963013,99.08457271,99.21705267,0.13247996,0.003444146
9446,15350,-77.29971313,38.94310379,99.09654341,99.24962775,0.153084339,0.041802067
9447,15351,-77.24789429,39.04658508,99.11756718,99.19141016,0.073842989,0.017195486
9448,15352,-77.19589233,39.15005112,99.0203797,99.15626717,0.135887474,0.004580205
9449,15353,-77.14370728,39.25352097,98.72169383,98.98181745,0.26012362,0.005754885
9450,15354,-77.09136963,39.35697174,98.17169892,98.90219237,0.730493451,0.004890461
9451,15355,-77.03881836,39.46043015,98.01233032,98.95394728,0.941616961,0.007261216
9452,15356,-76.98614502,39.56386948,97.31961187,98.97124812,1.651636246,0.027244356
9453,15357,-76.93322754,39.66730118,95.32585734,98.93099206,3.605134722,0.001190926
9454,15358,-76.88018799,39.77074432,95.2576769,98.97985769,3.722180795,0.007277461
9455,15359,-76.82696533,39.87415695,96.28641001,99.06456672,2.778156718,0.008928566
9456,15360,-76.77352905,39.97757339,96.82543735,99.12789302,2.302455667,0.004007786
9457,15361,-76.71994019,40.08096695,97.68298893,99.15193834,1.468949414,0.041935712
9458,15362,-76.66616821,40.18434906,96.67156512,99.08316122,2.4115961,0.003391574
9459,15363,-76.61218262,40.28774261,95.99931412,99.17533804,3.176023924,0.001752386
9460,15364,-76.55804443,40.39110184,95.80206147,99.19628158,3.394220112,0.006709425
9461,15365,-76.50372314,40.49446869,93.97505226,99.09246254,5.117410276,0.006042998
9462,15366,-76.44921875,40.59781265,92.9789949,98.99537874,6.016383838,0.005000559
9463,15367,-76.39453125,40.70113754,93.1606129,98.93849342,5.777880523,0.00937395
9464,15368,-76.33963013,40.80446625,93.15992551,98.85207288,5.692147374,0.007790414
9465,15369,-76.2845459,40.90777588,94.03779313,98.99016898,4.952375844,0.006432936
9466,15370,-76.22930908,41.01107025,95.42271442,99.09144077,3.66872635,0.010226493
9467,15371,-76.17385864,41.11434555,96.35578356,99.14958226,2.793798707,0.007977618
9468,15372,-76.1182251,41.21761703,96.04530343,99.05944764,3.014144211,0.006095294
9469,15373,-76.06237793,41.32085037,95.38393558,98.61345996,3.229524377,0.009217464
9470,15374,-76.00634766,41.42409134,95.03934589,98.84109542,3.801749526,0.006558835
9471,15375,-75.95013428,41.52730942,96.66658381,99.09450367,2.427919856,0.003838859
9472,15376,-75.89373779,41.63051224,97.10604579,98.97819866,1.872152869,0.019508068
9473,15377,-75.83712769,41.73369217,96.70977401,98.20427382,1.494499809,0.003576026
9475,15379,-75.72332764,41.94001389,96.12082181,97.57183826,1.451016442,0.006697744
9476,15380,-75.6661377,42.04313278,96.00769998,97.39628552,1.388585539,0.021115415
9482,15386,-75.31878662,42.66150284,94.97431979,94.74083033,-0.233489466,0.029202268
9486,15390,-75.08312988,43.0733223,96.28514029,97.3581538,1.073013512,0.018887354
9487,15391,-75.02368164,43.17620468,94.90936755,96.62090265,1.711535098,0.00598457
9493,15397,-74.66262817,43.79304504,80.43359262,94.50473839,14.07114578,0.045259583
9494,15398,-74.60168457,43.89575958,82.04809615,94.75477387,12.70667772,0.005767334
9503,15407,-74.04345703,44.81886673,86.58977415,95.32680505,8.737030902,0.027729051
9504,15408,-73.98031616,44.92128372,93.56337634,97.40266008,3.839283742,0.005268863
9549,15495,-77.42428589,38.38570023,98.82608846,99.29165346,0.465564998,0.018413249
9550,15496,-77.37310791,38.4891243,99.02813197,99.30235161,0.274219645,0.006802656
9551,15497,-77.32177734,38.59254456,99.02690252,99.25784385,0.230941324,0.014851378
9552,15498,-77.27029419,38.69596481,99.16459787,99.34949735,0.184899481,0.035567859
9553,15499,-77.21862793,38.79936981,99.16059861,99.29768104,0.137082428,0.014724702
9555,15501,-77.11474609,39.00617218,99.50264458,99.5463028,0.043658225,0.008243507
9556,15502,-77.06256104,39.10957336,99.14214422,99.25494452,0.112800301,0.006748459
9557,15503,-77.01019287,39.21296692,98.98649496,99.10279274,0.116297784,0.001322526
9558,15504,-76.9576416,39.31634521,98.59611727,98.93305634,0.336939071,0.022448957
9559,15505,-76.90490723,39.41971588,98.53486261,99.00235183,0.467489217,0.009183748
9560,15506,-76.85205078,39.52308655,98.04841924,98.95381949,0.905400251,0.013233201
9561,15507,-76.7989502,39.62644958,97.45033477,99.01796955,1.567634787,0.008001074
9562,15508,-76.74572754,39.72980499,94.37543683,98.96996043,4.594523606,0.016426893
9563,15509,-76.69229126,39.83314896,94.23520817,98.93373477,4.698526601,0.014577363
9564,15510,-76.63867188,39.93648148,95.90546122,99.07636089,3.170899674,0.008960499
9565,15511,-76.5848999,40.03980255,97.36536432,99.0769681,1.711603785,0.007886397
9566,15512,-76.53091431,40.14312363,96.56869215,99.07962914,2.510936996,0.024946916
9567,15513,-76.47677612,40.24642563,95.88568923,99.13114935,3.245460111,0.005246959
9568,15514,-76.42242432,40.34971619,96.09231048,99.18655301,3.094242528,0.004306346
9569,15515,-76.36791992,40.45299911,95.743974,99.19978838,3.455814379,0.000237348
9570,15516,-76.3132019,40.55626297,93.76311678,99.11054938,5.347432603,0.004490027
9571,15517,-76.25830078,40.65951538,92.7113404,99.01935345,6.308013054,0.005015936
9572,15518,-76.20324707,40.76276016,92.81292979,98.85473282,6.041803027,0.001641441
9573,15519,-76.14797974,40.8659935,93.10532221,98.50958523,5.404263018,0.005140392
9574,15520,-76.0925293,40.96920776,94.12150774,98.84763219,4.726124455,0.005390061
9575,15521,-76.03686523,41.07240677,95.59860264,99.01432643,3.415723791,0.00145099
9576,15522,-75.98104858,41.17559814,95.96101355,99.06503963,3.104026086,0.003955886
9577,15523,-75.92501831,41.27876663,96.27394614,99.08046196,2.806515822,0.004235898
9578,15524,-75.86880493,41.38192368,96.64231739,99.12421265,2.481895261,0.001556233
9579,15525,-75.81237793,41.48507309,96.84611436,99.05446637,2.208352011,0.01196818
9580,15526,-75.75576782,41.58818054,96.8583466,98.73798577,1.879639171,0.007930474
9581,15527,-75.69897461,41.69129181,96.4957892,97.97240325,1.476614056,0.036846691
9583,15529,-75.58477783,41.89744949,94.92668734,95.78814956,0.861462222,0.007976841
9584,15530,-75.52740479,42.00049973,95.21948528,96.14147599,0.921990716,0.010035675
9585,15531,-75.4697876,42.10353851,95.45089249,95.29720152,-0.153690967,0.003254418
9586,15532,-75.4119873,42.2065506,94.98293536,95.23383327,0.250897908,0.009142799
9589,15535,-75.23742676,42.51546097,95.09722132,95.47263887,0.375417555,0.024764894
9594,15540,-74.94232178,43.02989578,96.60528324,97.22708494,0.621801704,0.044906731
9600,15546,-74.58132935,43.64639664,57.20282139,91.90951591,34.70669452,0.009432841
9602,15548,-74.45928955,43.8516922,80.61957326,94.21884725,13.59927398,0.018492928
9608,15554,-74.08789063,44.4668808,86.12256489,96.11113462,9.988569731,0.003301394
9609,15555,-74.02520752,44.56930542,86.16935088,96.37743792,10.20808703,0.007823878
9610,15556,-73.96228027,44.67169952,83.96114656,95.75447438,11.79332782,0.020576981
9611,15557,-73.89916992,44.77406693,82.29831434,95.07514822,12.77683388,0.015570031
9612,15558,-73.83581543,44.87640381,92.22880434,96.87170427,4.642899929,0.005242042
9613,15559,-73.7722168,44.9786911,96.1543947,98.14942342,1.995028725,0.028484916
9658,15646,-77.24108887,38.44892502,98.95826279,99.26016134,0.301898543,0.031233018
9659,15647,-77.1895752,38.5522728,98.9517159,99.28292825,0.331212346,0.011448987
9660,15649,-77.08599854,38.75894928,99.49287805,99.49401478,0.001136735,0.011043838
9661,15650,-77.03396606,38.86227798,99.52437418,99.50162501,-0.022749165,0.049341185
9662,15651,-76.98175049,38.96560287,99.50952798,99.5283615,0.018833523,0.009990191
9663,15652,-76.92938232,39.06893158,99.49950148,99.53598378,0.036482305,0.003512958
9664,15653,-76.87683105,39.1722374,99.10001073,99.2096522,0.109641469,0.00297759
9665,15654,-76.82409668,39.27554321,99.12896319,99.16469076,0.03572757,0.007168036
9666,15655,-76.77120972,39.37884521,99.47386174,99.45836297,-0.01549877,0.016228931
9667,15656,-76.71813965,39.4821434,98.78005185,99.15677615,0.3767243,0.033929807
9668,15657,-76.66485596,39.5854187,98.5114435,99.03183922,0.520395719,0.006070199
9669,15658,-76.61141968,39.68869781,96.61875747,98.79976224,2.181004778,0.001032421
9670,15659,-76.55780029,39.79196548,93.82685629,98.95059273,5.123736432,0.045194635
9671,15660,-76.50402832,39.8952179,97.04630351,99.0394094,1.993105881,0.008034978
9672,15661,-76.45001221,39.99846268,98.02890719,99.12004773,1.091140537,0.01676408
9673,15662,-76.39587402,40.10170746,97.67011525,99.07672319,1.406607947,0.007826887
9674,15663,-76.34152222,40.2049408,96.20270819,99.14767043,2.944962244,0.00866384
9675,15664,-76.2869873,40.30814743,96.06263213,99.18882248,3.126190353,0.004256116
9676,15665,-76.2322998,40.41136169,95.82774433,99.2262133,3.398468973,0.022125351
9677,15666,-76.17739868,40.51454926,95.19092007,99.15701008,3.966090002,0.007036913
9678,15667,-76.12231445,40.61772537,94.35373878,99.17381983,4.82008105,0.011718385
9679,15668,-76.0670166,40.72088623,93.54468713,99.03562375,5.49093662,0.004187097
9680,15669,-76.01156616,40.82403946,93.28892906,98.73780456,5.448875508,0.007237226
9681,15670,-75.95593262,40.92718124,93.02006178,98.24437531,5.224313532,0.003992986
9682,15671,-75.90008545,41.03030396,94.2838109,98.40121092,4.11740001,0.004697983
9683,15672,-75.84405518,41.13341141,95.28694803,98.46938026,3.182432231,0.008911711
9684,15673,-75.7878418,41.23650742,95.58713421,98.62512516,3.037990953,0.006615631
9685,15674,-75.73141479,41.33959198,96.22795217,98.76353193,2.535579755,0.00681867
9686,15675,-75.67480469,41.44264221,96.41826674,98.6462347,2.227967966,0.009020057
9687,15676,-75.61801147,41.54569244,95.6753473,97.85124955,2.175902255,0.00565754
9688,15677,-75.56100464,41.64871597,95.03884868,96.59767963,1.558830943,0.001699771
9689,15678,-75.5038147,41.75172806,93.5944488,95.05766406,1.463215258,0.048990856
9690,15679,-75.44641113,41.85472488,93.9116697,94.33950476,0.427835055,0.015653177
9691,15680,-75.38882446,41.95768738,95.45292671,95.50576516,0.052838448,0.005366998
9692,15681,-75.33105469,42.06063461,95.29326534,94.74299664,-0.550268705,0.026585537
9693,15682,-75.27304077,42.16358185,94.18783905,94.28220429,0.094365237,0.049790583
9694,15683,-75.21484375,42.26648712,93.92109534,94.13088416,0.209788818,0.033836881
9696,15685,-75.09783936,42.47225571,95.07030476,95.28725698,0.216952214,0.008568133
9697,15686,-75.0390625,42.57510376,94.50620311,94.84571599,0.33951288,0.003296574
9698,15687,-74.9800415,42.67793655,93.13928675,94.35257593,1.213289178,0.027194571
9699,15688,-74.9208374,42.78073502,92.87839992,92.90841287,0.030012942,0.006647586
9701,15690,-74.80178833,42.98628235,97.36385375,97.65621764,0.292363892,0.028440452
9702,15691,-74.74194336,43.08900833,96.25941855,96.97284533,0.713426781,0.00323486
9704,15693,-74.62161255,43.29441833,78.16649556,92.76646682,14.59997126,0.032984054
9707,15696,-74.43954468,43.60230255,69.01087491,93.11433732,24.1034624,0.007189598
9708,15697,-74.37841797,43.70487976,69.18825067,93.17469474,23.98644407,0.010003096
9709,15698,-74.31707764,43.8074379,83.04347585,95.12974358,12.08626773,0.017296188
9715,15704,-73.94445801,44.42213821,91.05561079,96.28282143,5.227210639,0.0409094
9716,15705,-73.88156128,44.52449036,93.56898939,96.81435111,3.245361715,0.03772335
9717,15706,-73.81845093,44.62679291,93.56520724,96.93913518,3.373927941,0.013234984
9718,15707,-73.75512695,44.7290802,93.07693442,96.6051615,3.528227086,0.005584824
9719,15708,-73.69152832,44.83132553,95.41357073,97.06827982,1.654709093,0.005627209
9720,15709,-73.62774658,44.93354034,97.2938848,98.52347511,1.229590311,0.027752654
9759,15789,-77.46643066,37.68559647,99.06408361,99.2518865,0.187802883,0.026248805
9765,15795,-77.16073608,38.30529404,99.09426505,99.25576583,0.161500778,0.04706136
9768,15798,-77.00561523,38.61509705,99.09661028,99.26642952,0.169819243,0.004870588
9769,15799,-76.95358276,38.71835709,99.0996516,99.25270758,0.153055981,0.036515741
9770,15800,-76.90136719,38.8216095,99.48380192,99.47295234,-0.01084958,0.035398181
9771,15801,-76.84896851,38.92486572,99.49318034,99.49970259,0.006522254,0.006672637
9772,15802,-76.79638672,39.02810287,99.30038858,99.31693762,0.016549035,0.011347271
9773,15803,-76.74365234,39.13134766,99.29908529,99.30855056,0.009465273,0.016166864
9774,15804,-76.69073486,39.23456955,99.50173793,99.52696679,0.025228861,0.02119245
9775,15805,-76.63766479,39.33779907,99.49943436,99.48629231,-0.013142044,0.028967004
9776,15806,-76.5843811,39.44100952,99.47691228,99.46446957,-0.012442711,0.009634236
9777,15807,-76.53094482,39.54421616,98.63187074,99.09840083,0.466530091,0.03732588
9778,15808,-76.47729492,39.64742279,98.19528192,99.02315404,0.827872115,0.003289312
9779,15809,-76.42352295,39.75061035,98.01025927,99.03668129,1.026422023,0.005741152
9780,15810,-76.36950684,39.8537941,98.09736594,99.02840397,0.931038032,0.00346529
9781,15811,-76.31536865,39.95695877,97.78106276,99.05602505,1.27496229,0.03428443
9782,15812,-76.26098633,40.06011581,97.94548776,99.0831536,1.137665836,0.02060306
9783,15813,-76.20648193,40.16327286,96.64003975,99.09911944,2.459079693,0.006799619
9784,15814,-76.1517334,40.26641846,96.3200284,99.13886209,2.818833697,0.006883001
9785,15815,-76.09686279,40.36953735,96.12920303,99.15353949,3.024336458,0.010302022
9786,15816,-76.04174805,40.47266006,96.10779719,99.22431789,3.116520698,0.008516517
9787,15817,-75.98648071,40.57574463,95.59428283,99.1823665,3.588083667,0.005977383
9788,15818,-75.93103027,40.67883682,93.86336892,99.13034457,5.266975653,0.009596019
9789,15819,-75.87536621,40.78191757,93.84413385,99.01329321,5.16915936,0.008503067
9790,15820,-75.81951904,40.88498306,93.45058314,98.76521707,5.314633929,0.005517256
9791,15821,-75.76348877,40.98802567,93.82897525,98.37130548,4.542330239,0.008265586
9792,15822,-75.70727539,41.09105682,93.87804548,96.99196707,3.113921597,0.007323086
9793,15823,-75.65084839,41.19406891,92.73003714,95.82698803,3.096950889,0.002807996
9794,15824,-75.59423828,41.29706573,94.01470075,96.98114018,2.966439431,0.00419717
9795,15825,-75.53744507,41.40005493,95.3099605,97.71252516,2.402564663,0.004936846
9796,15826,-75.48043823,41.50302124,95.05632195,96.98225266,1.92593071,0.003241372
9797,15827,-75.42324829,41.60596848,95.48936773,96.99323496,1.503867226,0.005929679
9798,15828,-75.36584473,41.70889664,95.15422506,95.96612651,0.81190145,0.044535407
9799,15829,-75.30825806,41.81180954,95.74708369,96.1142565,0.367172807,0.032623246
9800,15830,-75.25048828,41.91470718,95.97461944,96.39110116,0.416481719,0.001438623
9802,15832,-75.13427734,42.12042999,93.18994374,93.0009568,-0.188986939,0.045808157
9803,15833,-75.07589722,42.22327042,92.21104631,92.56394675,0.352900446,0.041645206
9810,15840,-74.66143799,42.94248962,97.8270533,98.42594446,0.59889116,0.009344833
9811,15841,-74.60137939,43.04515076,96.89474132,97.33489088,0.440149564,0.006935318
9812,15842,-74.5411377,43.14776993,90.63198196,94.06636273,3.434380772,0.006017209
9814,15844,-74.41998291,43.35295486,87.89832375,94.18271142,6.284387674,0.021581056
9815,15845,-74.35910034,43.455513,86.34963087,94.53135449,8.181723621,0.009028512
9816,15846,-74.29797363,43.55802917,81.57526878,93.65506354,12.07979476,0.01798309
9818,15848,-74.17510986,43.76300049,86.8038327,95.10527768,8.30144498,0.022398477
9822,15852,-73.92675781,44.17259979,36.82473654,88.76177347,51.93703693,0.025368455
9823,15853,-73.86410522,44.27492142,73.82908299,94.22039692,20.39131394,0.00681376
9824,15854,-73.80123901,44.37720871,94.08390341,96.75343831,2.6695349,0.005088733
9825,15855,-73.73815918,44.47947311,96.24555041,97.45364035,1.208089943,0.005734492
9826,15856,-73.67483521,44.581707,96.89895678,97.43179304,0.532836267,0.004899372
9827,15857,-73.61126709,44.68389893,97.20215608,97.95538125,0.753225176,0.026801415
9829,15859,-73.48352051,44.88820267,98.40202823,98.99803812,0.59600989,0.017392255
9830,15860,-73.41925049,44.99029922,98.36027059,99.12479905,0.76452846,0.005116324
9878,15949,-76.82131958,38.67759705,99.03532211,99.27355876,0.238236646,0.004940244
9879,15950,-76.7689209,38.78076935,99.110428,99.30953294,0.199104946,0.004126127
9880,15951,-76.71633911,38.88394928,99.18647569,99.32876043,0.142284738,0.007777594
9881,15952,-76.66357422,38.98712158,99.26190114,99.33959174,0.077690598,0.035473208
9882,15953,-76.61065674,39.09028244,99.47774886,99.47533049,-0.002418374,0.023252867
9883,15954,-76.55755615,39.19343567,99.48445766,99.49517341,0.010715748,0.014748955
9884,15955,-76.50427246,39.29658127,99.48192263,99.50524035,0.023317722,0.009280864
9885,15956,-76.45083618,39.39972687,99.06842302,99.15169393,0.083270909,0.036858184
9886,15957,-76.39718628,39.50284958,98.84371423,99.03045732,0.186743083,0.005220741
9887,15958,-76.34338379,39.60597992,98.70336886,99.03557774,0.332208874,0.008199154
9888,15959,-76.28939819,39.70909119,98.57422675,98.99842461,0.424197855,0.014403482
9889,15960,-76.23522949,39.81219482,97.91003817,99.00244923,1.092411057,0.001333455
9890,15961,-76.18084717,39.91528702,96.5930988,98.95922926,2.366130462,0.005779325
9891,15962,-76.12631226,40.01836014,96.11776567,98.98577419,2.868008527,0.005146662
9892,15963,-76.07159424,40.12144852,95.90939657,99.04884553,3.139448965,0.013330263
9893,15964,-76.01669312,40.22450256,96.23455193,99.09818602,2.863634093,0.006982821
9894,15965,-75.96157837,40.3275528,99.36295622,99.4419153,0.078959089,0.021720307
9895,15966,-75.90631104,40.43059158,96.74931983,99.21763042,2.468310593,0.014161762
9896,15967,-75.85083008,40.53361511,96.31654932,99.20066472,2.884115394,0.044168502
9897,15968,-75.79516602,40.63662338,94.93175658,99.14783783,4.216081248,0.007413161
9898,15969,-75.73934937,40.73961639,95.23723588,99.20594618,3.968710298,0.003527497
9899,15970,-75.68328857,40.84259033,94.3199519,99.04974765,4.729795755,0.003950053
9900,15971,-75.6270752,40.94556808,93.26426108,98.64111175,5.376850663,0.00621563
9901,15972,-75.57067871,41.04852295,92.75876863,96.99458018,4.235811549,0.002321191
9902,15973,-75.51403809,41.15145874,90.72500866,93.98925341,3.264244744,0.043973975
9903,15974,-75.45724487,41.25437546,91.59779474,93.73039764,2.132602901,0.031628518
9904,15975,-75.40026855,41.3572731,94.74931736,97.16623686,2.416919492,0.014292807
9905,15976,-75.34307861,41.46017456,96.07785089,98.30089271,2.223041824,0.004674326
9906,15977,-75.28567505,41.56304169,96.43734289,98.36820795,1.930865063,0.005873888
9908,15979,-75.17028809,41.76871872,96.89800916,98.07314909,1.175139938,0.00343004
9909,15980,-75.11230469,41.87153625,96.000435,96.39906778,0.398632781,0.007009072
9910,15981,-75.05413818,41.97433472,93.30083831,93.60810812,0.30726981,0.009081959
9916,15987,-74.70074463,42.59066772,90.41551436,92.11203421,1.696519846,0.028061513
9917,15988,-74.6411438,42.6933136,94.76499707,92.4899361,-2.275060968,0.027357326
9918,15989,-74.58129883,42.79593277,97.21955065,97.01188049,-0.207670164,0.045963471
9920,15991,-74.46105957,43.00110245,97.42861106,97.96137623,0.532765169,0.010689181
9921,15992,-74.40057373,43.10364914,96.25816536,96.25996696,0.001801594,0.007829053
9922,15993,-74.33990479,43.20617294,95.41793747,95.76662121,0.348683746,0.004989107
9923,15994,-74.27905273,43.30866623,94.68752291,96.2206292,1.533106289,0.003454129
9924,15995,-74.21795654,43.41113281,91.42192514,95.35489282,3.932967687,0.039631816
9925,15996,-74.15661621,43.51358032,86.82535616,94.34055365,7.515197489,0.006834339
9926,15997,-74.09509277,43.61600113,88.02346797,95.06040248,7.036934511,0.00596293
9927,15998,-74.03335571,43.71838379,92.89508199,95.45029393,2.555211946,0.045748669
9928,15999,-73.97140503,43.82075119,93.30383471,95.76992254,2.466087826,0.042907718
9931,16002,-73.78417969,44.12765884,69.77783164,94.03660825,24.25877661,0.005872723
9932,16003,-73.72131348,44.22989273,87.36923987,94.91740025,7.548160377,0.004982824
9933,16004,-73.65826416,44.33211136,94.76625118,96.5539264,1.787675226,0.006805229
9934,16005,-73.5949707,44.43428802,97.20591796,97.75598515,0.550067187,0.007325103
9935,16006,-73.53143311,44.53643417,98.2540693,98.74880653,0.494737224,0.003434646
9938,16009,-73.33947754,44.8426857,98.63995745,99.25447496,0.61451751,0.018460253
9939,16010,-73.27502441,44.94469452,98.46958047,99.07330737,0.603726897,0.015758109
9989,16102,-76.53094482,38.945961,99.09963037,99.24439591,0.144765534,0.021466395
9990,16103,-76.47784424,39.04905319,99.1242418,99.27212785,0.147886041,0.010157439
9991,16107,-76.26361084,39.46131897,98.91707455,98.93256262,0.015488071,0.008737573
9992,16108,-76.20962524,39.56436157,98.89482654,99.00404897,0.109222424,0.010841774
9993,16109,-76.15545654,39.66740417,98.62717917,98.95481566,0.32763649,0.002063081
9994,16110,-76.10107422,39.77042389,98.10942109,98.87178229,0.762361204,0.035661243
9995,16111,-76.04653931,39.8734436,95.92600503,98.86102069,2.93501566,0.007171751
9996,16112,-75.99182129,39.97644424,95.29398781,98.87045071,3.576462898,0.021032412
9997,16113,-75.93688965,40.07943726,95.25670494,98.98635757,3.729652629,0.003434043
9998,16114,-75.88180542,40.18241882,96.03144105,99.05335238,3.021911326,0.006023134
9999,16115,-75.82650757,40.28539276,96.70794456,99.1687489,2.460804339,0.002675342
10000,16116,-75.77105713,40.38835526,96.56076849,99.12756872,2.566800234,0.002661525
10001,16117,-75.71539307,40.49129486,95.59579184,99.15017404,3.554382198,0.005673069
10002,16118,-75.6595459,40.59423065,95.72696633,99.12939211,3.402425789,0.002713773
10003,16119,-75.60351563,40.69715118,96.08807158,99.15123905,3.063167463,0.022074047
10004,16120,-75.54727173,40.80005264,95.37274583,99.17059711,3.797851285,0.005534393
10005,16121,-75.49087524,40.90293884,93.93732808,99.00383815,5.066510065,0.00989308
10006,16122,-75.43426514,41.00582123,92.57832363,98.67656222,6.09823859,0.004380489
10007,16123,-75.37744141,41.10866928,93.3646959,97.91581935,4.551123447,0.008143362
10008,16124,-75.32046509,41.21151352,93.06093706,96.68776834,3.626831279,0.009092079
10009,16125,-75.26327515,41.3143425,94.42114712,97.64281101,3.221663886,0.003997155
10010,16126,-75.20587158,41.4171524,96.14911978,98.55749385,2.408374074,0.001501136
10011,16127,-75.14831543,41.51993942,96.44695828,98.88767673,2.440718447,0.006711491
10012,16128,-75.09051514,41.62270737,97.06434362,98.89373844,1.829394824,0.007894346
10013,16129,-75.03253174,41.72546387,97.39195904,98.62855519,1.23659615,0.003960367
10014,16130,-74.97436523,41.82819366,95.84767551,95.53465765,-0.31301786,0.003980051
10015,16131,-74.91595459,41.93091202,91.25603242,92.14934803,0.89331561,0.00704224
10020,16136,-74.62103271,42.44417191,90.12141953,92.12255172,2.001132188,0.035683286
10021,16137,-74.56140137,42.54676437,93.49604105,92.42734297,-1.068698087,0.004814532
10022,16138,-74.50158691,42.64932632,96.21566588,94.28018764,-1.935478236,0.020354396
10023,16139,-74.44158936,42.75187302,97.57762928,97.43700727,-0.140622018,0.008821192
10025,16141,-74.32092285,42.95687485,98.12813605,98.75428849,0.626152442,0.019622467
10026,16142,-74.26025391,43.05934143,98.02166967,98.5292054,0.507535728,0.010151502
10027,16143,-74.19940186,43.16178894,97.59472902,97.6011252,0.006396187,0.003035372
10029,16145,-74.07702637,43.36658859,93.54527612,95.0329998,1.487723675,0.018923877
10030,16146,-74.01550293,43.46895599,92.53597434,95.32658495,2.790610606,0.010854087
10031,16147,-73.95376587,43.57128525,95.08507064,95.97675283,0.891682191,0.010268933
10032,16148,-73.8918457,43.67359161,97.07636393,97.03071772,-0.045646208,0.025436482
10033,16149,-73.82965088,43.77587128,96.51977377,96.48781806,-0.031955715,0.006989958
10034,16150,-73.76727295,43.87812424,94.70457926,95.85241381,1.147834547,0.005435149
10035,16151,-73.70465088,43.98034668,94.1224316,96.6702084,2.547776802,0.006580634
10036,16152,-73.6418457,44.08253479,95.36830988,96.91524851,1.546938636,0.003742339
10037,16153,-73.57879639,44.18468857,96.88092372,96.73168575,-0.14923797,0.002701752
10038,16154,-73.51550293,44.28682327,97.27570214,97.95064241,0.674940277,0.007807371
10039,16155,-73.45199585,44.38891602,98.14177251,98.66719123,0.52541872,0.008936965
10040,16156,-73.38824463,44.49098206,97.28710639,99.15838592,1.87127953,0.040443854
10041,16157,-73.3243103,44.59300995,97.46203118,99.18517614,1.723144959,0.001549229
