,X,lon,lat,epiraindiff,epirhdiff,epitdiff,finfmh,finfmf,finfmd,V12
9886,15957,-76.39718628,39.50284958,4.8671,0.49015,-0.77586,0.3970747,0.3763833,-0.0206914,0.005220741
9887,15958,-76.34338379,39.60597992,3.71748,0.30155,-0.70592,0.4142719,0.370098,-0.0441739,0.008199154
9888,15959,-76.28939819,39.70909119,2.5333,0.17844,-0.61409,0.4251252,0.3705423,-0.0545829,0.014403482
9889,15960,-76.23522949,39.81219482,1.98383,-0.42446,-0.56534,0.4691639,0.3792223,-0.0899416,0.001333455
9890,15961,-76.18084717,39.91528702,1.48344,-0.79482,-0.51021,0.4967041,0.3849111,-0.111793,0.005779325
9891,15962,-76.12631226,40.01836014,1.55644,-0.82233,-0.45644,0.4998325,0.3792588,-0.1205737,0.005146662
9892,15963,-76.07159424,40.12144852,-0.21185,-1.12022,-0.47116,0.505834,0.3728148,-0.1330192,0.013330263
9893,15964,-76.01669312,40.22450256,-2.30839,-1.07392,-0.58255,0.5013148,0.3647762,-0.1365386,0.006982821
9894,15965,-75.96157837,40.3275528,0.86805,0.71397,-0.80777,0.309191,0.2782107,-0.0309803,0.021720307
9895,15966,-75.90631104,40.43059158,-3.76524,-1.71713,-0.50384,0.489189,0.3423447,-0.1468443,0.014161762
9896,15967,-75.85083008,40.53361511,-5.7692,-1.85486,-0.369,0.5167241,0.3524917,-0.1642324,0.044168502
9897,15968,-75.79516602,40.63662338,-9.1234,-2.27465,-0.36543,0.5277031,0.3610539,-0.1666492,0.007413161
9898,15969,-75.73934937,40.73961639,-10.72989,-2.43401,-0.19402,0.5226553,0.3602723,-0.162383,0.003527497
9899,15970,-75.68328857,40.84259033,-9.71248,-2.40148,-0.05232,0.5603248,0.3872241,-0.1731007,0.003950053
9900,15971,-75.6270752,40.94556808,-14.46756,-2.94751,0.10052,0.6393597,0.4472332,-0.1921265,0.00621563
9901,15972,-75.57067871,41.04852295,-14.09896,-3.5442,0.42619,0.6919126,0.542996,-0.1489166,0.002321191
9902,15973,-75.51403809,41.15145874,-10.17003,-3.54013,0.54553,0.732221,0.6098056,-0.1224154,0.043973975
9903,15974,-75.45724487,41.25437546,-8.78534,-3.69476,0.57619,0.7067003,0.5962837,-0.1104166,0.031628518
9904,15975,-75.40026855,41.3572731,-8.22301,-3.84128,0.73604,0.6453647,0.5035927,-0.141772,0.014292807
9905,15976,-75.34307861,41.46017456,-10.11942,-3.70754,0.53598,0.5927165,0.4529142,-0.1398023,0.004674326
9906,15977,-75.28567505,41.56304169,-10.14465,-3.48875,0.51677,0.579686,0.4411964,-0.1384896,0.005873888
9908,15979,-75.17028809,41.76871872,-5.66272,-3.53046,0.42799,0.5664552,0.4644063,-0.1020489,0.00343004
9909,15980,-75.11230469,41.87153625,-4.72394,-3.33834,0.43066,0.6020646,0.5322019,-0.0698627,0.007009072
9910,15981,-75.05413818,41.97433472,-6.23468,-3.48051,0.52895,0.6791493,0.6189396,-0.0602097,0.009081959
9916,15987,-74.70074463,42.59066772,-3.48265,-3.47079,0.41144,0.6914015,0.6137226,-0.0776789,0.028061513
9917,15988,-74.6411438,42.6933136,-2.68981,-3.0523,0.35954,0.6211517,0.5850205,-0.0361312,0.027357326
9918,15989,-74.58129883,42.79593277,-1.28473,-2.79919,0.3704,0.5239696,0.4614553,-0.0625143,0.045963471
9920,15991,-74.46105957,43.00110245,-6.2627,-2.8011,0.32645,0.5108563,0.4473509,-0.0635054,0.010689181
9921,15992,-74.40057373,43.10364914,-11.0308,-3.63108,0.40639,0.5710213,0.5223019,-0.0487194,0.007829053
9922,15993,-74.33990479,43.20617294,-11.45911,-3.8131,0.63927,0.6036819,0.5311023,-0.0725796,0.004989107
9923,15994,-74.27905273,43.30866623,-10.63512,-3.95458,0.64711,0.6171175,0.5338188,-0.0832987,0.003454129
9924,15995,-74.21795654,43.41113281,-7.07642,-4.1683,0.77432,0.6618982,0.5569895,-0.1049087,0.039631816
9925,15996,-74.15661621,43.51358032,-3.93136,-4.03166,0.89778,0.7233161,0.5925101,-0.130806,0.006834339
9926,15997,-74.09509277,43.61600113,-3.6638,-3.71754,0.85548,0.7064352,0.5778984,-0.1285368,0.00596293
9927,15998,-74.03335571,43.71838379,-4.11284,-3.79568,0.7997,0.6268182,0.5539178,-0.0729004,0.045748669
9928,15999,-73.97140503,43.82075119,-3.00001,-4.03904,0.91919,0.6307319,0.5450379,-0.085694,0.042907718
9931,16002,-73.78417969,44.12765884,-6.78323,-3.89966,0.87941,0.8637964,0.6038285,-0.2599679,0.005872723
9932,16003,-73.72131348,44.22989273,-4.36236,-3.86481,0.75416,0.6969383,0.593224,-0.1037143,0.004982824
9933,16004,-73.65826416,44.33211136,-1.57113,-3.62817,0.7177,0.5766964,0.5276484,-0.049048,0.006805229
9934,16005,-73.5949707,44.43428802,-3.46497,-3.36927,0.39233,0.5000999,0.464342,-0.0357579,0.007325103
9935,16006,-73.53143311,44.53643417,1.57757,-3.02479,0.39368,0.4488887,0.3857692,-0.0631195,0.003434646
9938,16009,-73.33947754,44.8426857,1.02528,-2.80396,0.16606,0.4315132,0.3339539,-0.0975593,0.018460253
9939,16010,-73.27502441,44.94469452,3.98985,-2.65239,0.23823,0.4381649,0.3699129,-0.068252,0.015758109
9989,16102,-76.53094482,38.945961,7.19173,0.97537,-0.31267,0.3816216,0.3424833,-0.0391383,0.021466395
9990,16103,-76.47784424,39.04905319,9.35263,1.44866,-0.35707,0.3774754,0.333712,-0.0437634,0.010157439
9991,16107,-76.26361084,39.46131897,9.22901,1.09853,-0.48981,0.3935215,0.3899147,-0.0036068,0.008737573
9992,16108,-76.20962524,39.56436157,7.83205,1.01392,-0.71946,0.3973126,0.3819901,-0.0153225,0.010841774
9993,16109,-76.15545654,39.66740417,5.31981,0.28513,-0.80269,0.4211199,0.3775592,-0.0435607,0.002063081
9994,16110,-76.10107422,39.77042389,2.23828,-0.31803,-0.59721,0.4604836,0.3859197,-0.0745639,0.035661243
9995,16111,-76.04653931,39.8734436,-0.04838,-0.76598,-0.54717,0.5183804,0.3986025,-0.1197779,0.007171751
9996,16112,-75.99182129,39.97644424,-1.69239,-1.00257,-0.47742,0.5282138,0.3973545,-0.1308593,0.021032412
9997,16113,-75.93688965,40.07943726,-0.9412,-1.04732,-0.51124,0.5289758,0.3824129,-0.1465629,0.003434043
9998,16114,-75.88180542,40.18241882,0.00364,-1.00739,-0.49266,0.5033261,0.3682716,-0.1350545,0.006023134
9999,16115,-75.82650757,40.28539276,-1.13749,-1.22334,-0.52899,0.4873733,0.3539993,-0.133374,0.002675342
10000,16116,-75.77105713,40.38835526,-2.01163,-1.59581,-0.5418,0.5123377,0.3582782,-0.1540595,0.002661525
10001,16117,-75.71539307,40.49129486,-2.7157,-1.92226,-0.40224,0.5255354,0.363208,-0.1623274,0.005673069
10002,16118,-75.6595459,40.59423065,-6.94246,-2.31832,-0.35326,0.526949,0.3684154,-0.1585336,0.002713773
10003,16119,-75.60351563,40.69715118,-5.76918,-2.35631,-0.38321,0.5177382,0.3659129,-0.1518253,0.022074047
10004,16120,-75.54727173,40.80005264,-6.51875,-2.34797,-0.26864,0.5271711,0.3670531,-0.160118,0.005534393
10005,16121,-75.49087524,40.90293884,-8.26431,-2.20732,-0.04744,0.5727084,0.3985689,-0.1741395,0.00989308
10006,16122,-75.43426514,41.00582123,-16.664,-2.95809,0.30917,0.6356175,0.439132,-0.1964855,0.004380489
10007,16123,-75.37744141,41.10866928,-15.75373,-3.27635,0.58785,0.6556664,0.4957193,-0.1599471,0.008143362
10008,16124,-75.32046509,41.21151352,-10.82808,-3.49324,0.71924,0.6637955,0.5265819,-0.1372136,0.009092079
10009,16125,-75.26327515,41.3143425,-11.0848,-3.69854,0.7406,0.6329054,0.4914694,-0.141436,0.003997155
10010,16126,-75.20587158,41.4171524,-12.59912,-3.68764,0.54362,0.5794744,0.4321432,-0.1473312,0.001501136
10011,16127,-75.14831543,41.51993942,-11.93951,-3.61278,0.49584,0.5736634,0.3994289,-0.1742345,0.006711491
10012,16128,-75.09051514,41.62270737,-9.85731,-3.58213,0.43813,0.5568609,0.4039039,-0.152957,0.007894346
10013,16129,-75.03253174,41.72546387,-5.45526,-3.61665,0.30292,0.5518572,0.4391381,-0.1127191,0.003960367
10014,16130,-74.97436523,41.82819366,-7.20563,-3.36009,0.44067,0.6186944,0.56445,-0.0542444,0.003980051
10015,16131,-74.91595459,41.93091202,-8.75588,-3.77115,0.48489,0.7150651,0.6255319,-0.0895332,0.00704224
10020,16136,-74.62103271,42.44417191,-4.1784,-3.52041,0.45764,0.6986373,0.6151439,-0.0834934,0.035683286
10021,16137,-74.56140137,42.54676437,-5.3416,-3.48783,0.41323,0.6453256,0.5889282,-0.0563974,0.004814532
10022,16138,-74.50158691,42.64932632,-1.68521,-3.07443,0.39851,0.5680863,0.5314423,-0.036644,0.020354396
10023,16139,-74.44158936,42.75187302,-0.15745,-3.03554,0.3079,0.512009,0.4481495,-0.0638595,0.008821192
10025,16141,-74.32092285,42.95687485,-5.41763,-2.84656,0.29455,0.4845027,0.3965353,-0.0879674,0.019622467
10026,16142,-74.26025391,43.05934143,-7.07645,-3.28685,0.31113,0.4911328,0.4106648,-0.080468,0.010151502
10027,16143,-74.19940186,43.16178894,-9.34341,-3.65943,0.34338,0.5261515,0.472726,-0.0534255,0.003035372
10029,16145,-74.07702637,43.36658859,-12.01147,-4.08065,0.71685,0.6388876,0.5541393,-0.0847483,0.018923877
10030,16146,-74.01550293,43.46895599,-12.05803,-4.05062,0.73654,0.648409,0.5579381,-0.0904709,0.010854087
10031,16147,-73.95376587,43.57128525,-8.23019,-3.71943,0.62534,0.5966968,0.5254376,-0.0712592,0.010268933
10032,16148,-73.8918457,43.67359161,-6.6033,-3.81367,0.49014,0.538057,0.4828085,-0.0552485,0.025436482
10033,16149,-73.82965088,43.77587128,-2.91515,-3.7622,0.6265,0.557887,0.5094006,-0.0484864,0.006989958
10034,16150,-73.76727295,43.87812424,-3.15317,-4.05268,0.76052,0.5997873,0.5306496,-0.0691377,0.005435149
10035,16151,-73.70465088,43.98034668,-5.90017,-3.81382,0.85751,0.5994281,0.5248071,-0.074621,0.006580634
10036,16152,-73.6418457,44.08253479,-7.11549,-3.69841,0.72566,0.5744073,0.5120757,-0.0623316,0.003742339
10037,16153,-73.57879639,44.18468857,-7.05979,-3.59955,0.46224,0.5182103,0.4770187,-0.0411916,0.002701752
10038,16154,-73.51550293,44.28682327,-0.94447,-2.86594,0.37317,0.491319,0.4451565,-0.0461625,0.007807371
10039,16155,-73.45199585,44.38891602,1.53364,-2.82799,0.31103,0.4635374,0.3885115,-0.0750259,0.008936965
10040,16156,-73.38824463,44.49098206,-7.44741,-2.10708,0.34758,0.5001198,0.3513248,-0.148795,0.040443854
10041,16157,-73.3243103,44.59300995,-4.39164,-1.90653,0.33907,0.4992139,0.3560864,-0.1431275,0.001549229
10042,16158,-73.26013184,44.69501114,2.98045,-2.28221,0.21855,0.4415363,0.359018,-0.0825183,0.038898146
10043,16159,-73.19567871,44.79698563,-9.19033,-2.00804,0.39132,0.5125412,0.3823222,-0.130219,0.008889496
10044,16160,-73.13104248,44.89891052,0.93994,-2.92493,0.13156,0.4762414,0.380701,-0.0955404,0.008017824
10045,16161,-73.06616211,45.00080872,0.15021,-3.04824,0.21317,0.4833155,0.388368,-0.0949475,0.037396
10091,16255,-76.23809814,39.21364975,9.9284,0.66167,0.20748,0.70341,0.6787633,-0.0246467,0.036419022
10093,16257,-76.13024902,39.41960907,10.45344,1.78457,-0.3895,0.3873611,0.3854994,-0.0018617,0.042526776
10094,16259,-76.021698,39.62554169,5.58441,0.43704,-0.70268,0.400033,0.3669539,-0.0330791,0.011541183
10095,16260,-75.96713257,39.72848892,1.42343,-0.07943,-0.58685,0.4594908,0.3923711,-0.0671197,0.007423377
10096,16261,-75.91241455,39.8314209,-0.45938,-0.46247,-0.59243,0.5003679,0.4016069,-0.098761,0.014539417
10097,16262,-75.85748291,39.93435669,-0.10547,-0.60371,-0.55764,0.5086692,0.3940239,-0.1146453,0.002623238
10098,16263,-75.80239868,40.03726959,-1.6808,-0.72027,-0.47915,0.5105399,0.3838427,-0.1266972,0.005696372
10099,16264,-75.74710083,40.14017105,1.42096,-0.83366,-0.4708,0.4969369,0.3689987,-0.1279382,0.003894983
10100,16265,-75.69165039,40.2430687,-0.42301,-0.97091,-0.48916,0.4828629,0.3622015,-0.1206614,0.001329771
10101,16266,-75.63598633,40.34594345,-1.16613,-1.34627,-0.59405,0.5057695,0.359904,-0.1458655,0.027076592
10102,16267,-75.58013916,40.44881058,-3.30952,-1.88954,-0.4887,0.5250787,0.3594878,-0.1655909,0.006075124
10103,16268,-75.52410889,40.55167007,-2.19786,-2.0875,-0.44323,0.5089756,0.3557062,-0.1532694,0.003509899
10104,16269,-75.46786499,40.6545105,4.54857,0.54318,-0.88129,0.3290176,0.2724543,-0.0565633,0.034375371
10105,16270,-75.41143799,40.75732803,-5.35961,-2.30407,-0.36482,0.4972149,0.3519295,-0.1452854,0.010115525
10106,16271,-75.3548584,40.86013412,-8.42086,-2.52581,-0.3781,0.531509,0.3611823,-0.1703267,0.00755479
10107,16272,-75.29803467,40.9629364,-12.10361,-2.68804,-0.19122,0.5452896,0.3689114,-0.1763782,0.004626212
10108,16273,-75.24105835,41.06571579,-11.43594,-2.44434,0.02748,0.5745264,0.387208,-0.1873184,0.006165283
10109,16274,-75.18386841,41.16846848,-13.09195,-3.23875,0.23596,0.613743,0.4176709,-0.1960721,0.004068441
10110,16275,-75.12646484,41.27122498,-13.20759,-3.62361,0.47258,0.6297652,0.4655405,-0.1642247,0.002513036
10111,16276,-75.06890869,41.37395477,-15.25064,-3.95218,0.50011,0.591536,0.415943,-0.175593,0.006529578
10112,16277,-75.0111084,41.47666168,-11.90967,-3.6547,0.42896,0.5726513,0.4012644,-0.1713869,0.010019216
10113,16278,-74.953125,41.57935715,-7.11603,-3.61857,0.39913,0.5592175,0.4057789,-0.1534386,0.00426435
10114,16279,-74.8949585,41.68202209,-7.82025,-3.57472,0.38762,0.5641864,0.4590809,-0.1051055,0.001643104
10115,16280,-74.83660889,41.78468323,-11.11524,-3.47805,0.44542,0.6301016,0.5547874,-0.0753142,0.04760015
10116,16281,-74.77801514,41.88731384,-11.18673,-3.9265,0.44987,0.7374152,0.6277598,-0.1096554,0.030233783
10118,16283,-74.66027832,42.09251785,-2.84114,-3.74288,0.66157,0.8107097,0.6627926,-0.1479171,0.004991049
10119,16284,-74.60107422,42.19509506,-3.78346,-3.72691,0.56377,0.7665846,0.6432809,-0.1233037,0.041854432
10120,16285,-74.54168701,42.29764557,-5.45723,-3.77336,0.47856,0.7133912,0.614516,-0.0988752,0.003510267
10121,16286,-74.48208618,42.400177,-6.03399,-3.62763,0.45011,0.640799,0.59204,-0.048759,0.018193655
10122,16287,-74.42230225,42.50268555,-4.67119,-3.34976,0.43036,0.6064594,0.5747377,-0.0317217,0.004682947
10123,16288,-74.36227417,42.60516739,-3.09514,-3.14295,0.38077,0.5479296,0.503733,-0.0441966,0.007826749
10124,16289,-74.30206299,42.70763016,-1.93237,-3.16199,0.28205,0.5128545,0.4505995,-0.062255,0.0451243
10125,16290,-74.24163818,42.81006622,-2.71978,-3.06789,0.24359,0.4959173,0.4238016,-0.0721157,0.001392437
10126,16291,-74.18099976,42.91247177,-5.23255,-2.99324,0.2599,0.4793097,0.3975824,-0.0817273,0.007176684
10127,16292,-74.12011719,43.01486588,-4.94998,-3.34715,0.32557,0.4823848,0.377826,-0.1045588,0.006788229
10129,16294,-73.99780273,43.21954727,-12.91708,-3.94702,0.40456,0.567949,0.5256608,-0.0422882,0.001804085
10130,16295,-73.9362793,43.32186127,-13.04179,-3.93114,0.35322,0.5570696,0.5093052,-0.0477644,0.005855724
10131,16296,-73.87457275,43.42414093,-9.37305,-3.66129,0.34374,0.5340323,0.4808796,-0.0531527,0.008713729
10132,16297,-73.81265259,43.52639771,-6.8849,-3.57671,0.34684,0.5159253,0.4657486,-0.0501767,0.009303454
10133,16298,-73.75048828,43.62861633,-2.78896,-3.77613,0.2673,0.5056427,0.4493893,-0.0562534,0.017038224
10134,16299,-73.68814087,43.73081589,-1.47284,-3.8616,0.48999,0.5413963,0.4911174,-0.0502789,0.011747919
10135,16300,-73.62554932,43.83297729,-4.05804,-3.80552,0.53573,0.5503592,0.4763166,-0.0740426,0.007053774
10136,16301,-73.56274414,43.93511581,-5.67011,-3.3903,0.38583,0.4997072,0.4536635,-0.0460437,0.008942881
10137,16302,-73.49969482,44.03723145,-3.21206,-2.95829,0.33151,0.4631436,0.3882821,-0.0748615,0.04500619
10138,16303,-73.4364624,44.13930511,-2.18211,-2.96771,0.25783,0.4342481,0.3442226,-0.0900255,0.011124285
10139,16304,-73.37298584,44.2413559,-0.89664,-2.82087,0.19361,0.421757,0.3416359,-0.0801211,0.007944902
10140,16305,-73.30926514,44.3433609,-6.08151,-1.86854,0.3714,0.4981063,0.3691991,-0.1289072,0.013031204
10141,16306,-73.24533081,44.44534683,-7.9267,-1.79747,0.33847,0.5131074,0.3808527,-0.1322547,0.00424719
10142,16307,-73.18115234,44.54729462,3.15855,-3.08036,0.16806,0.4255925,0.3336629,-0.0919296,0.000602143
10143,16308,-73.11676025,44.64920807,2.19411,-3.15002,0.17439,0.4686821,0.3848791,-0.083803,0.004647491
10145,16310,-72.98730469,44.85294342,-1.80975,-3.28086,0.17358,0.5080122,0.431278,-0.0767342,0.043339674
10146,16311,-72.92218018,44.95475388,-0.29169,-3.55581,0.17921,0.5119162,0.4290061,-0.0829101,0.006112778
10193,16401,-76.31951904,38.76021576,10.4109,0.63025,0.68414,0.7409259,0.7165792,-0.0243467,0.040049853
10194,16403,-76.21273804,38.96608734,10.41111,0.30818,0.42489,0.7009164,0.6889187,-0.0119977,0.02617926
10195,16405,-76.10522461,39.17192841,5.87097,1.44152,-0.40013,0.3854109,0.3772974,-0.0081135,0.005682141
10196,16406,-76.05123901,39.27483368,6.55584,1.39915,-0.43942,0.3802913,0.3755752,-0.0047161,0.021403819
10197,16409,-75.88812256,39.58351135,5.07704,0.90594,-0.54793,0.3838088,0.3522849,-0.0315239,0.008448246
10198,16410,-75.83337402,39.68638229,1.42998,0.55183,-0.74734,0.4047295,0.3764679,-0.0282616,0.010988275
10199,16411,-75.77844238,39.78924179,0.21742,0.14985,-0.69276,0.4326249,0.3720301,-0.0605948,0.002944865
10200,16412,-75.72335815,39.89208984,0.73652,-0.06896,-0.64726,0.4506935,0.373484,-0.0772095,0.00595315
10201,16413,-75.66809082,39.99492264,-0.34234,-0.51005,-0.61759,0.4682213,0.3738596,-0.0943617,0.013002719
10202,16414,-75.61260986,40.09775543,1.17564,-0.55046,-0.60443,0.4585911,0.3585182,-0.1000729,0.003745571
10203,16415,-75.5569458,40.20056915,-1.55005,-1.02261,-0.60544,0.4625566,0.3599972,-0.1025594,0.00500682
10204,16416,-75.50109863,40.30337524,-1.76947,-1.0997,-0.6043,0.4764571,0.3650943,-0.1113628,0.023967011
10205,16417,-75.44506836,40.40616226,-0.70313,-1.5563,-0.57521,0.5106283,0.3583,-0.1523283,0.006738243
10206,16418,-75.38882446,40.50893021,-0.41757,-1.79674,-0.55331,0.5014906,0.3574453,-0.1440453,0.00565122
10207,16419,-75.33242798,40.61169815,-0.68848,-1.92386,-0.51913,0.4958835,0.3393774,-0.1565061,0.012240348
10208,16420,-75.27581787,40.71442795,-3.52886,-2.31016,-0.40434,0.5053971,0.3607797,-0.1446174,0.032682956
10209,16421,-75.21899414,40.81716919,-7.71581,-2.81693,-0.39401,0.5387156,0.378039,-0.1606766,0.04312553
10210,16422,-75.16201782,40.91988754,-9.46413,-2.70112,-0.23609,0.5237723,0.3492321,-0.1745402,0.002616504
10211,16423,-75.10482788,41.02257919,-10.61917,-3.13219,-0.31964,0.5306928,0.3569503,-0.1737425,0.006544802
10212,16424,-75.04745483,41.12527084,-9.14902,-2.70741,-0.03858,0.5681714,0.3809527,-0.1872187,0.006157181
10213,16425,-74.98986816,41.22793961,-12.53297,-3.69443,0.22768,0.591721,0.3906006,-0.2011204,0.005726912
10214,16426,-74.93212891,41.33058548,-12.55745,-3.87245,0.27079,0.5715939,0.3636232,-0.2079707,0.006369529
10215,16427,-74.87414551,41.43321609,-11.50499,-3.59872,0.29172,0.5753392,0.3980063,-0.1773329,0.005029911
10216,16428,-74.815979,41.53582001,-9.1465,-3.70845,0.38483,0.5754802,0.4328897,-0.1425905,0.004139845
10217,16429,-74.75762939,41.6384201,-12.17509,-3.7385,0.41789,0.5924898,0.4797892,-0.1127006,0.006842217
10220,16432,-74.58129883,41.94607544,-10.25791,-4.12948,0.67469,0.8618464,0.6867122,-0.1751342,0.005620585
10221,16433,-74.52212524,42.04859543,-10.07151,-4.30065,0.90271,0.9052859,0.7254502,-0.1798357,0.00452782
10222,16434,-74.46276855,42.15109253,-8.34833,-4.01379,0.65779,0.7849037,0.6543213,-0.1305824,0.028689495
10223,16435,-74.40316772,42.25355911,-7.25451,-4.01995,0.49707,0.7119062,0.6196177,-0.0922885,0.024137986
10224,16436,-74.34338379,42.35600662,-6.60568,-3.89529,0.47746,0.654419,0.5983442,-0.0560748,0.043858438
10225,16437,-74.28338623,42.45842361,-6.59332,-3.44462,0.47322,0.6127807,0.5772612,-0.0355195,0.017432913
10227,16439,-74.16275024,42.66320801,-4.39991,-3.30146,0.36611,0.5416112,0.4874412,-0.05417,0.005818596
10228,16440,-74.10211182,42.76556778,-3.83359,-3.2152,0.21127,0.49381,0.3942941,-0.0995159,0.003184499
10229,16441,-74.04129028,42.86790085,-4.6035,-3.18077,0.21765,0.4722144,0.366096,-0.1061184,0.005046106
10230,16442,-73.98022461,42.97019958,-3.25579,-3.10594,0.19241,0.4636403,0.357411,-0.1062293,0.007987349
10231,16443,-73.91897583,43.07247543,-6.8829,-3.29275,0.29074,0.4743907,0.3737347,-0.100656,0.006315581
10232,16444,-73.85748291,43.17473221,-10.964,-3.41903,0.30388,0.4907334,0.3811753,-0.1095581,0.002285153
10233,16445,-73.79577637,43.27695847,-9.96403,-3.49055,0.28876,0.4781488,0.3795054,-0.0986434,0.00672365
10234,16446,-73.73388672,43.37915421,-9.43698,-3.52681,0.23801,0.4771324,0.3874202,-0.0897122,0.004819041
10235,16447,-73.67175293,43.48132324,-4.98387,-3.09522,0.25801,0.4765341,0.402814,-0.0737201,0.00793413
10236,16448,-73.60940552,43.58346558,-3.12392,-3.36626,0.2689,0.503882,0.4415922,-0.0622898,0.015149747
10237,16449,-73.54684448,43.68557739,-2.76818,-3.55864,0.24758,0.5196735,0.4359406,-0.0837329,0.002269034
10238,16450,-73.48406982,43.78766632,-2.9853,-3.01307,0.2368,0.4978195,0.4096538,-0.0881657,0.019451305
10239,16451,-73.42105103,43.88972473,-3.01556,-2.45543,0.21711,0.4472503,0.3881034,-0.0591469,0.041103082
10240,16452,-73.35778809,43.99174118,-2.13747,-2.21152,0.14798,0.4182678,0.3467717,-0.0714961,0.035547572
10241,16453,-73.29434204,44.09373474,-0.16034,-2.03699,0.06393,0.4049131,0.3464931,-0.05842,0.002999944
10242,16454,-73.23065186,44.19569397,2.05073,-1.91077,0.0761,0.4273563,0.3744116,-0.0529447,0.025458308
10243,16455,-73.16674805,44.29763412,2.38289,-1.71179,0.08935,0.4523623,0.4046976,-0.0476647,0.007593658
10244,16456,-73.1026001,44.39953232,1.56823,-2.54323,0.16291,0.4836799,0.4160766,-0.0676033,0.018715803
10245,16457,-73.03823853,44.50139236,-0.85138,-3.25514,0.26093,0.5228334,0.4615806,-0.0612528,0.003184575
10246,16458,-72.97363281,44.60323334,0.73657,-3.78818,0.40038,0.5670184,0.4931279,-0.0738905,0.047931314
10250,16462,-72.71295166,45.01021194,0.50685,-4.18175,0.56593,0.6245032,0.5057088,-0.1187944,0.023103884
10284,16537,-76.91827393,37.27810287,5.87431,-0.11741,0.58866,0.398384,0.4127285,0.0143445,0.036952343
10292,16550,-76.24090576,38.61577606,10.58149,0.83285,0.68726,0.7492631,0.7340981,-0.015165,0.049982941
10293,16551,-76.18759155,38.718647,10.60195,0.61057,0.71282,0.7407713,0.7333275,-0.0074438,0.033143675
10294,16552,-76.13409424,38.8215065,9.20374,1.19183,-0.09332,0.4294118,0.4215203,-0.0078915,0.007477697
10295,16553,-76.08044434,38.92434692,7.74447,1.44633,-0.20374,0.4031059,0.3899901,-0.0131158,0.024153974
10296,16554,-76.02661133,39.02720261,6.21064,1.43626,-0.39577,0.3791444,0.3732555,-0.0058889,0.003663056
10297,16555,-75.97259521,39.13004303,5.0951,1.46194,-0.42519,0.361776,0.3488143,-0.0129617,0.008223367
10298,16556,-75.918396,39.23287582,6.25126,1.40564,-0.38522,0.3640563,0.3675326,0.0034763,0.007282727
10299,16557,-75.86401367,39.33569336,8.59345,1.40381,-0.40527,0.3678746,0.3711636,0.003289,0.005698155
10300,16558,-75.80944824,39.43851089,9.31767,1.34074,-0.39567,0.3729737,0.3671162,-0.0058575,0.012445738
10301,16559,-75.75469971,39.54130554,7.57395,1.29122,-0.42314,0.3726236,0.3640877,-0.0085359,0.010994711
10302,16560,-75.69979858,39.644104,3.35338,1.16519,-0.52209,0.3843856,0.3731421,-0.0112435,0.027162285
10303,16561,-75.64471436,39.74688339,2.86143,0.68484,-0.71371,0.3958327,0.3722735,-0.0235592,0.020532875
10304,16562,-75.5894165,39.84965134,1.34872,0.15939,-0.75374,0.4190006,0.3631116,-0.055889,0.008928294
10305,16563,-75.53393555,39.95241547,3.73004,-0.16001,-0.66374,0.4251668,0.3617707,-0.0633961,0.006439857
10306,16564,-75.47827148,40.05516052,3.18828,-0.26502,-0.6536,0.4168309,0.3560453,-0.0607856,0.004668505
10307,16565,-75.42242432,40.15789413,2.31154,-0.52433,-0.67722,0.4218931,0.3477495,-0.0741436,0.023132418
10308,16566,-75.36639404,40.26062775,1.89495,-1.0345,-0.5973,0.4624229,0.3556062,-0.1068167,0.009627079
10309,16567,-75.31018066,40.36332321,3.00997,-1.35661,-0.69553,0.4925778,0.363274,-0.1293038,0.005981977
10310,16568,-75.25375366,40.46603012,1.60972,-1.47328,-0.55531,0.5090367,0.3564942,-0.1525425,0.005672916
10311,16569,-75.19714355,40.56870651,-1.74227,-1.90062,-0.60467,0.4968008,0.3488533,-0.1479475,0.007475201
10312,16570,-75.14038086,40.67137909,-0.7839,-2.51282,-0.53447,0.4999332,0.3436488,-0.1562844,0.035142916
10313,16571,-75.08337402,40.77402115,-3.60074,-2.68567,-0.35786,0.5171793,0.3592381,-0.1579412,0.000760612
10314,16572,-75.02618408,40.87666321,-6.19351,-3.00394,-0.35418,0.5232082,0.3568897,-0.1663185,0.005668615
10315,16573,-74.96881104,40.97928238,-10.03216,-3.38063,-0.23658,0.5360102,0.3517405,-0.1842697,0.009469448
10316,16574,-74.91125488,41.08189392,-10.39897,-3.44404,-0.27828,0.5450852,0.3613974,-0.1836878,0.006151467
10317,16575,-74.85348511,41.18447495,-11.88177,-3.33937,0.00061,0.5506482,0.3579392,-0.192709,0.002935191
10318,16576,-74.79553223,41.28704071,-11.89537,-3.31083,-0.00746,0.5419407,0.360976,-0.1809647,0.004869984
10319,16577,-74.73736572,41.38959122,-11.55745,-3.67353,0.15798,0.5591437,0.3835965,-0.1755472,0.00766192
10320,16578,-74.67901611,41.49212265,-11.19019,-3.50028,0.35091,0.5920424,0.418292,-0.1737504,0.005511957
10321,16579,-74.62045288,41.59463882,-14.82744,-3.50351,0.45071,0.5920488,0.4302235,-0.1618253,0.003010847
10322,16580,-74.56167603,41.69713211,-18.74821,-3.56699,0.39223,0.5819797,0.4316752,-0.1503045,0.006989596
