,X,lon,lat,epiraindiff,epirhdiff,epitdiff,finfmh,finfmf,finfmd,V12
7349,12065,-79.53756714,41.36237717,-4.25705,-3.24884,0.64177,0.7195515,0.4824982,-0.2370533,0.006945528
7350,12066,-79.48754883,41.46735001,-4.9156,-3.23308,0.79627,0.7184026,0.4868018,-0.2316008,0.004495942
7351,12067,-79.43734741,41.57229614,-4.50877,-3.04976,0.66237,0.7176799,0.5081338,-0.2095461,0.005984779
7352,12068,-79.38696289,41.67724228,-3.6013,-3.18196,0.66795,0.7201913,0.5328733,-0.187318,0.005849605
7353,12069,-79.33639526,41.7821846,-1.76781,-2.88822,0.68225,0.7196418,0.5448178,-0.174824,0.004261091
7354,12070,-79.28564453,41.88710403,0.9281,-2.66265,0.68176,0.708312,0.5569731,-0.1513389,0.007966207
7355,12071,-79.23474121,41.9920311,0.19922,-2.57724,0.62458,0.7047085,0.5590333,-0.1456752,0.034991536
7357,12073,-79.13238525,42.20182037,-2.48547,-2.27233,0.56047,0.7271241,0.5925247,-0.1345994,0.042830857
7359,12075,-79.02926636,42.41156006,-3.37551,-2.53198,0.58538,0.6867745,0.5248833,-0.1618912,0.038670351
7360,12076,-78.97744751,42.5164032,-10.05879,-2.55868,0.45541,0.6307126,0.4564262,-0.1742864,0.006939138
7367,12083,-78.60946655,43.24991226,-5.00804,-2.13049,0.30632,0.4705053,0.3488288,-0.1216765,0.047902053
7420,12200,-80.13092041,39.75046539,-4.60717,-1.75202,-0.16425,0.6595543,0.4293064,-0.2302479,0.006173635
7421,12201,-80.08322144,39.85545349,-4.90284,-1.6037,-0.17998,0.6390184,0.4136908,-0.2253276,0.00265544
7425,12205,-79.89074707,40.27538681,-2.57742,-1.28455,-0.22768,0.5477738,0.3806913,-0.1670825,0.015698865
7426,12206,-79.84222412,40.38035202,2.28475,0.9157,-0.62018,0.3106744,0.2744461,-0.0362283,0.048867351
7427,12207,-79.79351807,40.48531342,-0.23694,0.30496,-0.60093,0.3190137,0.2738264,-0.0451873,0.038735306
7428,12208,-79.74465942,40.59028244,0.18454,-2.20571,-0.08559,0.5764399,0.4013895,-0.1750504,0.026888923
7429,12209,-79.69561768,40.69523621,-2.46324,-2.2378,0.01534,0.6158806,0.4136721,-0.2022085,0.004174904
7430,12210,-79.64642334,40.80018234,-1.68393,-2.5363,0.2354,0.6464441,0.42777,-0.2186741,0.007312897
7431,12211,-79.5970459,40.90511703,-2.24438,-2.84275,0.19288,0.6610278,0.4273669,-0.2336609,0.003525851
7432,12212,-79.54748535,41.01005554,-1.98289,-2.8548,0.30588,0.6653636,0.4288027,-0.2365609,0.011170396
7433,12213,-79.49777222,41.1149826,-1.68833,-2.92974,0.44603,0.6739548,0.4447687,-0.2291861,0.003593961
7434,12214,-79.44787598,41.21989059,-2.62855,-3.02621,0.46818,0.7040577,0.4657699,-0.2382878,0.007153789
7435,12215,-79.39779663,41.3248024,-3.14082,-3.2385,0.64532,0.7244412,0.4823067,-0.2421345,0.004409751
7436,12216,-79.3475647,41.42969894,-6.3994,-3.23062,0.75511,0.7214689,0.497784,-0.2236849,0.005990862
7437,12217,-79.29711914,41.53458405,-5.95081,-3.26467,0.6501,0.7278126,0.5146959,-0.2131167,0.005965592
7438,12218,-79.24655151,41.6394577,-3.63155,-3.19184,0.67326,0.7399753,0.5483514,-0.1916239,0.004076439
7439,12219,-79.19577026,41.74433517,-1.04987,-3.04786,0.68538,0.7302605,0.5568908,-0.1733697,0.008223338
7440,12220,-79.14480591,41.84917831,0.22386,-2.82537,0.63529,0.7160991,0.5594599,-0.1566392,0.002305841
7441,12221,-79.09368896,41.95402908,-1.96579,-2.65119,0.6652,0.7202174,0.5847494,-0.135468,0.007716444
7442,12222,-79.0423584,42.05884933,-1.12295,-2.46928,0.61226,0.7239117,0.5922597,-0.131652,0.031152959
7443,12223,-78.99087524,42.16366959,-0.03695,-2.34337,0.58882,0.7298022,0.596337,-0.1334652,0.029160057
7444,12224,-78.93920898,42.26847458,1.67776,-2.24722,0.59578,0.7303818,0.6016155,-0.1287663,0.036760959
7496,12339,-80.51092529,38.55951691,-4.72804,-2.18449,-0.04109,0.7907067,0.5348291,-0.2558776,0.007732609
7497,12340,-80.4647522,38.66446304,-6.01672,-1.81247,-0.03869,0.7463807,0.5127567,-0.233624,0.026421567
7498,12341,-80.41842651,38.76937866,-6.39085,-1.79472,-0.07091,0.7528586,0.5054464,-0.2474122,0.021102368
7507,12350,-79.9944458,39.71376038,-3.29541,-1.6471,-0.16945,0.6492601,0.4273385,-0.2219216,0.038265958
7508,12351,-79.9465332,39.81867981,-4.42659,-1.69907,-0.19866,0.6252288,0.418277,-0.2069518,0.043317784
7511,12354,-79.80181885,40.13342285,-3.39541,-1.67826,-0.21006,0.6148654,0.4137234,-0.201142,0.004984905
7513,12356,-79.70452881,40.34323502,-6.16213,-1.93923,-0.16364,0.5812607,0.3822473,-0.1990134,0.005981607
7514,12357,-79.65560913,40.44812775,-5.73283,-2.17509,-0.11706,0.5878681,0.4073566,-0.1805115,0.039393982
7515,12358,-79.60653687,40.55302429,-3.1049,-2.42201,-0.07103,0.6135006,0.4194988,-0.1940018,0.014980831
7516,12359,-79.55728149,40.65789413,-4.86917,-2.4652,0.05142,0.6261834,0.4221473,-0.2040361,0.007949952
7517,12360,-79.50787354,40.76277924,-4.89869,-2.70177,0.0705,0.6479347,0.4281738,-0.2197609,0.008580889
7518,12361,-79.45828247,40.86765289,-3.79957,-3.07418,0.22336,0.6598786,0.4265746,-0.233304,0.013091835
7519,12362,-79.4085083,40.97251129,-0.73572,-3.03163,0.32203,0.678292,0.4337747,-0.2445173,0.002943194
7520,12363,-79.35858154,41.07735825,0.00534,-3.0375,0.4557,0.6868312,0.4549611,-0.2318701,0.009481879
7521,12364,-79.30847168,41.1822052,-2.07426,-3.12099,0.4851,0.7159311,0.4779482,-0.2379829,0.003945905
7522,12365,-79.25820923,41.28704071,-2.20485,-3.33753,0.6564,0.7277325,0.4881658,-0.2395667,0.012856905
7523,12366,-79.20776367,41.39187241,-5.82591,-3.3315,0.6755,0.7383142,0.52457,-0.2137442,0.016712704
7526,12369,-79.05532837,41.7062912,-2.9356,-2.97521,0.68174,0.7438662,0.5735919,-0.1702743,0.031785211
7527,12370,-79.00415039,41.81106949,-4.15464,-2.86829,0.66807,0.7370146,0.5914815,-0.1455331,0.005807465
7528,12371,-78.95281982,41.91583633,-3.71736,-2.78435,0.61714,0.7446222,0.5988628,-0.1457594,0.006431949
7529,12372,-78.90127563,42.02059937,-0.99334,-2.50167,0.66164,0.7429588,0.6255083,-0.1174505,0.004321777
7530,12373,-78.84954834,42.12534714,-0.60144,-2.43413,0.62438,0.7380792,0.6237941,-0.1142851,0.004434701
7531,12374,-78.79766846,42.23007202,-0.07599,-2.30682,0.67049,0.7437721,0.6371895,-0.1065826,0.011084988
7532,12375,-78.74560547,42.33479691,-0.96499,-2.30171,0.6345,0.7399763,0.6397744,-0.1002019,0.046108886
7583,12489,-80.37680054,38.52339935,-10.39302,-2.68416,0.05827,0.8727556,0.6693354,-0.2034202,0.040539827
7584,12490,-80.33044434,38.62825775,-12.54259,-2.64695,0.0236,0.885464,0.6787591,-0.2067049,0.002253276
7585,12491,-80.28393555,38.73312378,-8.05119,-2.71494,0.00212,0.8751827,0.6630975,-0.2120852,0.027917483
7586,12492,-80.23724365,38.83799362,-3.06099,-2.40501,-0.1648,0.8255755,0.5689662,-0.2566093,0.004169334
7589,12495,-80.09628296,39.15257645,-4.2697,-2.06771,-0.16783,0.7304387,0.4848175,-0.2456212,0.0395694
7592,12498,-79.95388794,39.46715927,-7.20123,-2.41422,-0.03571,0.7676432,0.5124531,-0.2551901,0.042476711
7593,12499,-79.90609741,39.57202148,-4.79438,-2.22836,-0.09171,0.7460178,0.4979542,-0.2480636,0.018073455
7594,12500,-79.8581543,39.67687225,-6.4867,-1.84081,-0.20679,0.6955012,0.4687965,-0.2267047,0.027009341
7595,12501,-79.81002808,39.78172684,-8.36418,-1.85624,-0.2276,0.7035499,0.4686603,-0.2348896,0.048808112
7598,12504,-79.66467285,40.09626389,-7.60214,-1.86033,-0.18331,0.6466843,0.4293366,-0.2173477,0.01439606
7601,12507,-79.51785278,40.41075897,-8.75597,-2.53208,0.00702,0.6351787,0.406657,-0.2285217,0.005663593
7602,12508,-79.46856689,40.51557541,-6.85947,-2.74168,-0.06148,0.6390783,0.4229133,-0.216165,0.017290079
7603,12509,-79.41912842,40.62039185,-8.75523,-2.69712,0.04137,0.6668107,0.4342034,-0.2326073,0.004172837
7604,12510,-79.36950684,40.72520065,-8.93998,-2.92178,0.09647,0.6744322,0.43585,-0.2385822,0.007386771
7605,12511,-79.31970215,40.82998657,-5.33758,-3.21579,0.22183,0.6835669,0.4392561,-0.2443108,0.003345838
7606,12512,-79.26971436,40.93478394,-2.26919,-3.18178,0.36623,0.6885308,0.4467044,-0.2418264,0.007859003
7607,12513,-79.21960449,41.03957367,0.32967,-3.18289,0.44498,0.7013973,0.4658365,-0.2355608,0.003182597
7608,12514,-79.16928101,41.14434052,-1.31446,-3.23867,0.5068,0.7294425,0.4860689,-0.2433736,0.007120733
7609,12515,-79.11877441,41.24910355,-6.61628,-3.44938,0.68463,0.7431786,0.5135362,-0.2296424,0.005018826
7610,12516,-79.06811523,41.35385513,-5.50628,-3.41152,0.73879,0.7404528,0.5226133,-0.2178395,0.004809582
7611,12517,-79.01727295,41.45860672,-5.65586,-3.34408,0.60763,0.7438295,0.5426537,-0.2011758,0.006214799
7613,12519,-78.91503906,41.6680603,-5.20576,-2.82682,0.67373,0.760229,0.604665,-0.155564,0.011014582
7614,12520,-78.86364746,41.77277756,-4.63334,-2.81099,0.72027,0.7646084,0.6297693,-0.1348391,0.007875535
7615,12521,-78.81210327,41.87747574,-1.73782,-2.76088,0.8149,0.7844299,0.6422614,-0.1421685,0.004231771
7616,12522,-78.76037598,41.98216248,0.46203,-2.65062,0.82015,0.7751709,0.6442206,-0.1309503,0.004463672
7617,12523,-78.70843506,42.08683395,1.24034,-2.46085,0.71641,0.7478074,0.6452643,-0.1025431,0.009201767
7618,12524,-78.65634155,42.19149017,-1.74592,-2.46673,0.73418,0.7511955,0.6425939,-0.1086016,0.00313207
7628,12534,-78.12496948,43.23725891,-1.91759,-2.17977,0.39948,0.465747,0.3494428,-0.1163042,0.024297094
7656,12625,-80.87866211,37.02038574,-0.27252,-1.62702,0.26322,0.651341,0.5124092,-0.1389318,0.042469045
7660,12629,-80.70001221,37.4393425,0.0929,-2.52057,-0.04363,0.7093259,0.5254049,-0.183921,0.042426375
7664,12633,-80.51898193,37.85839844,-2.60752,-2.04329,-0.04811,0.7582016,0.5360238,-0.2221778,0.039904153
7665,12634,-80.47332764,37.96318054,-2.68578,-1.65481,0.14734,0.8172106,0.6005873,-0.2166233,0.02200425
7674,12643,-80.05566406,38.9062767,-3.42903,-2.80021,-0.01621,0.8334296,0.5906314,-0.2427982,0.005491954
7680,12649,-79.7701416,39.53503418,-8.85916,-3.08128,-0.12696,0.8029568,0.568041,-0.2349158,0.049649023
7681,12650,-79.72198486,39.6398201,-8.77,-3.17892,-0.07157,0.8002546,0.5603993,-0.2398553,0.015151842
7682,12651,-79.67367554,39.7446022,-12.17928,-3.25233,0.13975,0.8341807,0.5945404,-0.2396403,0.002943062
7683,12652,-79.62518311,39.84938049,-9.26911,-3.13492,0.12812,0.8211127,0.5779737,-0.243139,0.009078796
7684,12653,-79.57653809,39.9541626,-7.85318,-2.79193,0.05858,0.7565682,0.5132235,-0.2433447,0.001180117
7685,12654,-79.52770996,40.05892944,-11.23428,-2.68188,-0.03652,0.7302364,0.4833576,-0.2468788,0.00915488
7686,12655,-79.47875977,40.16369629,-11.4754,-2.73489,-0.04225,0.7170361,0.4688015,-0.2482346,0.014184076
7687,12656,-79.42959595,40.26845169,-8.51485,-2.72692,-0.1078,0.683942,0.43122,-0.252722,0.015188854
7688,12657,-79.38024902,40.37320709,-8.50071,-2.72814,-0.01121,0.6573011,0.4213331,-0.235968,0.004944526
7689,12658,-79.33078003,40.47796249,-8.04529,-3.02723,-0.02191,0.6606813,0.4340055,-0.2266758,0.022343727
7690,12659,-79.28112793,40.58269501,-6.76441,-2.98259,0.05333,0.681033,0.4538373,-0.2271957,0.011103858
7691,12660,-79.23129272,40.68742752,-9.04209,-3.19702,0.20214,0.6931086,0.447935,-0.2451736,0.026658209
7692,12661,-79.18127441,40.79215622,-7.62679,-3.37957,0.25995,0.698917,0.4509233,-0.2479937,0.01215616
7693,12662,-79.13110352,40.89686966,-6.32415,-3.40149,0.4571,0.7057073,0.4621536,-0.2435537,0.004309563
7694,12663,-79.08074951,41.00159836,-1.65153,-3.34478,0.48604,0.7163627,0.4896001,-0.2267626,0.006597732
7695,12664,-79.03024292,41.10630035,-3.40308,-3.28114,0.53066,0.7327205,0.4990099,-0.2337106,0.004752858
7696,12665,-78.97952271,41.21099091,-7.02734,-3.38289,0.67707,0.750979,0.5203345,-0.2306445,0.005738821
7697,12666,-78.9286499,41.3156662,-8.82328,-3.6024,0.61565,0.7436211,0.5327902,-0.2108309,0.005202274
7698,12667,-78.87759399,41.42034531,-7.13466,-3.4874,0.6265,0.7483117,0.5471157,-0.201196,0.006674744
7700,12669,-78.77496338,41.62965393,-6.41282,-2.90231,0.71205,0.777902,0.625554,-0.152348,0.041963989
7701,12670,-78.72335815,41.73429871,-4.10948,-2.65545,0.82697,0.8038268,0.6523204,-0.1515064,0.003767925
7702,12671,-78.67156982,41.83892441,-2.56421,-2.80471,0.84223,0.7907367,0.6512259,-0.1395108,0.021615973
7703,12672,-78.61962891,41.94353485,-2.31411,-2.62299,0.78899,0.7509554,0.6306766,-0.1202788,0.008921026
7704,12673,-78.56750488,42.04814148,-0.71825,-2.47627,0.72673,0.7261759,0.6225799,-0.103596,0.01036358
7705,12674,-78.51516724,42.15272522,-3.24273,-2.42187,0.67066,0.7255248,0.6248053,-0.1007195,0.005118565
7706,12675,-78.462677,42.25729752,-3.61958,-2.30291,0.73995,0.7622169,0.6360807,-0.1261362,0.004031737
7707,12676,-78.40997314,42.36186981,-4.34146,-2.41774,0.74627,0.7705101,0.649799,-0.1207111,0.021504124
7716,12685,-77.92724609,43.3021698,-3.34879,-1.91628,0.22369,0.4571264,0.3464138,-0.1107126,0.028083187
7747,12778,-80.61322021,37.2988739,-0.02293,-1.95928,-0.0495,0.702634,0.5445142,-0.1581198,0.047755017
7748,12779,-80.56814575,37.40355682,-1.84301,-2.37061,-0.01647,0.8016293,0.5943447,-0.2072846,0.009390405
7749,12780,-80.5229187,37.508255,-2.17402,-2.47903,0.00871,0.8087779,0.6033546,-0.2054233,0.02652364
7750,12781,-80.47753906,37.61293793,-2.01861,-2.40188,0.10373,0.7780628,0.5794588,-0.198604,0.044733795
7754,12785,-80.29452515,38.03176498,-3.77634,-1.46421,0.19678,0.8049042,0.6068997,-0.1980045,0.040456812
7758,12789,-80.10903931,38.450634,-4.47689,-2.98038,0.88727,0.9604756,0.8424956,-0.11798,0.021664055
7760,12791,-80.01538086,38.66007614,-5.8855,-3.16912,0.52842,0.9176363,0.787985,-0.1296513,0.039922184
7766,12797,-79.73059082,39.28842926,-12.13016,-3.07646,0.0115,0.8373452,0.5989573,-0.2383879,0.04043927
7768,12799,-79.63433838,39.49786758,-11.97773,-3.54358,0.06917,0.8541022,0.6333809,-0.2207213,0.020833155
7770,12801,-79.53747559,39.70729065,-9.9392,-3.80585,0.15956,0.8540603,0.605655,-0.2484053,0.009203545
7771,12802,-79.48880005,39.8120079,-10.58754,-3.43506,0.18812,0.8213688,0.5714118,-0.249957,0.001313148
7772,12803,-79.43994141,39.91671371,-10.97555,-3.40184,0.13205,0.8022047,0.544483,-0.2577217,0.009235683
7773,12804,-79.39093018,40.02141571,-13.3708,-3.3061,0.15617,0.8168009,0.5746205,-0.2421804,0.024323083
7774,12805,-79.34173584,40.12611008,-11.96046,-3.18519,0.16063,0.805161,0.5713952,-0.2337658,0.007791639
7775,12806,-79.29238892,40.23080063,-8.58435,-3.16232,0.20533,0.7635089,0.5337276,-0.2297813,0.004160883
7776,12807,-79.24285889,40.33548355,-7.35067,-3.20324,0.13396,0.7219216,0.4822471,-0.2396745,0.006194071
7777,12808,-79.19317627,40.44015884,-9.63931,-3.29297,0.07403,0.7016393,0.473602,-0.2280373,0.005438016
7778,12809,-79.14331055,40.54483414,-8.02443,-3.27133,0.09258,0.7180931,0.4733365,-0.2447566,0.005245003
7779,12810,-79.09326172,40.64949036,-7.78117,-3.44208,0.23999,0.7212879,0.4688603,-0.2524276,0.006039947
7780,12811,-79.04302979,40.75414658,-6.6124,-3.45276,0.29601,0.7168997,0.4654445,-0.2514552,0.004990209
7781,12812,-78.99267578,40.85879517,-6.55787,-3.55881,0.48196,0.7293843,0.4911694,-0.2382149,0.005997195
7782,12813,-78.94210815,40.96344376,-1.13713,-3.54102,0.54075,0.7438703,0.4930703,-0.2508,0.005361025
7783,12814,-78.89135742,41.06807327,-3.88175,-3.45364,0.5454,0.7425882,0.5004704,-0.2421178,0.005248723
7784,12815,-78.8404541,41.17268753,-5.88707,-3.35906,0.6658,0.7382858,0.5243829,-0.2139029,0.005422839
7785,12816,-78.78936768,41.2773056,-6.04455,-3.52967,0.61975,0.7561646,0.5500228,-0.2061418,0.007191358
7786,12817,-78.73809814,41.3819046,-6.03699,-3.43093,0.67672,0.7577122,0.5632516,-0.1944606,0.002930109
7787,12818,-78.68667603,41.48649597,-6.13711,-3.19619,0.70185,0.7529641,0.5844981,-0.168466,0.042423382
7789,12820,-78.58325195,41.69563293,-4.76321,-2.75408,0.85728,0.8070423,0.6636521,-0.1433902,0.021259576
7790,12821,-78.53125,41.80018234,-5.05269,-2.7818,0.81089,0.763263,0.6307508,-0.1325122,0.019332444
7791,12822,-78.47909546,41.90473557,-6.14668,-2.75566,0.69328,0.7077279,0.6082496,-0.0994783,0.004283554
7792,12823,-78.42672729,42.0092659,-5.57378,-2.5279,0.66307,0.7014382,0.6041258,-0.0973124,0.004807945
7793,12824,-78.37420654,42.11378098,-4.5319,-2.51452,0.67651,0.7179024,0.6083521,-0.1095503,0.004430734
7794,12825,-78.32147217,42.21828461,-4.28777,-2.54393,0.69669,0.7339302,0.6274235,-0.1065067,0.034067991
7795,12826,-78.26855469,42.32277298,-5.26862,-2.31597,0.64288,0.7225898,0.6177734,-0.1048164,0.002889115
7796,12827,-78.21548462,42.42723465,-4.07657,-2.26347,0.57558,0.6967423,0.606227,-0.0905153,0.026370486
7798,12829,-78.10873413,42.6361351,-1.88857,-1.913,0.46877,0.6410035,0.5723666,-0.0686369,0.017860452
7799,12830,-78.05505371,42.74056625,-3.38779,-1.8402,0.45521,0.5986769,0.4916308,-0.1070461,0.035413185
7835,12928,-80.48171997,37.26299286,0.10876,-1.52949,0.03981,0.6734778,0.5384784,-0.1349994,0.027674002
7836,12929,-80.43643188,37.3676033,-2.40507,-1.63591,-0.1662,0.7694854,0.5908719,-0.1786135,0.005556753
7837,12930,-80.39102173,37.47222519,-2.23089,-1.98757,-0.03169,0.7741444,0.5689502,-0.2051942,0.008733912
7838,12931,-80.34545898,37.57685089,-1.67774,-2.27035,0.07269,0.7912549,0.5849162,-0.2063387,0.015136752
7839,12932,-80.29974365,37.68147659,-2.70032,-2.43322,0.02335,0.7832728,0.5595681,-0.2237047,0.009645417
7840,12933,-80.25384521,37.78611755,-2.81263,-2.09154,0.01137,0.756125,0.5506663,-0.2054587,0.009093685
7841,12934,-80.20782471,37.8907547,-3.43066,-2.02211,-0.04092,0.7597203,0.5678141,-0.1919062,0.026959341
7842,12935,-80.16165161,37.99539566,-3.40496,-1.45518,0.06574,0.7876505,0.5973725,-0.190278,0.002649553
7843,12936,-80.11532593,38.10004425,-4.86941,-1.52389,0.4014,0.7998728,0.6057346,-0.1941382,0.007833676
7844,12937,-80.06884766,38.20468903,-5.71029,-1.56783,0.53094,0.8154178,0.6349946,-0.1804232,0.029165274
7845,12938,-80.0222168,38.3093338,-6.6244,-2.08503,0.61292,0.8457783,0.6781039,-0.1676744,0.032813636
7848,12941,-79.88134766,38.62330246,-2.37894,-2.80307,0.85684,0.9533456,0.843001,-0.1103446,0.042356702
7851,12944,-79.73907471,38.93727112,-6.77127,-3.36131,0.38332,0.8930673,0.7083811,-0.1846862,0.018679009
7852,12945,-79.69134521,39.04192352,-9.08545,-3.31189,0.14566,0.8799225,0.6820216,-0.1979009,0.009205923
7853,12946,-79.64343262,39.14657974,-11.66674,-3.36978,0.20467,0.8820314,0.6789405,-0.2030909,0.022578454
7855,12948,-79.54711914,39.35588074,-13.97432,-3.78762,0.40581,0.8987386,0.7102214,-0.1885172,0.031316933
7856,12949,-79.49871826,39.46053314,-12.29596,-3.97896,0.48769,0.9047188,0.7093318,-0.195387,0.004116268
7857,12950,-79.45019531,39.56517029,-11.54924,-3.97427,0.54395,0.8915319,0.686459,-0.2050729,0.029611209
7858,12951,-79.40145874,39.66981506,-11.3326,-3.64805,0.30348,0.8517364,0.6203415,-0.2313949,0.015230994
7859,12952,-79.35256958,39.77445602,-11.08468,-3.57952,0.20467,0.8185222,0.5643483,-0.2541739,0.006479204
7860,12953,-79.30352783,39.87908936,-16.61263,-3.48876,0.30158,0.8261362,0.5778899,-0.2482463,0.00484838
7861,12954,-79.25427246,39.9837265,-15.046,-3.72552,0.60309,0.8443668,0.6279501,-0.2164167,0.006165844
7862,12955,-79.20489502,40.08834839,-9.38257,-3.86191,0.7022,0.8435588,0.6351785,-0.2083803,0.004814603
7863,12956,-79.15533447,40.19295502,-7.25779,-3.58939,0.55099,0.7941961,0.557977,-0.2362191,0.006519951
7864,12957,-79.10562134,40.29757309,-6.2648,-3.30429,0.19084,0.7478655,0.5025872,-0.2452783,0.005138839
7865,12958,-79.0557251,40.40218735,-6.49123,-3.42438,0.25102,0.7368485,0.4885658,-0.2482827,0.005513661
7866,12959,-79.00564575,40.50678635,-6.2763,-3.67216,0.43054,0.7491854,0.505613,-0.2435724,0.005797991
7867,12960,-78.9553833,40.61137772,-7.88205,-3.494,0.4736,0.7511757,0.5051856,-0.2459901,0.009383783
7868,12961,-78.90496826,40.71595764,-8.28805,-3.85434,0.5294,0.7700755,0.537587,-0.2324885,0.0057972
7869,12962,-78.85440063,40.82054138,-7.77169,-3.78116,0.54386,0.756021,0.503827,-0.252194,0.005496169
7870,12963,-78.80361938,40.92510605,-3.41907,-3.691,0.60017,0.7548701,0.5040606,-0.2508095,0.005147911
7871,12964,-78.75268555,41.0296669,-5.43215,-3.57439,0.67346,0.7477805,0.5157792,-0.2320013,0.006488781
7872,12965,-78.7015686,41.13421631,-5.63407,-3.41538,0.71739,0.7375982,0.5240617,-0.2135365,0.005943884
7873,12966,-78.65026855,41.23875046,-6.42019,-3.31121,0.60846,0.7452006,0.5381281,-0.2070725,0.003026218
7874,12967,-78.59881592,41.34327698,-7.29296,-3.37183,0.66828,0.7320576,0.5389358,-0.1931218,0.009196495
7875,12968,-78.54714966,41.44779587,-8.34332,-3.27526,0.67516,0.7385545,0.5840604,-0.1544941,0.001707267
7876,12969,-78.49530029,41.55231094,-7.82505,-3.07355,0.69675,0.7647006,0.6198525,-0.1448481,0.011898091
7877,12970,-78.44329834,41.65680313,-7.5733,-2.77489,0.83687,0.7821553,0.644514,-0.1376413,0.014920679
7878,12971,-78.39111328,41.76128006,-6.10911,-2.7613,0.78067,0.7416855,0.6301712,-0.1115143,0.004140225
7879,12972,-78.3387146,41.86574554,-6.87532,-2.79473,0.65643,0.7040387,0.606884,-0.0971547,0.016051606
7880,12973,-78.28616333,41.97020721,-6.50136,-2.55411,0.71645,0.7244207,0.611828,-0.1125927,0.013962664
7881,12974,-78.23339844,42.07465363,-7.31977,-2.62492,0.74452,0.7505699,0.6312606,-0.1193093,0.009514724
7882,12975,-78.18048096,42.17907333,-5.55409,-2.61533,0.70408,0.7378112,0.6257232,-0.112088,0.042460165
7883,12976,-78.12734985,42.28348923,-3.29703,-2.47068,0.62081,0.6942221,0.5915049,-0.1027172,0.004744295
7884,12977,-78.07403564,42.38788986,-2.39412,-2.32802,0.55941,0.6687851,0.5995088,-0.0692763,0.032697278
7887,12980,-77.91299438,42.70098114,-2.47721,-2.07997,0.38565,0.5417028,0.4281549,-0.1135479,0.041890742
7891,12984,-77.69555664,43.11820602,1.23406,-0.09703,0.33064,0.302262,0.2531801,-0.0490819,0.012840114
7892,12985,-77.64071655,43.22246933,-0.06866,0.0187,0.28035,0.2897801,0.2520781,-0.037702,0.003385104
7923,13078,-80.3503418,37.22693253,1.31136,-1.53031,0.27383,0.6144724,0.499399,-0.1150734,0.026207487
7926,13081,-80.21350098,37.54059219,-0.57385,-1.62005,-0.03478,0.7053573,0.5296552,-0.1757021,0.007965441
7928,13083,-80.121521,37.7497139,-0.39191,-1.75082,-0.01682,0.6923979,0.4968036,-0.1955943,0.038618248
7929,13084,-80.07531738,37.85429001,-0.29059,-1.76076,-0.09359,0.6905507,0.4811701,-0.2093806,0.013362562
7930,13085,-80.02893066,37.95885849,-2.31293,-1.4171,0.05316,0.7676621,0.5848693,-0.1827928,0.016214326
7931,13086,-79.98242188,38.06343842,-3.62947,-1.44661,0.23206,0.7786493,0.5723172,-0.2063321,0.007889464
7932,13087,-79.93572998,38.16801453,-5.10671,-1.46559,0.40125,0.7889387,0.6007553,-0.1881834,0.010184096
7933,13088,-79.88891602,38.27259445,-6.57895,-1.66182,0.54682,0.8166181,0.6347502,-0.1818679,0.002648203
7934,13089,-79.84191895,38.37718201,-8.08274,-2.16434,0.79896,0.8400575,0.6999027,-0.1401548,0.048338128
7940,13095,-79.55667114,39.00469589,-7.83803,-3.428,0.73809,0.9205037,0.7988982,-0.1216055,0.043626128
7942,13097,-79.46029663,39.21385956,-8.21389,-3.97129,0.70904,0.9325513,0.7996446,-0.1329067,0.027555373
7943,13098,-79.41186523,39.31843948,-9.991,-3.95753,0.66019,0.8993431,0.7435197,-0.1558234,0.006241903
7944,13099,-79.36328125,39.42301559,-9.56952,-3.94027,0.75526,0.8813689,0.7054973,-0.1758716,0.004161969
7945,13100,-79.31451416,39.52759171,-8.07892,-3.73278,0.70299,0.8656481,0.7076694,-0.1579787,0.007383052
7946,13101,-79.26559448,39.632164,-9.95217,-3.95121,0.69697,0.861153,0.6859529,-0.1752001,0.003360328
7947,13102,-79.2164917,39.7367363,-11.77558,-4.00657,0.74448,0.8561239,0.6515243,-0.2045996,0.007845186
7948,13103,-79.16723633,39.84129333,-12.89076,-3.84738,0.70811,0.8386547,0.6339842,-0.2046705,0.013997593
7949,13104,-79.11782837,39.945858,-11.7155,-3.73835,0.65515,0.8618377,0.6788169,-0.1830208,0.007183035
7950,13105,-79.0682373,40.05041504,-8.96465,-3.59596,0.63659,0.8457459,0.679401,-0.1663449,0.007279535
7951,13106,-79.01846313,40.15496063,-8.35795,-3.64316,0.64324,0.8201384,0.6067413,-0.2133971,0.016868905
7952,13107,-78.96853638,40.2594986,-5.27522,-3.39211,0.51442,0.7582661,0.5173529,-0.2409132,0.00572237
7953,13108,-78.91842651,40.36403275,-6.31974,-3.58089,0.59497,0.7559984,0.5224806,-0.2335178,0.039167546
7954,13109,-78.86816406,40.46856308,-7.71577,-3.91656,0.56686,0.7920286,0.5540503,-0.2379783,0.039331566
7955,13110,-78.81771851,40.57307816,-6.16605,-4.07082,0.61526,0.7912976,0.5500098,-0.2412878,0.013839858
7956,13111,-78.76708984,40.67759323,-5.13136,-3.80184,0.59281,0.7618929,0.5147646,-0.2471283,0.020801727
7957,13112,-78.71630859,40.78210068,-6.18052,-3.67541,0.57105,0.7378694,0.4953544,-0.242515,0.005512492
