"","X","lon","lat","epirainh","epirainf","epiraindiff","epirhh","epirhf","epirhdiff","epiaveth","epiavetf","epiavetdiff","V12"
"509",693,-89.6975708007812,46.7211074829102,38.65859,53.78001,15.12142,77.15004,74.81663,-2.33341,17.97804,19.23612,1.25808,0.0238039803874912
"510",694,-89.6625671386719,46.8302612304688,56.54061,74.14024,17.59963,77.03949,75.42276,-1.61673,18.65399,19.80844,1.15445,0.0189018600561113
"610",840,-89.6435546875,46.3696403503418,36.50546,44.36282,7.85736,78.54875,76.44032,-2.10843,17.56438,19.08483,1.52045,0.0402234784888051
"613",843,-89.5384216308594,46.6970329284668,39.37198,50.76429,11.39231,77.0255,74.92528,-2.10021999999999,17.9394,19.24634,1.30694,0.00498004604649083
"614",844,-89.5031127929688,46.8061408996582,42.01599,52.68504,10.66905,75.2587,73.19142,-2.06728000000001,18.18437,19.43413,1.24976,0.00131718068211484
"716",991,-89.4502563476562,46.4545974731445,36.69048,47.7401,11.04962,77.51536,75.12351,-2.39185000000001,17.70585,19.18965,1.4838,0.0429995370280878
"717",992,-89.4148864746094,46.5636749267578,38.14816,47.22916,9.081,77.71795,75.27251,-2.44544,17.76845,19.15097,1.38252,0.0305931157261909
"718",993,-89.37939453125,46.6727485656738,40.20774,48.41024,8.2025,76.90127,74.89041,-2.01085999999999,17.89651,19.21892,1.32241,0.0246933757210996
"719",994,-89.3437805175781,46.7817993164062,43.17216,53.06229,9.89013,75.52083,73.61359,-1.90724,18.09534,19.36026,1.26492,0.00769785682359014
"822",1141,-89.2919616699219,46.4301872253418,38.39203,48.05795,9.66592,77.90134,75.68694,-2.2144,17.67813,19.12004,1.44191,0.0435536260247034
"823",1142,-89.2563171386719,46.5392189025879,37.41673,47.5633,10.14657,78.27218,76.07629,-2.19589000000001,17.7007,19.05612,1.35542,0.018767520162001
"824",1143,-89.2205200195312,46.6482467651367,38.77935,50.74385,11.9645,77.10872,74.77823,-2.33049000000001,17.89357,19.13413,1.24056,0.00692391023699201
"825",1144,-89.1846008300781,46.7572479248047,40.40159,49.89566,9.49407,76.78564,74.66531,-2.12033,17.93082,19.2312,1.30038,0.0162704409816996
"826",1145,-89.1485595703125,46.8662452697754,39.96248,52.51469,12.55221,76.20092,74.28465,-1.91627,18.04665,19.29194,1.24529,0.0395830478154906
"900",1262,-90.1175842285156,43.2407836914062,49.25447,50.08483,0.830359999999999,77.14613,74.1624,-2.98372999999999,17.9196,19.0893,1.1697,0.0289092667469006
"905",1267,-89.9556579589844,43.7867698669434,39.67963,43.39975,3.72011999999999,74.72994,71.16278,-3.56716,18.14251,19.45454,1.31203,0.0482411891905059
"909",1271,-89.8239135742188,44.2235221862793,39.52308,51.34482,11.82174,74.32469,70.50254,-3.82215000000001,18.22193,19.55796,1.33603,0.0413059032075935
"930",1292,-89.097900390625,46.5145492553711,39.48014,47.68662,8.20648,76.78762,74.65182,-2.1358,17.81263,19.13537,1.32274,0.0315268773898936
"932",1294,-89.0255737304688,46.732479095459,36.09936,47.22091,11.12155,77.96923,75.95662,-2.01261,17.8193,19.10184,1.28254,0.0486592853224082
"1009",1413,-89.9353332519531,43.3264656066895,45.05003,46.74785,1.69782,77.23487,74.11111,-3.12376,17.9718,19.17079,1.19899,0.00442837070599467
"1011",1415,-89.8701477050781,43.5447731018066,38.8178,39.43576,0.617960000000004,75.47204,71.84218,-3.62986000000001,18.11347,19.39847,1.285,0.0356126754811044
"1012",1416,-89.8373718261719,43.653923034668,38.94638,41.16217,2.21579000000001,76.20798,72.84878,-3.3592,17.98455,19.2389,1.25435,0.0216495093190048
"1015",1419,-89.73828125,43.9813537597656,41.31576,43.82006,2.5043,74.45853,70.84522,-3.61331,18.20229,19.57385,1.37156,0.0209895464181074
"1116",1562,-89.8180236816406,43.1936264038086,41.23804,47.21154,5.9735,75.59477,71.87649,-3.71827999999999,17.973,19.14563,1.17263,0.0420900028931044
"1118",1564,-89.7525634765625,43.4118461608887,40.42556,41.1408,0.715240000000001,76.67362,73.28543,-3.38818999999999,17.96245,19.23881,1.27636,0.00920396326940676
"1119",1565,-89.7196044921875,43.5209579467773,37.27551,38.09673,0.821220000000004,74.83736,71.09453,-3.74283,18.1481,19.43745,1.28935,0.0479132630345944
"1148",1594,-88.7079467773438,46.6822929382324,35.92288,46.59644,10.67356,77.13787,75.25149,-1.88638,17.83528,19.11786,1.28258,0.0213508118140879
"1153",1599,-88.5216369628906,47.2263679504395,30.23211,44.02678,13.79467,76.3158,74.78603,-1.52977,18.11949,19.40465,1.28516,0.00443439166029691
"1227",1715,-89.5692138671875,43.4969367980957,38.86661,37.71503,-1.15158,75.50104,72.05834,-3.4427,18.03313,19.3376,1.30447,0.0437119017695906
"1236",1724,-89.2647705078125,44.4783134460449,39.59301,37.5319,-2.06111,75.46705,71.78132,-3.68573000000001,18.06414,19.34407,1.27993,0.00790775574699154
"1237",1725,-89.2303161621094,44.5873336791992,38.74183,38.28417,-0.457659999999997,75.9168,72.43837,-3.47842999999999,18.02336,19.26233,1.23897,0.0216952860783053
"1247",1735,-88.878173828125,45.6770629882812,33.18787,39.00617,5.8183,79.5443,77.3927,-2.1516,17.40495,18.92395,1.519,0.028198492872697
"1262",1750,-88.3235473632812,47.3094177246094,27.88756,45.85781,17.97025,76.87251,75.2842,-1.58831000000001,18.15227,19.42831,1.27604,0.0241117318003035
"1263",1751,-88.2853698730469,47.4181098937988,40.78609,66.15916,25.37307,78.09359,77.5527,-0.540890000000005,18.51864,19.62223,1.10359,0.0381893935122051
"1333",1864,-89.452392578125,43.3637008666992,38.29949,40.0656,1.76611,75.57878,72.27888,-3.29989999999999,17.97864,19.30832,1.32968,0.015420427715398
"1343",1874,-89.112060546875,44.4536590576172,39.2179,36.56835,-2.64955,74.69999,70.7212,-3.97879,18.10894,19.45703,1.34809,0.00891495455189073
"1344",1875,-89.0773010253906,44.5626373291016,38.69651,36.6269,-2.06961,75.15375,71.44753,-3.70622,18.092,19.37358,1.28158,0.00936761411730203
"1347",1878,-88.9722595214844,44.8894958496094,36.4731,37.81233,1.33923,76.27879,73.80691,-2.47188,17.97335,19.21134,1.23799,0.0337931824203892
"1369",1900,-88.1632690429688,47.2834777832031,26.79483,40.78987,13.99504,75.3598,74.01548,-1.34432000000001,18.22434,19.52786,1.30352,0.0423056998836984
"1448",2022,-89.0291137695312,44.2109413146973,36.44572,37.17374,0.728020000000001,74.56715,70.69384,-3.87331,18.06918,19.47611,1.40693,0.0378388498519016
"1457",2031,-88.71142578125,45.191089630127,33.38041,37.71022,4.32981,77.10796,74.95461,-2.15335,17.81435,19.11475,1.3004,0.040164857290705
"1561",2178,-88.6649780273438,44.8391723632812,36.09355,34.09612,-1.99743,75.11029,71.7809,-3.32939,18.10614,19.33958,1.23344,0.021064341261706
"1562",2179,-88.629150390625,44.9480133056641,37.39467,37.70839,0.313720000000004,73.85772,70.54796,-3.30976,18.18596,19.39658,1.21062,0.0135951370544021
"1563",2180,-88.5931396484375,45.0568504333496,34.52668,38.22318,3.6965,74.00842,70.98522,-3.0232,18.1286,19.39783,1.26923,0.00286811228940564
"1564",2181,-88.5570373535156,45.1656761169434,33.74268,39.09468,5.352,74.09829,71.74182,-2.35647,18.09556,19.43016,1.3346,0.00712790652529094
"1565",2182,-88.520751953125,45.2744827270508,31.65548,38.73265,7.07717,76.4341,74.30682,-2.12728,17.83568,19.18697,1.35129,0.00589389354838943
"1650",2310,-89.1388854980469,42.8544464111328,34.76123,43.01951,8.25828,74.41793,70.84883,-3.56909999999999,18.07481,19.1642,1.08939,0.0230458064453032
"1668",2328,-88.5115356445312,44.8137092590332,35.82525,34.4807,-1.34455,74.69057,71.1822,-3.50837,18.10228,19.3963,1.29402,0.0280696592934078
"1669",2329,-88.4754333496094,44.9224967956543,35.4245,34.84567,-0.578830000000004,74.75308,71.35852,-3.39456,18.1314,19.37482,1.24342,0.0446155824059034
"1670",2330,-88.4391479492188,45.0312767028809,33.35,36.15496,2.80496,74.36508,70.9233,-3.44178000000001,18.14218,19.38077,1.23859,0.0427580825648946
"1671",2331,-88.4027709960938,45.1400489807129,32.63294,37.43157,4.79863,73.66337,70.47208,-3.19129,18.16422,19.46778,1.30356,0.0318145822372884
"1672",2332,-88.3662109375,45.2488136291504,31.65796,36.54965,4.89169,74.54904,71.83521,-2.71383,18.07609,19.41574,1.33965,0.0260059912496047
"1673",2333,-88.3295288085938,45.3575630187988,29.71906,37.94478,8.22572,75.56312,73.33948,-2.22364,17.91526,19.29658,1.38132,0.00282554730718942
"1778",2482,-88.2117919921875,45.2229347229004,32.8124,36.69308,3.88068000000001,73.78141,70.51672,-3.26468999999999,18.15974,19.48901,1.32927,0.00395015356499329
"1779",2483,-88.1748352050781,45.3316345214844,32.08921,35.17148,3.08227,73.93359,70.8589,-3.07468999999999,18.13626,19.45963,1.32337,0.00176883362569669
"1781",2485,-88.1004638671875,45.5490036010742,31.13662,36.88049,5.74387,73.9756,71.5997,-2.3759,18.0359,19.48966,1.45376,0.00824292157440709
"1783",2487,-88.0255432128906,45.7663345336914,31.30136,35.92941,4.62805,74.84744,72.50947,-2.33797000000001,17.94551,19.28491,1.3394,0.0372748080763117
"1784",2488,-87.9878540039062,45.8749809265137,31.52657,36.03156,4.50499,75.71954,73.71283,-2.00671,17.80474,19.20378,1.39904,0.0447483755709968
"1785",2489,-87.9500122070312,45.9836120605469,32.90685,37.5028,4.59595,76.48901,74.26869,-2.22031999999999,17.76696,19.15251,1.38555,0.0235172075889096
"1786",2490,-87.9120178222656,46.0922317504883,33.05566,37.95119,4.89552999999999,76.94199,74.92878,-2.01321,17.71432,19.14322,1.4289,0.0290567142717961
"1790",2494,-87.7586059570312,46.5265655517578,36.42689,43.09155,6.66466,79.38595,77.75208,-1.63386999999999,17.4912,19.07006,1.57886,0.0499410372801847
"1792",2496,-87.6809692382812,46.7436332702637,43.63542,54.47813,10.84271,74.38529,72.62022,-1.76506999999999,18.1692,19.45707,1.28787,0.0421499634207905
"1884",2632,-88.0575256347656,45.1968421936035,33.80686,35.86848,2.06162,73.34112,69.52152,-3.81960000000001,18.23209,19.54883,1.31674,0.00761810196238599
"1885",2633,-88.0202941894531,45.3054962158203,31.95829,36.74111,4.78282,73.3485,69.81499,-3.53351000000001,18.24863,19.55124,1.30261,0.00567384184360264
"1886",2634,-87.98291015625,45.414134979248,32.32064,35.70701,3.38637,73.75573,70.41195,-3.34378,18.18368,19.49404,1.31036,0.00764016696479075
"1889",2637,-87.869873046875,45.739990234375,31.80835,36.82956,5.02121,74.79214,72.62951,-2.16263000000001,18.00125,19.34033,1.33908,0.0403714601430067
"1890",2638,-87.8318786621094,45.8485794067383,31.94703,34.93235,2.98532,75.49505,73.378,-2.11705000000001,17.88065,19.24596,1.36531,0.00483648828949157
"1891",2639,-87.7937622070312,45.9571685791016,32.51231,37.25003,4.73772,76.12428,73.94527,-2.17901000000001,17.82972,19.18943,1.35971,0.0426637280504067
"1893",2641,-87.7170715332031,46.1742858886719,31.92792,39.50598,7.57806,76.88501,74.86051,-2.02449999999999,17.75651,19.16743,1.41092,0.0044917171694081
"1897",2645,-87.5618591308594,46.6083450317383,42.77325,53.06619,10.29294,75.53612,73.36732,-2.16879999999999,18.00476,19.32864,1.32388,0.0480647263607921
"1968",2760,-88.6939086914062,42.7794532775879,35.68735,42.93465,7.2473,73.95152,70.46986,-3.48166000000001,18.13288,19.15842,1.02554,0.0344653731477962
"1994",2786,-87.75244140625,45.6048812866211,32.47636,37.88067,5.40431,74.49265,71.91385,-2.5788,18.08993,19.40925,1.31932,0.0469827674626018
"1999",2791,-87.5603942871094,46.1475219726562,31.08339,39.21635,8.13296,76.57015,74.45386,-2.11628999999999,17.7997,19.17154,1.37184,0.00945295027371174
"2002",2794,-87.443359375,46.4729309082031,37.76191,48.10299,10.34108,75.88849,73.60316,-2.28533,18.00608,19.33856,1.33248,0.0207417296889005
"2311",3238,-87.2095031738281,45.7408790588379,32.88129,38.39545,5.51416,75.30862,72.90938,-2.39924000000001,18.11793,19.37719,1.25926,0.0397076621808026
"2313",3240,-87.130859375,45.9576110839844,29.09193,39.03317,9.94124,74.82642,73.00943,-1.81699,18.13796,19.47778,1.33982,0.0324581078776944
"2419",3392,-86.8952026367188,46.146614074707,32.37972,37.7261,5.34638,75.82898,74.04407,-1.78491,18.03911,19.39846,1.35935,0.0351348128460955
"2629",3694,-86.5013427734375,46.3069458007812,34.45447,42.21103,7.75656,77.6403,76.29602,-1.34428,17.84973,19.17598,1.32625,0.0359899974104962
"2835",3993,-86.2301025390625,46.1418876647949,32.53507,39.19193,6.65686,76.26917,75.05875,-1.21042,18.05601,19.36513,1.30912,0.0296483753992973
"3042",4294,-85.8765563964844,46.1920471191406,33.94869,40.66459,6.7159,76.78865,75.38147,-1.40718000000001,18.05648,19.3473,1.29082,0.0453190685894995
"3125",4425,-86.497314453125,44.1111221313477,46.61475,60.06063,13.44588,76.58269,75.01955,-1.56314,18.53405,19.76509,1.23104,0.0437539735622963
"3223",4571,-86.50439453125,43.6505165100098,52.41497,64.68256,12.26759,76.70829,75.35381,-1.35448000000001,18.52108,19.7003,1.17922,0.0107364231034026
"3224",4572,-86.4652099609375,43.7585716247559,52.21319,61.87766,9.66447,76.52791,74.99087,-1.53704,18.51106,19.7084,1.19734,0.0416949937402009
"3225",4573,-86.4259033203125,43.8666305541992,51.91783,71.90878,19.99095,76.74739,75.00128,-1.74611,18.48499,19.7238,1.23881,0.0266332584527973
"3228",4576,-86.3070983886719,44.1907501220703,40.63556,47.03286,6.3973,75.38808,71.69146,-3.69662,18.13093,19.47697,1.34604,0.00470491462591127
"3229",4577,-86.2672119140625,44.2987747192383,40.70806,49.1058,8.39774,75.61154,71.84644,-3.7651,18.0936,19.47675,1.38315,0.00976197741888996
"3230",4578,-86.2271728515625,44.4067840576172,43.13853,48.74384,5.60531,75.9433,72.32376,-3.61954,18.08168,19.45808,1.3764,0.047142298650698
"3231",4579,-86.1869506835938,44.5147895812988,40.75777,45.86159,5.10382,76.22667,72.68756,-3.53910999999999,18.06025,19.46143,1.40118,0.0189742569265903
"3247",4595,-85.5223999023438,46.2411117553711,34.05646,43.3428,9.28634,77.20153,75.71252,-1.48901000000001,17.96915,19.22795,1.2588,0.00370106739850229
"3248",4596,-85.4794616699219,46.3488807678223,31.9591,46.29055,14.33145,77.89869,76.4262,-1.47249000000001,17.85502,19.0837,1.22868,0.024267848190604
"3323",4719,-86.4335021972656,43.4060897827148,55.14812,70.09645,14.94833,76.73234,75.33108,-1.40125999999999,18.52784,19.62769,1.09985,0.00835707821139664
"3324",4720,-86.3943786621094,43.5141220092773,41.88322,47.80469,5.92147,75.82196,72.6438,-3.17816000000001,18.14222,19.34119,1.19897,0.0143539505833985
"3325",4721,-86.3551025390625,43.6221351623535,39.27527,46.82688,7.55161,75.89099,72.43432,-3.45667,18.10261,19.3385,1.23589,0.0120129194099974
"3327",4723,-86.276123046875,43.838134765625,38.77293,47.54451,8.77158,75.46705,71.71001,-3.75704,18.01821,19.32999,1.31178,0.0275629344229031
"3328",4724,-86.2363891601562,43.9461288452148,39.65237,46.389,6.73663000000001,76.09597,72.526,-3.56997,17.97957,19.34979,1.37022,0.0280526116413071
"3329",4725,-86.196533203125,44.0541114807129,39.86808,43.55965,3.69157,76.21869,72.53418,-3.68450999999999,17.96879,19.33526,1.36647,0.0068760673977053
"3330",4726,-86.1565246582031,44.1620941162109,41.84228,46.74823,4.90595,75.0975,71.27871,-3.81878999999999,18.11582,19.49466,1.37884,0.0136778405007973
"3331",4727,-86.1163635253906,44.2700538635254,42.25528,46.84319,4.58791,75.35933,71.60715,-3.75218,18.07874,19.47797,1.39923,0.0113163051223921
"3332",4728,-86.0760498046875,44.3780212402344,42.92756,46.05414,3.12658,76.31419,72.66207,-3.65212,18.0321,19.38776,1.35566,0.00689320523149917
"3333",4729,-86.0355834960938,44.4859619140625,40.00223,45.39687,5.39464,75.94214,72.32435,-3.61779,18.0548,19.40397,1.34917,0.00993920132609105
"3335",4731,-85.9541625976562,44.7018241882324,36.13431,52.58919,16.45488,75.95948,72.58281,-3.37667,18.04521,19.38791,1.3427,0.0470401757409959
"3425",4869,-86.2848815917969,43.3776245117188,42.89002,51.20022,8.3102,74.81003,71.21441,-3.59562,18.17019,19.33789,1.1677,0.00992774164110699
"3426",4870,-86.2454833984375,43.4855880737305,41.95917,46.0673,4.10813,74.93673,71.24465,-3.69208,18.15143,19.39468,1.24325,0.00464201601819525
"3427",4871,-86.2059631347656,43.5935516357422,38.29931,45.88961,7.5903,75.56115,71.90878,-3.65237,18.08376,19.38823,1.30447,0.031584145868095
"3428",4872,-86.1662902832031,43.7014961242676,37.34296,45.058,7.71504,75.5865,71.93481,-3.65169,18.07122,19.37564,1.30442,0.0341591863662032
"3429",4873,-86.12646484375,43.8094367980957,38.26367,45.53918,7.27551,74.93277,71.21999,-3.71278000000001,18.07028,19.44147,1.37119,0.0048693026983031
"3430",4874,-86.0864868164062,43.9173812866211,39.66891,45.08307,5.41416,74.87245,71.15289,-3.71956,18.03305,19.46056,1.42751,0.00893382104651153
"3431",4875,-86.04638671875,44.0253143310547,41.31424,45.2355,3.92126,75.13972,71.16977,-3.96995,18.046,19.4172,1.3712,0.00607756949580107
"3432",4876,-86.006103515625,44.133228302002,40.83807,45.81378,4.97571,75.30065,71.38579,-3.91486,18.01297,19.40731,1.39434,0.00484280052939567
"3433",4877,-85.9656677246094,44.241138458252,43.56144,46.9634,3.40196,75.56053,71.8244,-3.73613,18.00585,19.4141,1.40825,0.0108700921014986
"3434",4878,-85.9250793457031,44.3490409851074,44.55929,47.32751,2.76822,75.99561,72.3189,-3.67671,18.01884,19.34291,1.32407,0.00443700053290286
"3435",4879,-85.8843383789062,44.4569320678711,42.05947,45.85943,3.79996000000001,76.88064,73.36276,-3.51788000000001,17.97152,19.26236,1.29084,0.0020921679467989
"3437",4881,-85.8024291992188,44.6726837158203,33.24912,42.15595,8.90683,76.13295,72.82832,-3.30462999999999,18.01058,19.28124,1.27066,0.00808988535738564
"3526",5019,-86.1364135742188,43.3489532470703,43.45833,46.26054,2.80221,74.4716,70.76902,-3.70258,18.14883,19.31439,1.16556,0.00591380811769682
"3527",5020,-86.0967712402344,43.4568672180176,41.93154,43.76278,1.83124,74.60849,70.76162,-3.84687000000001,18.11261,19.37093,1.25832,0.00702782979860217
"3529",5022,-86.0170593261719,43.6726608276367,37.80399,43.6798,5.87581,76.63736,73.24471,-3.39265,17.86427,19.22179,1.35752,0.0118144719751996
"3530",5023,-85.9769592285156,43.7805480957031,38.55959,43.18662,4.62703,74.63771,70.88734,-3.75037,17.9831,19.36893,1.38583,0.00730578217169864
"3531",5024,-85.9367370605469,43.888427734375,39.69633,45.4766,5.78026999999999,75.21276,71.45989,-3.75287,17.98419,19.38043,1.39624,0.0080040267571988
"3532",5025,-85.8963623046875,43.9962997436523,41.22227,47.84726,6.62499,75.68862,71.965,-3.72362,17.99432,19.39538,1.40106,0.0030054257977028
"3533",5026,-85.8558044433594,44.1041641235352,42.28331,46.13173,3.84842,76.10664,72.18086,-3.92578,18.00865,19.3204,1.31175,0.00517496155590891
"3534",5027,-85.8151245117188,44.2120208740234,46.67272,49.41359,2.74087,76.46111,72.65694,-3.80417,17.95805,19.25713,1.29908,0.00636923432109171
"3535",5028,-85.7742919921875,44.3198699951172,47.74148,49.92204,2.18056,76.93846,73.27199,-3.66647,17.92562,19.19208,1.26646,0.00531736819490192
"3536",5029,-85.7332763671875,44.4277000427246,42.40399,46.50361,4.09962,77.16908,73.68327,-3.48581,17.8783,19.19301,1.31471,0.0128169583766038
"3537",5030,-85.692138671875,44.5355262756348,37.88602,41.97034,4.08432,77.40597,73.96709,-3.43888,17.81843,19.10346,1.28503,0.0187770274842904
"3538",5031,-85.6508178710938,44.6433410644531,33.43736,37.87641,4.43905,75.85042,72.42453,-3.42589,18.00562,19.30039,1.29477,0.0393243192974069
"3539",5032,-85.6093444824219,44.7511444091797,34.31249,38.51771,4.20522,74.66259,71.27928,-3.38330999999999,17.98203,19.36175,1.37972,0.0382037221690013
"3621",5164,-86.1853637695312,42.7807159423828,61.24826,72.14165,10.89339,76.67628,75.39028,-1.286,18.54647,19.39985,0.853380000000001,0.00596707335428448
"3624",5167,-86.0674438476562,43.1043548583984,42.06809,46.45682,4.38873,73.74396,70.13434,-3.60962000000001,18.26477,19.14332,0.878550000000001,0.00963392869140023
"3625",5168,-86.02783203125,43.2122192382812,42.48086,43.63702,1.15616,74.16017,70.63356,-3.52660999999999,18.14657,19.15952,1.01295,0.0188433638800092
"3626",5169,-85.9880981445312,43.3200836181641,41.28283,42.63845,1.35562,73.91127,70.36238,-3.54889,18.11514,19.29044,1.1753,0.014137183734988
"3628",5171,-85.9081420898438,43.5357818603516,40.23534,43.20451,2.96917,76.3584,72.9404,-3.41800000000001,17.89821,19.16141,1.2632,0.0283308815209153
"3629",5172,-85.8679504394531,43.6436195373535,38.34042,42.51964,4.17922,74.75921,71.05439,-3.70482,17.96018,19.30493,1.34475,0.00903844777850793
"3630",5173,-85.8276062011719,43.7514572143555,38.76015,43.59177,4.83161999999999,74.85585,71.13979,-3.71606,17.95249,19.33761,1.38512,0.0354943651592947
"3631",5174,-85.787109375,43.8592796325684,40.16199,48.09747,7.93548,75.61872,72.03704,-3.58167999999999,17.98703,19.32735,1.34032,0.00430838721439386
"3632",5175,-85.7464599609375,43.967098236084,41.16678,47.44893,6.28214999999999,76.26461,72.50613,-3.75848000000001,17.94909,19.28161,1.33252,0.010108428380903
"3633",5176,-85.7056884765625,44.0749015808105,43.85652,46.01878,2.16226,76.74147,72.91935,-3.82212000000001,17.92042,19.20864,1.28822,0.00501846442300291
"3634",5177,-85.6647338867188,44.1826972961426,45.55476,49.1206,3.56584,77.5374,74.03569,-3.50171,17.82403,19.14317,1.31914,0.00203855955650312
"3635",5178,-85.6236267089844,44.2904930114746,41.4502,49.67044,8.22024,78.16254,75.14256,-3.01998,17.72526,19.08439,1.35913,0.00717633199560197
"3636",5179,-85.5823669433594,44.3982734680176,38.87145,44.82895,5.9575,77.481,74.27595,-3.20505,17.81323,19.1518,1.33857,0.00907189246069606
"3637",5180,-85.5409545898438,44.5060424804688,38.7653,40.23502,1.46972,76.95505,73.41548,-3.53957,17.88211,19.18327,1.30116,0.0134824502494126
"3638",5181,-85.4993896484375,44.6137962341309,38.23297,38.69898,0.466009999999997,76.10134,72.47116,-3.63018,17.94855,19.26966,1.32111,0.0132752636492057
"3639",5182,-85.4576416015625,44.7215385437012,38.87206,42.35502,3.48296000000001,75.17613,71.5935,-3.58262999999999,18.01983,19.35346,1.33363,0.0128735274887077
"3640",5183,-85.415771484375,44.829273223877,42.3785,48.78596,6.40746,74.38996,71.11654,-3.27342,17.98952,19.37413,1.38461,0.00910311760149796
"3722",5316,-85.95947265625,42.9675750732422,41.99758,43.03584,1.03826,73.53065,69.99865,-3.532,18.28685,19.07585,0.788999999999998,0.0050257537129994
"3723",5317,-85.9197692871094,43.0753974914551,43.03397,43.50538,0.471410000000006,74.08312,70.61668,-3.46643999999999,18.12381,19.05914,0.93533,0.0355704556918042
"3727",5321,-85.7594604492188,43.506591796875,39.63423,43.44725,3.81301999999999,74.17697,70.45239,-3.72458,18.00845,19.26094,1.25249,0.0136986969621873
"3728",5322,-85.718994140625,43.6143760681152,37.49087,42.94949,5.45862,74.62345,71.03476,-3.58869,17.9696,19.31269,1.34309,0.0040407203433972
"3729",5323,-85.6784057617188,43.7221603393555,36.73284,43.32489,6.59205,74.98405,71.59536,-3.38869,17.9705,19.31277,1.34227,0.00887946995129596
"3730",5324,-85.6376647949219,43.8299217224121,38.7017,43.68078,4.97908,75.77541,72.16598,-3.60942999999999,17.92249,19.25179,1.3293,0.00511828461440444
"3731",5325,-85.5967407226562,43.9376831054688,40.25075,41.05611,0.80536,76.92511,73.19814,-3.72697000000001,17.87571,19.16901,1.2933,0.00112080051911079
"3732",5326,-85.5556945800781,44.0454330444336,41.40721,43.07845,1.67124,77.39305,73.9277,-3.46535,17.82935,19.13528,1.30593,0.00724817318118909
"3733",5327,-85.5144958496094,44.1531791687012,39.27241,42.52752,3.25511,78.08081,75.0595,-3.02131,17.73728,19.08607,1.34879,0.0199706836527014
"3734",5328,-85.4731140136719,44.260913848877,35.11844,39.22237,4.10393,78.84778,76.0656,-2.78218,17.62418,19.01028,1.3861,0.00309720262620061
"3735",5329,-85.4315795898438,44.3686332702637,36.34722,41.57967,5.23245,77.64645,74.62151,-3.02494,17.74304,19.09641,1.35337,0.0136389492987021
"3736",5330,-85.3899230957031,44.4763450622559,38.83715,41.98131,3.14416,76.53606,73.00832,-3.52774000000001,17.86811,19.18466,1.31655,0.0208755346541025
"3737",5331,-85.3480834960938,44.584041595459,39.93086,42.18069,2.24983,76.94176,73.3732,-3.56856000000001,17.86115,19.15213,1.29098,0.00861547441379429
"3738",5332,-85.3060913085938,44.6917266845703,42.22882,44.79006,2.56124,76.10563,72.47029,-3.63534,17.93135,19.21121,1.27986,0.00336875369458767
"3739",5333,-85.2639465332031,44.7994003295898,45.68162,50.46008,4.77846,75.42669,71.89872,-3.52797,17.96868,19.27673,1.30805,0.0314611762023986
"3740",5334,-85.2216186523438,44.9070701599121,47.69499,58.99522,11.30023,75.91513,72.65555,-3.25958,17.91016,19.15195,1.24179,0.0177121935274016
"3744",5338,-85.0507507324219,45.3375816345215,42.74017,52.60418,9.86401,76.16087,73.52097,-2.6399,17.94817,19.20606,1.25789,0.0324922464458908
"3746",5340,-84.9643249511719,45.5527572631836,38.52142,48.65402,10.1326,75.97199,73.63768,-2.33431,17.99923,19.2429,1.24367,0.00333639731759661
"3815",5461,-86.0098266601562,42.3996124267578,45.05639,48.08689,3.0305,73.88284,70.58477,-3.29807,18.1314,18.72409,0.592690000000001,0.0157269069745993
"3816",5462,-85.9705810546875,42.5073928833008,44.04725,49.28933,5.24208,73.30602,69.69186,-3.61416,18.21887,18.87516,0.656290000000002,0.00630070877079447
"3817",5463,-85.9312133789062,42.6151695251465,41.89372,46.3956,4.50188,73.41782,69.66805,-3.74977000000001,18.23136,18.89914,0.66778,0.00677825824689648
"3818",5464,-85.8916931152344,42.7229423522949,38.96217,45.11232,6.15015,73.87732,70.16567,-3.71164999999999,18.20202,18.89818,0.696159999999999,0.0384265701583004
"3824",5470,-85.6514892578125,43.3694763183594,36.50938,41.92747,5.41809,74.92537,71.62488,-3.30049,17.96604,19.1494,1.18336,0.0177524092809023
"3826",5472,-85.5702209472656,43.5849380493164,35.02172,40.01082,4.9891,74.25235,70.51707,-3.73528,17.95919,19.28872,1.32953,0.015700455933306
"3827",5473,-85.5293579101562,43.6926612854004,33.60658,39.45429,5.84771,76.85805,73.50782,-3.35023000000001,17.83205,19.10505,1.273,0.0204287316055982
"3828",5474,-85.4883422851562,43.8003730773926,35.15953,38.22359,3.06406,76.36322,72.81807,-3.54514999999999,17.90618,19.18119,1.27501,0.00789984835118673
"3829",5475,-85.4472045898438,43.9080810546875,38.73539,37.03674,-1.69865,77.14187,73.50075,-3.64112,17.87544,19.09832,1.22288,0.0250441728837032
"3830",5476,-85.4058837890625,44.0157661437988,38.4663,39.3334,0.867100000000001,78.26089,75.10638,-3.15451,17.70487,19.00279,1.29792,0.00323469768959228
"3831",5477,-85.3644104003906,44.1234550476074,35.46331,37.4048,1.94149,78.57626,75.62854,-2.94772,17.61329,18.95597,1.34268,0.0187168182097892
"3832",5478,-85.3227844238281,44.231128692627,33.00265,34.90691,1.90426,78.09475,75.1868,-2.90795,17.66609,19.03848,1.37239,0.040500487429604
"3833",5479,-85.281005859375,44.3387870788574,33.49006,36.44232,2.95226,77.75077,74.6785,-3.07227,17.72483,19.08174,1.35691,0.0257034079479013
