"","X","lon","lat","epirainh","epirainf","epiraindiff","epirhh","epirhf","epirhdiff","epiaveth","epiavetf","epiavetdiff","V12"
"9994",16110,-76.10107421875,39.7704238891602,27.42305,29.66133,2.23828,70.03651,69.71848,-0.318030000000007,16.67362,16.07641,-0.59721,0.0356612431980921
"9995",16111,-76.0465393066406,39.8734436035156,28.84937,28.80099,-0.0483800000000016,70.75223,69.98625,-0.765979999999999,16.66289,16.11572,-0.547170000000001,0.00717175105770451
"9996",16112,-75.9918212890625,39.9764442443848,31.2987,29.60631,-1.69239,71.28463,70.28206,-1.00257000000001,16.61563,16.13821,-0.477419999999999,0.0210324119840024
"9997",16113,-75.9368896484375,40.0794372558594,31.55117,30.60997,-0.941199999999998,70.82043,69.77311,-1.04732,16.69196,16.18072,-0.511240000000001,0.00343404263580283
"9998",16114,-75.8818054199219,40.1824188232422,29.26496,29.2686,0.00364000000000075,70.12313,69.11574,-1.00739,16.71712,16.22446,-0.492660000000001,0.00602313410680466
"9999",16115,-75.8265075683594,40.2853927612305,33.62376,32.48627,-1.13749,69.47805,68.25471,-1.22333999999999,16.80584,16.27685,-0.52899,0.00267534188630236
"10000",16116,-75.7710571289062,40.388355255127,38.07048,36.05885,-2.01163,70.90199,69.30618,-1.59581,16.95552,16.41372,-0.541799999999999,0.00266152485089322
"10001",16117,-75.7153930664062,40.4912948608398,37.48398,34.76828,-2.71570000000001,71.50697,69.58471,-1.92225999999999,16.91378,16.51154,-0.402239999999999,0.00567306882650342
"10002",16118,-75.6595458984375,40.5942306518555,36.31412,29.37166,-6.94246,72.57245,70.25413,-2.31832,16.90363,16.55037,-0.353259999999999,0.00271377314000176
"10003",16119,-75.603515625,40.697151184082,39.21539,33.44621,-5.76918,72.5359,70.17959,-2.35630999999999,16.96732,16.58411,-0.383210000000002,0.0220740472399967
"10004",16120,-75.5472717285156,40.8000526428223,45.73264,39.21389,-6.51875,71.92564,69.57767,-2.34797,17.0365,16.76786,-0.268640000000001,0.00553439308790615
"10005",16121,-75.4908752441406,40.9029388427734,48.58121,40.3169,-8.26431,73.02355,70.81623,-2.20732,17.05696,17.00952,-0.0474400000000017,0.00989308008350775
"10006",16122,-75.4342651367188,41.0058212280273,48.18322,31.51922,-16.664,74.66877,71.71068,-2.95809,16.84415,17.15332,0.309170000000002,0.00438048947828662
"10007",16123,-75.37744140625,41.1086692810059,45.69182,29.93809,-15.75373,76.20419,72.92784,-3.27634999999999,16.64601,17.23386,0.58785,0.00814336173660024
"10008",16124,-75.3204650878906,41.2115135192871,38.78274,27.95466,-10.82808,77.16398,73.67074,-3.49324,16.49776,17.217,0.719239999999999,0.00909207857188932
"10009",16125,-75.2632751464844,41.3143424987793,34.69953,23.61473,-11.0848,76.82811,73.12957,-3.69853999999999,16.48512,17.22572,0.740600000000001,0.0039971550039084
"10010",16126,-75.2058715820312,41.4171524047852,36.14402,23.5449,-12.59912,75.67797,71.99033,-3.68764,16.56018,17.1038,0.543620000000001,0.00150113564289711
"10011",16127,-75.1483154296875,41.5199394226074,36.3987,24.45919,-11.93951,74.96967,71.35689,-3.61277999999999,16.6591,17.15494,0.495840000000001,0.00671149096019974
"10012",16128,-75.0905151367188,41.6227073669434,37.48908,27.63177,-9.85731,75.21125,71.62912,-3.58213000000001,16.70093,17.13906,0.438130000000001,0.00789434579508708
"10013",16129,-75.0325317382812,41.7254638671875,42.39423,36.93897,-5.45526,76.45861,72.84196,-3.61664999999999,16.85639,17.15931,0.30292,0.00396036733279459
"10014",16130,-74.974365234375,41.8281936645508,48.51196,41.30633,-7.20563,78.18287,74.82278,-3.36009,16.73171,17.17238,0.440670000000001,0.00398005080330677
"10015",16131,-74.9159545898438,41.9309120178223,43.15165,34.39577,-8.75588,80.24877,76.47762,-3.77114999999999,16.51317,16.99806,0.48489,0.00704223950299365
"10020",16136,-74.6210327148438,42.4441719055176,30.67278,26.49438,-4.1784,79.60062,76.08021,-3.52041000000001,16.49738,16.95502,0.457640000000001,0.0356832855434135
"10021",16137,-74.5614013671875,42.5467643737793,32.0415,26.6999,-5.3416,78.14667,74.65884,-3.48783,16.62675,17.03998,0.413229999999999,0.00481453247209629
"10022",16138,-74.5015869140625,42.6493263244629,32.90515,31.21994,-1.68521,75.47396,72.39953,-3.07443000000001,16.88122,17.27973,0.398510000000002,0.0203543961233947
"10023",16139,-74.4415893554688,42.7518730163574,35.56818,35.41073,-0.157449999999997,74.01867,70.98313,-3.03554,17.04993,17.35783,0.3079,0.00882119229878953
"10025",16141,-74.3209228515625,42.9568748474121,39.73526,34.31763,-5.41763,73.95241,71.10585,-2.84656,17.26264,17.55719,0.294549999999997,0.0196224666383031
"10026",16142,-74.26025390625,43.0593414306641,41.56393,34.48748,-7.07645,73.53086,70.24401,-3.28685,17.38133,17.69246,0.311130000000002,0.010151502055507
"10027",16143,-74.1994018554688,43.1617889404297,41.64464,32.30123,-9.34341000000001,74.77629,71.11686,-3.65943,17.31821,17.66159,0.34338,0.00303537218771055
"10029",16145,-74.0770263671875,43.3665885925293,41.03073,29.01926,-12.01147,77.07136,72.99071,-4.08064999999999,16.90976,17.62661,0.716850000000001,0.0189238769645996
"10030",16146,-74.0155029296875,43.4689559936523,38.99176,26.93373,-12.05803,76.78316,72.73254,-4.05062,16.97556,17.7121,0.736539999999998,0.0108540868491005
"10031",16147,-73.9537658691406,43.5712852478027,36.22004,27.98985,-8.23019,75.11625,71.39682,-3.71942999999999,17.11645,17.74179,0.625340000000001,0.0102689325731049
"10032",16148,-73.891845703125,43.6735916137695,35.76123,29.15793,-6.6033,74.00162,70.18795,-3.81367,17.2946,17.78474,0.49014,0.0254364815478993
"10033",16149,-73.8296508789062,43.7758712768555,36.91505,33.9999,-2.91515,74.65443,70.89223,-3.76220000000001,17.19383,17.82033,0.6265,0.00698995758090604
"10034",16150,-73.7672729492188,43.8781242370605,37.49621,34.34304,-3.15317,75.51402,71.46134,-4.05268,17.14887,17.90939,0.76052,0.00543514947571566
"10035",16151,-73.7046508789062,43.9803466796875,36.51844,30.61827,-5.90017,75.29468,71.48086,-3.81381999999999,17.15915,18.01666,0.857510000000001,0.00658063367579587
"10036",16152,-73.641845703125,44.0825347900391,36.32779,29.2123,-7.11549,73.1254,69.42699,-3.69841,17.36987,18.09553,0.725660000000001,0.00374233894090992
"10037",16153,-73.5787963867188,44.1846885681152,34.95878,27.89899,-7.05979,71.44383,67.84428,-3.59955000000001,17.6557,18.11794,0.462240000000001,0.00270175246908622
"10038",16154,-73.5155029296875,44.2868232727051,31.51151,30.56704,-0.944470000000003,70.26817,67.40223,-2.86593999999999,17.72103,18.0942,0.373170000000002,0.00780737143179522
"10039",16155,-73.4519958496094,44.388916015625,29.08034,30.61398,1.53364,69.62648,66.79849,-2.82799,17.76833,18.07936,0.311030000000002,0.00893696477309192
"10040",16156,-73.3882446289062,44.4909820556641,53.33203,45.88462,-7.44741,71.40866,69.30158,-2.10708,18.3691,18.71668,0.347580000000001,0.0404438543721852
"10041",16157,-73.3243103027344,44.5930099487305,55.67691,51.28527,-4.39164,71.29249,69.38596,-1.90653,18.36365,18.70272,0.33907,0.00154922850989436
"10042",16158,-73.2601318359375,44.695011138916,32.64809,35.62854,2.98045,70.58757,68.30536,-2.28221000000001,17.82578,18.04433,0.218549999999997,0.0388981459902027
"10043",16159,-73.1956787109375,44.7969856262207,74.5696,65.37927,-9.19032999999999,72.39218,70.38414,-2.00803999999999,18.32517,18.71649,0.39132,0.00888949629170099
"10044",16160,-73.1310424804688,44.8989105224609,37.41756,38.3575,0.93994,71.36963,68.4447,-2.92493,17.84262,17.97418,0.13156,0.00801782383609861
"10045",16161,-73.066162109375,45.0008087158203,40.55211,40.70232,0.150210000000001,71.74278,68.69454,-3.04823999999999,17.83051,18.04368,0.213169999999998,0.0373960004263978
"10091",16255,-76.2380981445312,39.2136497497559,33.22635,43.15475,9.9284,70.86489,71.52656,0.661670000000001,15.47533,15.68281,0.20748,0.0364190223288929
"10093",16257,-76.1302490234375,39.4196090698242,22.93935,33.39279,10.45344,66.10239,67.88696,1.78457,16.58584,16.19634,-0.389500000000002,0.0425267756454986
"10094",16259,-76.0216979980469,39.6255416870117,27.44349,33.0279,5.58441,66.92549,67.36253,0.43704000000001,16.80215,16.09947,-0.702680000000001,0.0115411827043914
"10095",16260,-75.9671325683594,39.7284889221191,27.42821,28.85164,1.42343,69.74601,69.66658,-0.0794300000000021,16.65887,16.07202,-0.586850000000002,0.0074233765217997
"10096",16261,-75.9124145507812,39.8314208984375,28.66869,28.20931,-0.459380000000003,70.48622,70.02375,-0.462469999999996,16.65805,16.06562,-0.59243,0.0145394168281996
"10097",16262,-75.8574829101562,39.9343566894531,30.44822,30.34275,-0.10547,70.08645,69.48274,-0.603709999999992,16.68664,16.129,-0.557639999999999,0.00262323786550667
"10098",16263,-75.8023986816406,40.0372695922852,30.87352,29.19272,-1.6808,70.25347,69.5332,-0.720269999999999,16.65301,16.17386,-0.479149999999997,0.00569637188269922
"10099",16264,-75.7471008300781,40.1401710510254,28.00298,29.42394,1.42096,69.66854,68.83488,-0.833659999999995,16.69359,16.22279,-0.470800000000001,0.00389498265511179
"10100",16265,-75.691650390625,40.2430686950684,31.60631,31.1833,-0.423010000000001,69.27703,68.30612,-0.970909999999989,16.74668,16.25752,-0.489160000000002,0.00132977121140243
"10101",16266,-75.635986328125,40.3459434509277,37.11184,35.94571,-1.16613,70.49554,69.14927,-1.34627,16.8953,16.30125,-0.594049999999999,0.0270765918588936
"10102",16267,-75.5801391601562,40.4488105773926,35.52254,32.21302,-3.30952,71.26276,69.37322,-1.88954,16.9558,16.4671,-0.488700000000001,0.00607512373090913
"10103",16268,-75.5241088867188,40.5516700744629,32.74486,30.547,-2.19786,71.35067,69.26317,-2.08749999999999,16.91875,16.47552,-0.44323,0.00350989933539125
"10104",16269,-75.4678649902344,40.6545104980469,34.69077,39.23934,4.54857,60.02738,60.57056,0.54318,17.80705,16.92576,-0.88129,0.034375370900996
"10105",16270,-75.4114379882812,40.7573280334473,42.67084,37.31123,-5.35961,71.01843,68.71436,-2.30407,17.019,16.65418,-0.364819999999998,0.0101155254727061
"10106",16271,-75.3548583984375,40.8601341247559,44.46594,36.04508,-8.42086,71.75908,69.23327,-2.52580999999999,17.14836,16.77026,-0.3781,0.00755479032399364
"10107",16272,-75.2980346679688,40.9629364013672,45.29698,33.19337,-12.10361,71.96228,69.27424,-2.68804,17.08782,16.8966,-0.191220000000001,0.00462621187001133
"10108",16273,-75.2410583496094,41.0657157897949,45.21462,33.77868,-11.43594,72.41069,69.96635,-2.44434,17.05171,17.07919,0.0274800000000006,0.00616528270089844
"10109",16274,-75.1838684082031,41.1684684753418,44.33968,31.24773,-13.09195,74.3156,71.07685,-3.23875000000001,16.85528,17.09124,0.235959999999999,0.0040684413041987
"10110",16275,-75.12646484375,41.2712249755859,39.8889,26.68131,-13.20759,76.21741,72.5938,-3.62361,16.651,17.12358,0.472580000000001,0.00251303565129035
"10111",16276,-75.0689086914062,41.3739547729492,37.59972,22.34908,-15.25064,74.78985,70.83767,-3.95218,16.68866,17.18877,0.500110000000003,0.00652957843920632
"10112",16277,-75.0111083984375,41.4766616821289,36.54008,24.63041,-11.90967,74.88668,71.23198,-3.65470000000001,16.69681,17.12577,0.42896,0.0100192163613926
"10113",16278,-74.953125,41.5793571472168,38.6356,31.51957,-7.11602999999999,75.50965,71.89108,-3.61856999999999,16.69045,17.08958,0.399130000000003,0.0042643501664017
"10114",16279,-74.8949584960938,41.6820220947266,44.64483,36.82458,-7.82025,76.65043,73.07571,-3.57472,16.8274,17.21502,0.387619999999998,0.00164310391918576
"10115",16280,-74.8366088867188,41.7846832275391,50.38973,39.27449,-11.11524,77.92421,74.44616,-3.47805,16.77078,17.2162,0.445420000000002,0.0476001502703127
"10116",16281,-74.7780151367188,41.8873138427734,47.96951,36.78278,-11.18673,80.12108,76.19458,-3.9265,16.57839,17.02826,0.449870000000001,0.0302337825570973
"10118",16283,-74.6602783203125,42.0925178527832,33.21705,30.37591,-2.84114,81.85877,78.11589,-3.74288000000001,16.17149,16.83306,0.661570000000001,0.00499104881679813
"10119",16284,-74.60107421875,42.1950950622559,30.0054,26.22194,-3.78346,80.98062,77.25371,-3.72691,16.29491,16.85868,0.563769999999998,0.0418544321206014
"10120",16285,-74.5416870117188,42.2976455688477,30.58257,25.12534,-5.45723,79.81651,76.04315,-3.77336,16.42968,16.90824,0.478559999999998,0.00351026679329891
"10121",16286,-74.4820861816406,42.4001770019531,30.10983,24.07584,-6.03399,78.13898,74.51135,-3.62763000000001,16.55342,17.00353,0.450110000000002,0.0181936545698917
"10122",16287,-74.4223022460938,42.502685546875,31.36049,26.6893,-4.67119,76.82627,73.47651,-3.34975999999999,16.68582,17.11618,0.43036,0.00468294694390181
"10123",16288,-74.3622741699219,42.605167388916,33.65047,30.55533,-3.09514,75.25151,72.10856,-3.14295,16.84444,17.22521,0.380770000000002,0.00782674926019666
"10124",16289,-74.3020629882812,42.7076301574707,34.97652,33.04415,-1.93237,74.11874,70.95675,-3.16199,17.02382,17.30587,0.282049999999998,0.04512430048959
"10125",16290,-74.2416381835938,42.8100662231445,35.69838,32.9786,-2.71978,74.07266,71.00477,-3.06789000000001,17.12609,17.36968,0.243589999999998,0.00139243699838687
"10126",16291,-74.1809997558594,42.9124717712402,37.66761,32.43506,-5.23255,73.85395,70.86071,-2.99324,17.23295,17.49285,0.259900000000002,0.00717668393490101
"10127",16292,-74.1201171875,43.0148658752441,42.26357,37.31359,-4.94998,73.12644,69.77929,-3.34715,17.36714,17.69271,0.325570000000003,0.00678822926069245
"10129",16294,-73.997802734375,43.2195472717285,42.91435,29.99727,-12.91708,75.64179,71.69477,-3.94701999999999,17.20304,17.6076,0.40456,0.00180408459059578
"10130",16295,-73.936279296875,43.3218612670898,40.7879,27.74611,-13.04179,74.73514,70.804,-3.93114,17.30451,17.65773,0.35322,0.0058557236604031
"10131",16296,-73.8745727539062,43.4241409301758,38.22127,28.84822,-9.37305,73.65873,69.99744,-3.66129000000001,17.39374,17.73748,0.34374,0.00871372903651491
"10132",16297,-73.8126525878906,43.5263977050781,36.01386,29.12896,-6.8849,72.99826,69.42155,-3.57671000000001,17.42744,17.77428,0.34684,0.00930345399909527
"10133",16298,-73.75048828125,43.6286163330078,34.71367,31.92471,-2.78896,73.65299,69.87686,-3.77613000000001,17.43661,17.70391,0.267299999999999,0.0170382235677096
"10134",16299,-73.6881408691406,43.7308158874512,36.16929,34.69645,-1.47284,74.57153,70.70993,-3.8616,17.28223,17.77222,0.489990000000002,0.011747918956992
"10135",16300,-73.6255493164062,43.8329772949219,35.17525,31.11721,-4.05804,74.13343,70.32791,-3.80552,17.343,17.87873,0.535730000000001,0.00705377445599709
"10136",16301,-73.562744140625,43.935115814209,34.03716,28.36705,-5.67011,72.00479,68.61449,-3.3903,17.55533,17.94116,0.385829999999999,0.00894288108470676
"10137",16302,-73.4996948242188,44.0372314453125,30.83225,27.62019,-3.21206,70.1085,67.15021,-2.95829000000001,17.65475,17.98626,0.331510000000002,0.0450061902594996
"10138",16303,-73.4364624023438,44.1393051147461,28.75524,26.57313,-2.18211,69.3066,66.33889,-2.96771,17.72889,17.98672,0.257829999999998,0.0111242850004984
"10139",16304,-73.3729858398438,44.2413558959961,29.79344,28.8968,-0.896640000000001,68.92568,66.10481,-2.82087,17.83456,18.02817,0.19361,0.00794490163740136
"10140",16305,-73.3092651367188,44.3433609008789,57.11843,51.03692,-6.08150999999999,71.48894,69.6204,-1.86854,18.30122,18.67262,0.371399999999998,0.0130312039673086
"10141",16306,-73.2453308105469,44.4453468322754,58.88056,50.95386,-7.9267,71.99947,70.202,-1.79747,18.31383,18.6523,0.338470000000001,0.00424718985480155
"10142",16307,-73.18115234375,44.5472946166992,32.28877,35.44732,3.15855,69.2863,66.20594,-3.08036,17.8571,18.02516,0.168060000000001,0.000602142820810059
"10143",16308,-73.1167602539062,44.6492080688477,40.45354,42.64765,2.19411,70.78395,67.63393,-3.15002,17.78248,17.95687,0.174389999999999,0.00464749122099306
"10145",16310,-72.9873046875,44.8529434204102,45.20159,43.39184,-1.80975,72.24266,68.9618,-3.28086,17.75014,17.92372,0.173580000000001,0.043339673516293
"10146",16311,-72.9221801757812,44.9547538757324,47.91086,47.61917,-0.291690000000003,72.58549,69.02968,-3.55580999999999,17.79644,17.97565,0.179210000000001,0.00611277792180687
"10193",16401,-76.3195190429688,38.7602157592773,28.13185,38.54275,10.4109,70.78615,71.4164,0.63024999999999,15.28186,15.966,0.684139999999999,0.0400498525816033
"10194",16403,-76.2127380371094,38.9660873413086,35.3473,45.75841,10.41111,71.42948,71.73766,0.308180000000007,15.50269,15.92758,0.424890000000001,0.0261792595423032
"10195",16405,-76.105224609375,39.1719284057617,21.08226,26.95323,5.87097,66.43278,67.8743,1.44152000000001,16.45868,16.05855,-0.400130000000001,0.00568214069970452
"10196",16406,-76.0512390136719,39.2748336791992,22.15921,28.71505,6.55584,66.42887,67.82802,1.39914999999999,16.51171,16.07229,-0.439420000000002,0.0214038190061956
"10197",16409,-75.8881225585938,39.5835113525391,28.82492,33.90196,5.07704,65.65069,66.55663,0.905940000000001,16.79009,16.24216,-0.547930000000001,0.00844824583979431
"10198",16410,-75.8333740234375,39.6863822937012,31.06194,32.49192,1.42998,67.81549,68.36732,0.55183000000001,16.75385,16.00651,-0.747340000000001,0.0109882747906909
"10199",16411,-75.7784423828125,39.7892417907715,30.72956,30.94698,0.217420000000001,68.46777,68.61762,0.149850000000001,16.78166,16.0889,-0.69276,0.00294486538350469
"10200",16412,-75.7233581542969,39.89208984375,29.07926,29.81578,0.736519999999999,68.93526,68.8663,-0.0689600000000041,16.75979,16.11253,-0.647259999999999,0.00595314954709636
"10201",16413,-75.6680908203125,39.9949226379395,29.08175,28.73941,-0.34234,69.3372,68.82715,-0.510049999999993,16.75301,16.13542,-0.61759,0.0130027192279911
"10202",16414,-75.6126098632812,40.0977554321289,28.02038,29.19602,1.17564,68.9098,68.35934,-0.550460000000001,16.77538,16.17095,-0.604429999999997,0.0037455713996053
"10203",16415,-75.5569458007812,40.200569152832,32.9045,31.35445,-1.55005,69.71177,68.68916,-1.02261,16.74567,16.14023,-0.605440000000002,0.00500682034430611
"10204",16416,-75.5010986328125,40.3033752441406,36.57091,34.80144,-1.76947,69.52729,68.42759,-1.0997,16.88461,16.28031,-0.604299999999999,0.0239670112876027
"10205",16417,-75.445068359375,40.4061622619629,34.9027,34.19957,-0.703130000000002,70.66424,69.10794,-1.55630000000001,16.95989,16.38468,-0.575210000000002,0.00673824299289549
"10206",16418,-75.3888244628906,40.5089302062988,31.20931,30.79174,-0.417569999999998,70.71954,68.9228,-1.79674,16.95021,16.3969,-0.55331,0.00565121990121042
"10207",16419,-75.3324279785156,40.6116981506348,33.72787,33.03939,-0.688480000000006,70.00229,68.07843,-1.92386,16.99103,16.4719,-0.519129999999997,0.0122403483369027
"10208",16420,-75.2758178710938,40.714427947998,38.93293,35.40407,-3.52886,71.9134,69.60324,-2.31016,16.96894,16.5646,-0.404340000000001,0.0326829564772027
"10209",16421,-75.218994140625,40.8171691894531,41.70823,33.99242,-7.71581,72.92983,70.1129,-2.81693,16.90707,16.51306,-0.394010000000002,0.0431255304389992
"10210",16422,-75.1620178222656,40.9198875427246,40.87678,31.41265,-9.46413,71.60442,68.9033,-2.70112,16.96784,16.73175,-0.236089999999997,0.00261650447309592
"10211",16423,-75.1048278808594,41.0225791931152,42.8925,32.27333,-10.61917,71.59784,68.46565,-3.13219000000001,17.13178,16.81214,-0.31964,0.0065448024780963
"10212",16424,-75.0474548339844,41.1252708435059,43.61278,34.46376,-9.14902,72.96663,70.25922,-2.70741,17.01346,16.97488,-0.0385799999999996,0.0061571813105914
"10213",16425,-74.9898681640625,41.2279396057129,40.44462,27.91165,-12.53297,73.3406,69.64617,-3.69443,16.90095,17.12863,0.227679999999999,0.00572691154660276
"10214",16426,-74.93212890625,41.3305854797363,37.52756,24.97011,-12.55745,73.27523,69.40278,-3.87244999999999,16.86811,17.1389,0.270789999999998,0.00636952852029538
"10215",16427,-74.8741455078125,41.4332160949707,37.5275,26.02251,-11.50499,74.66899,71.07027,-3.59872,16.76458,17.0563,0.291720000000002,0.00502991136909969
"10216",16428,-74.8159790039062,41.5358200073242,39.86054,30.71404,-9.1465,75.94503,72.23658,-3.70845,16.69689,17.08172,0.384830000000001,0.0041398445195
"10217",16429,-74.7576293945312,41.6384201049805,42.24481,30.06972,-12.17509,77.04911,73.31061,-3.7385,16.78273,17.20062,0.41789,0.00684221726110934
"10220",16432,-74.581298828125,41.9460754394531,47.17048,36.91257,-10.25791,81.65481,77.52533,-4.12948,16.32645,17.00114,0.674689999999998,0.00562058512089436
"10221",16433,-74.5221252441406,42.0485954284668,34.29825,24.22674,-10.07151,82.97104,78.67039,-4.30065,16.04518,16.94789,0.902710000000003,0.00452782048049727
"10222",16434,-74.4627685546875,42.1510925292969,29.61994,21.27161,-8.34833,80.83986,76.82607,-4.01379,16.26631,16.9241,0.657789999999999,0.0286894949598988
"10223",16435,-74.4031677246094,42.2535591125488,31.42382,24.16931,-7.25451,79.53138,75.51143,-4.01994999999999,16.39993,16.897,0.497069999999997,0.0241379861754112
"10224",16436,-74.3433837890625,42.3560066223145,31.23035,24.62467,-6.60568,78.28791,74.39262,-3.89529,16.50039,16.97785,0.477460000000001,0.0438584376988871
"10225",16437,-74.2833862304688,42.458423614502,33.01182,26.4185,-6.59332,76.68834,73.24372,-3.44462,16.68134,17.15456,0.473220000000001,0.0174329129644946
"10227",16439,-74.1627502441406,42.6632080078125,34.55927,30.15936,-4.39991,74.95881,71.65735,-3.30146000000001,16.96916,17.33527,0.366110000000003,0.00581859559740394
"10228",16440,-74.1021118164062,42.765567779541,35.01675,31.18316,-3.83359,73.04574,69.83054,-3.2152,17.26982,17.48109,0.211269999999999,0.00318449916238706
"10229",16441,-74.0412902832031,42.8679008483887,36.33139,31.72789,-4.6035,72.84903,69.66826,-3.18077,17.37527,17.59292,0.217649999999999,0.00504610555800156
"10230",16442,-73.980224609375,42.9701995849609,38.71148,35.45569,-3.25579,72.8715,69.76556,-3.10594,17.421,17.61341,0.192409999999999,0.00798734869230344
"10231",16443,-73.9189758300781,43.0724754333496,41.12617,34.24327,-6.8829,72.20386,68.91111,-3.29275000000001,17.50957,17.80031,0.29074,0.00631558126249132
"10232",16444,-73.8574829101562,43.174732208252,41.31771,30.35371,-10.964,72.25582,68.83679,-3.41903000000001,17.45939,17.76327,0.303879999999999,0.00228515295088982
"10233",16445,-73.7957763671875,43.2769584655762,38.95013,28.9861,-9.96403,71.90613,68.41558,-3.49055,17.51051,17.79927,0.28876,0.00672365001150865
"10234",16446,-73.73388671875,43.3791542053223,38.09392,28.65694,-9.43698,72.0051,68.47829,-3.52681,17.52705,17.76506,0.238009999999999,0.00481904105539854
"10235",16447,-73.6717529296875,43.4813232421875,36.66909,31.68522,-4.98387,72.32677,69.23155,-3.09522,17.50416,17.76217,0.258010000000002,0.00793412996600296
"10236",16448,-73.6094055175781,43.5834655761719,35.35443,32.23051,-3.12392,73.2333,69.86704,-3.36626,17.44268,17.71158,0.268900000000002,0.0151497473171958
"10237",16449,-73.5468444824219,43.6855773925781,34.81185,32.04367,-2.76818,73.32864,69.77,-3.55864,17.46093,17.70851,0.247579999999999,0.00226903431420311
"10238",16450,-73.4840698242188,43.7876663208008,32.27172,29.28642,-2.9853,71.70817,68.6951,-3.01307,17.55441,17.79121,0.236799999999999,0.0194513047151048
"10239",16451,-73.4210510253906,43.8897247314453,31.26054,28.24498,-3.01556,71.43534,68.97991,-2.45542999999999,17.54175,17.75886,0.217109999999998,0.0411030817524036
"10240",16452,-73.3577880859375,43.9917411804199,30.5113,28.37383,-2.13747,70.30373,68.09221,-2.21152000000001,17.67469,17.82267,0.14798,0.0355475716588032
"10241",16453,-73.2943420410156,44.0937347412109,30.58976,30.42942,-0.160339999999998,69.87194,67.83495,-2.03698999999999,17.74178,17.80571,0.0639300000000027,0.00299994421029481
"10242",16454,-73.2306518554688,44.1956939697266,33.3283,35.37903,2.05073,70.54854,68.63777,-1.91077,17.693,17.7691,0.0761000000000003,0.0254583079955069
"10243",16455,-73.166748046875,44.2976341247559,36.90444,39.28733,2.38289,71.33131,69.61952,-1.71179000000001,17.69306,17.78241,0.0893499999999996,0.00759365791580535
"10244",16456,-73.1026000976562,44.3995323181152,39.29442,40.86265,1.56823,71.57748,69.03425,-2.54322999999999,17.63927,17.80218,0.16291,0.0187158031635022
"10245",16457,-73.0382385253906,44.501392364502,46.53723,45.68585,-0.851379999999999,73.27319,70.01805,-3.25514,17.58982,17.85075,0.260930000000002,0.0031845749423951
"10246",16458,-72.9736328125,44.6032333374023,47.98035,48.71692,0.73657,74.93602,71.14784,-3.78818,17.43235,17.83273,0.400380000000002,0.0479313143650018
"10250",16462,-72.7129516601562,45.0102119445801,58.03699,58.54384,0.50685,76.40101,72.21926,-4.18174999999999,17.35986,17.92579,0.565929999999998,0.0231038842901015
"10284",16537,-76.9182739257812,37.2781028747559,25.77698,31.65129,5.87431,66.44447,66.32706,-0.117409999999992,15.96653,16.55519,0.588659999999999,0.0369523429011167
"10292",16550,-76.2409057617188,38.6157760620117,28.79529,39.37678,10.58149,71.09992,71.93277,0.832850000000008,15.14917,15.83643,0.68726,0.0499829412847035
"10293",16551,-76.1875915527344,38.7186470031738,32.93748,43.53943,10.60195,71.45345,72.06402,0.610569999999996,15.19396,15.90678,0.712819999999999,0.0331436746065066
"10294",16552,-76.1340942382812,38.8215065002441,21.06317,30.26691,9.20374,67.50767,68.6995,1.19183,16.0259,15.93258,-0.0933200000000003,0.00747769650521235
"10295",16553,-76.0804443359375,38.9243469238281,20.60833,28.3528,7.74447,67.25811,68.70444,1.44633,16.24882,16.04508,-0.20374,0.0241539743255004
"10296",16554,-76.026611328125,39.0272026062012,19.97403,26.18467,6.21064,66.62975,68.06601,1.43626,16.40749,16.01172,-0.395769999999999,0.00366305607550999
"10297",16555,-75.9725952148438,39.1300430297852,21.38288,26.47798,5.0951,65.35261,66.81455,1.46194,16.54552,16.12033,-0.425190000000001,0.00822336714110605
"10298",16556,-75.9183959960938,39.2328758239746,21.926,28.17726,6.25126,66.41973,67.82537,1.40564000000001,16.50269,16.11747,-0.38522,0.00728272651721085
"10299",16557,-75.864013671875,39.335693359375,22.1772,30.77065,8.59345,66.3859,67.78971,1.40380999999999,16.50151,16.09624,-0.405269999999998,0.00569815547819275
"10300",16558,-75.8094482421875,39.4385108947754,23.4057,32.72337,9.31767,66.50408,67.84482,1.34074,16.53725,16.14158,-0.395669999999999,0.0124457376648053
"10301",16559,-75.7546997070312,39.5413055419922,24.86793,32.44188,7.57395,66.59424,67.88546,1.29122,16.5805,16.15736,-0.42314,0.0109947112375863
"10302",16560,-75.6997985839844,39.6441040039062,28.57597,31.92935,3.35338,66.96239,68.12758,1.16519,16.65915,16.13706,-0.522089999999999,0.0271622848303039
"10303",16561,-75.6447143554688,39.746883392334,29.21624,32.07767,2.86143,67.44881,68.13365,0.684840000000008,16.74123,16.02752,-0.713710000000003,0.020532875081912
"10304",16562,-75.5894165039062,39.8496513366699,28.73307,30.08179,1.34872,68.27929,68.43868,0.159390000000002,16.78774,16.034,-0.753740000000001,0.00892829438321741
"10305",16563,-75.533935546875,39.9524154663086,25.11861,28.84865,3.73004,68.74733,68.58732,-0.16001,16.77136,16.10762,-0.663740000000001,0.00643985743980124
"10306",16564,-75.478271484375,40.0551605224609,24.88014,28.06842,3.18828,68.50296,68.23794,-0.265020000000007,16.80205,16.14845,-0.653600000000001,0.00466850523529416
